Id,Name
1,Official Tutorial Renewal
2,Entering Talking Island Cutscene
3,Automate Quest Feature I
4,Automate Quest Feature II
6,Automate Quest Feature III
11,Auto Equip
12,Soulshot
13,Daily Dungeon
14,Achievement
15,High-grade Equipment Box
16,Level Up Equipment
17,Level Up Skill
18,Arena
19,Combine
20,Clan
21,Infinite Dungeon
22,Rune Imprinting
23,Soul Crystal
24,Elite Dungeon
25,Upgrade
26,Enhance
27,Monster Codex
28,Rare Skill
29,Extraction Pit
30,Elixir
31,Summon Mount
32,Summoning Circle
101,Friend
102,Party
104,Trading Post
112,Daily Quests
113,Weekly Quests
114,Donate to Clan
115,Join Clan
116,Clan Achievement
117,Clan Dungeon
118,Quest Progress
119,Craft
201,Class Transfer
202,Adena Vault
203,Temple Guardian
205,Trials of Experience
301,Maphr’s Protection
302,Evil Summoning Stone Dungeon
