Key,Value
1,The packet version doesn’t match with the server. Restart the app.
2,Restart the game for an update.
3,Server Error (DB)
4,Server Error (LUA)
5,Excel Table Error
6,Server Error (Parameter)
7,Server Error (Logic)
8,Server Error
9,You have not logged in.
10,You are already logged in.
11,There are no targets to kick out.
12,Incorrect authentication
13,Incorrect character identifier
14,Incorrect class information
15,Incorrect gender
16,Incorrect name
17,Incorrect NPC information
18,Incorrect player identifier
19,Incorrect race information
20,Incorrect skill
21,Incorrect skill target
22,Incorrect status
23,Incorrect region information
24,There is no device identifier.
25,This name is already in use.
26,Skill is being used.
27,You cannot move.
28,You are not dead.
29,Not enough MP
30,Not enough Adena
31,You did not select a player.
32,Not enough Diamonds.
33,Character level is not high enough.
34,Cannot transfer class to the same identifier.
35,Cannot transfer to this class.
36,You cannot transfer class yet since your level is too low.
37,Incorrect security code.
38,Incorrect player identifier.
39,Incorrect buff effect identifier.
40,Incorrect shop information identifier.
41,Packet hash does not match. Your game may not run properly.
42,Incorrect skill effect identifier.
43,Incorrect achievement identifier.
44,Invalid rune level.
45,Not enough Rune Fragments.
46,Invalid rune info.
47,Failed to level up rune.
48,Rune is already at max level.
49,Previous rune’s level is not high enough.
50,This exceeds the maximum Adena capacity.
51,This exceeds the maximum Topaz capacity.
52,This exceeds the maximum Diamonds capacity.
53,@NotEnoughFreeDiamondStorage
54,Not enough Topazes.
55,Not enough materials to craft item.
56,Currently dead.
57,"Only 4-16 characters allowed.
(2-8 if Korean/Chinese is included)"
58,"You cannot have any spaces.
Input another name."
59,Insufficient SP.
60,Your Adena capacity is full.
61,Your Clan Coin capacity is at it’s maximum value.
62,Fill in more of the previous rune page.
63,Not enough Friendship Points.
64,Invalid reward type.
65,Currently stunned.
66,Battle is in progress.
67,This class cannot be selected during character creation.
68,Exceeded Loyalty capacity.
69,Standing by in queue.
70,You cannot use gadgets.
71,You cannot use the relevant security code at this time.
72,"This content is restricted.
You cannot enter."
73,Incorrect base class value.
74,"This character is a clan leader.
The clan leader character can be deleted after transferring the leadership or leaving the clan."
75,Not enough Blue Diamonds.
76,Not enough Red Diamonds.
77,Restricted target.
78,Chat is currently forbidden.
79,Cannot enter as there is a number restriction for participating players.
80,Not enough Clan Red Starstones.
81,Available after class transfer.
82,"This nickname was pre-registered.
Go to the verification steps if you have pre-registered."
83,Invalid nickname.
84,This player has been deleted.
85,Hidden world.
86,Empty account value.
87,Empty token value.
100,You have been disconnected as a result of server maintenance.
101,"Waiting to revive.
You cannot revive yet."
102,Channel is full.
103,Time change restriction.
201,Achievement cannot be completed.
202,There are no achievements.
203,You already collected the achievement level reward.
251,Invalid chat message
252,Incorrect chat message identifier.
253,Incorrect chat additional information identifier.
254,Incorrect chat publicity type.
255,Cooldown restriction.
256,Already in the chat ban list.
257,Not in the chat ban list.
258,Registered into chat ban list.
259,The receiver has placed blocked you.
301,This is the skill cooldown.
302,Create first account
303,Failed to check previously used skill.
370,Incorrect check-in info.
371,Incorrect check-in information identifier.
372,Incorrect check-in reward identifier.
373,You have already checked in.
374,You have already collected the reward.
375,No active weekly check-in reward period.
401,Incorrect item identifier.
402,@InvalidItemInfoId
403,This item cannot be enhanced.
404,Not enough Scraps.
405,Not enough items.
406,Combine and Upgrade are both available starting from Lv. 5.
407,Not enough enhance scrolls.
408,Cannot enhance anymore.
409,Failed to enhance equipment.
410,"Equipment has been sealed.
Sealed equipment cannot be enhanced."
411,Only sealed equipment can be released.
412,This equipment is already equipped.
413,This equipment is not equipped.
414,Not enough slots in your inventory.
415,Equipped equipment cannot be used.
-1,This equipment cannot be seal released.
417,This equipment cannot be upgraded.
418,This equipment cannot be upgraded anymore.
419,This equipment cannot be combined anymore.
420,‘Favorite’ equipment cannot be used.
421,"The combining materials have different types.
You can only combine equipment of the same type."
422,"The combining materials have different grades.
You can only combine equipment of the same grade."
423,Incorrect substat index.
424,This item cannot be used.
425,This equipment cannot be enchanted anymore.
426,This is not an equipment.
427,Not enough materials to upgrade.
428,Cannot expand your inventory anymore.
429,Incorrect material item identifier.
430,This is not an enhance scroll.
431,Item information identifier is different.
432,Cannot limit break this item.
433,Cannot limit break this item anymore.
434,This is not a Soul Crystal.
435,Incorrect item slot index.
436,This Soul Crystal type is already equipped.
437,Item is already at max level.
438,This item does not have any substats.
439,This item does not have any attributes.
440,Attributes do not match.
441,Failed to enhance item attribute.
442,Cannot use any more Elixirs.
443,Incorrect item craft type or group.
444,Not enough materials to craft item.
445,Not enough Crystals of Aegis.
446,Incorrect equipment type.
447,Incorrect deck index.
448,This equipment deck is already being used.
449,Server is different from the deck.
450,Failed to craft item due to insufficient inventory slot space.
451,Cannot use table information.
452,This Monster Codex is already completed.
453,Not enough Monster Cores in inventory.
454,Incorrect group identifier.
455,This Monster Codex group is already completed.
456,There are no Monster Codices to work on.
457,Incorrect recess reward type.
458,Not enough Recess Points.
459,Additional use currency type is different.
460,Incorrect Forgotten Scroll item substat type.
461,Not a Forgotten Scroll item.
462,Cannot use Forgotten Scroll items.
463,Skill is already at max level.
464,Incorrect material count.
465,This is a different type of enhance scroll.
466,Cannot use since your HP is full.
467,Cannot use since your MP is full.
468,Cannot craft anymore.
469,Not enough Scrolls of Escape.
470,Surprise box is empty.
471,There are no equipped Soul Crystals.
472,This elixir cannot be used.
473,Equipment attribute level is at max.
474,This is not a megaphone type item.
475,Incorrect Soul Crystal effect type.
476,Incorrect item drop information identifier.
477,You’ve reached the daily count allowed.
478,Cannot be used during cooldown.
479,This equipment is not for your class so you cannot equip it.
480,Teleporting.
481,Weapons are not removed. Replace it with another weapon.
482,Already at max level.
483,The same type Soulshot is already activated.
484,In Arena.
485,Cannot summon Evil Summoning Stone here.
486,Cannot be used anymore since Chaotic Value has reached 0.
487,Cannot acquire anymore.
488,Exceeds the maximum amount that can be sold at once.
489,Incorrect substat slot.
490,This item cannot be crafted with equipment.
491,Item level for crafting equipment is too low.
492,Item grade for crafting equipment is too low.
493,This item cannot be sold.
501,Cannot receive mail.
502,"Your Mailbox is full.
Acquire the reward in your Mailbox
then try again."
503,"Couldn’t acquire rewards because your Mailbox is full.
Try again after making room in your Mailbox."
511,Insufficient Daily Activities points.
512,Incorrect Daily Activities reward identifier.
513,Incorrect Daily Activities reward group identifier.
514,There are no rewards to acquire.
521,Incorrect complete now information identifier.
522,This isn’t an identifier for complete now information.
523,Incorrect complete now reward group identifier.
531,Incorrect quest request type.
532,Incorrect quest request information type.
533,Cannot start quest right now.
534,Cannot complete right now.
535,No quest is currently in progress.
536,This quest is already completed.
537,There are no daily quests you can renew.
538,No weekly quest is in progress.
539,@NoMoreDailyActivityRewardGet
540,Another weekly quest is already in progress.
541,You’ve expended your daily quest count for today.
601,Incorrect territory information identifier.
602,Incorrect spot information identifier.
603,Incorrect region information identifier.
604,Incorrect quest information identifier.
605,Quest is already in progress.
606,Quest is not in progress.
607,Quest cannot be completed.
608,Prerequisite quest has not been completed.
609,Not enough Quest Tickets.
610,Not enough quest completion counts.
611,There are no changes to quest.
612,Region hasn’t been cleared.
613,Region spot hasn’t been cleared.
614,Failed quest.
615,Didn’t fail quest.
616,You cannot revive during this quest.
617,Incorrect gadget identifier.
618,Distance is too far.
619,There are no NPCs.
620,Incorrect quest status.
621,Quest has already been completed.
622,Not enough Quest Auto-Clears.
623,Incorrect conquest quest reward information.
624,Not enough stars for clearing conquest.
625,Hasn’t been completed even once.
626,This is not a conquest quest.
627,Quest ticket is already at max value.
628,Quest ticket recharge count is already at max value.
629,You must acquire at least 3 stars to be able to use Auto-Clear in that stage.
630,No remaining gadget control count.
631,Already controlled gadget.
632,Incorrect quest act number.
633,Not yet completed quest act.
634,Already acquired reward for completing quest act.
635,Already acquired reward for completing progress of quest act.
636,Insufficient quest scroll count.
637,Insufficient quest scroll reset count.
701,"Skill is at max level.
Try again after leveling up your character."
702,Incorrect skill deck identifier.
703,Failed to change skill deck.
704,Skill cannot be used with this weapon.
801,This player is already a friend.
802,You have already sent a request.
803,Didn’t receive a friend request.
804,Not a friend.
