Id,Title,Desc
5,Not Choosing Is Your Loss,Make {TaskCount} Free Draw(s).
6,Tower of Insolence Challenger,Auto-Clear Tower of Insolence.
7,Build On Friendship!,Greet Friends and Acquire {TaskCount} Points.
8,To the Sealed Sanctuary of Memories!,Clear Today’s Daily Dungeon {TaskCount} time(s).
10,Be Active In Clan!,Make {TaskCount} Clan Donation(s).
11,Genuine Talent!,Participate in the Arena {TaskCount} time(s).
12,Clan Basics!,Check in to the Clan.
14,Fulfill the daily quest!,Complete Daily Quest {TaskCount} time(s).
15,Fulfill the weekly quest!,Complete Weekly Quest {TaskCount} time(s).
17,Explore Elite Dungeon!,Complete Elite Dungeon {TaskCount} time(s).
20,Collect Magical Herbs!,Make {TaskCount} Extractions in Extraction Pit.
22,Drawmaster,Make {TaskCount} High-grade draw(s).
35,Explore Temple Guardian!,Complete Temple Guardian {TaskCount} time(s).
36,Explore Adena Vault!,Complete Adena Vault {TaskCount} time(s).
37,Explore Trials of Experience!,Complete Trials of Experience {TaskCount} time(s).
38,Explore the Summoning Circle!,Complete the Summoning Circle {TaskCount} time(s).
