Key,Value
ACCOUNT_CONFINE,This account has been blocked.
ACHIEVEMENT,Achievement
ACHIEVEMENT_CLEAR_ASSETS,Resource achievement complete!
ACHIEVEMENT_CLEAR_BATTLE,Battle achievement complete!
ACHIEVEMENT_CLEAR_DAILY,Daily achievement complete!
ACHIEVEMENT_CLEAR_GROWTH,Strengthening achievement complete!
ACHIEVEMENT_CLEAR_ITEM,Equipment achievement complete!
ACHIEVEMENT_CLEAR_MONTHLY,Monthly achievement complete!
ACHIEVEMENT_CLEAR_SOCIAL,Social achievement complete!
ACHIEVEMENT_CLEAR_WEEKLY,Weekly achievement complete!
ACHIEVEMENT_LEVELREWARD_ERROR,You have already collected the reward for this achievement level.
ACHIEVEMENT_POINT,Achievement Points
ADENA_LOOTED,Acquired [Adena] Adena.
SIEGE_FESTIVAL_TICKET_LOOTED,Acquired [Value] Siege Festival Ticket(s).
ADENA_NOT_ENOUGH,Not enough Adena.
AHIEVEMENT_HEROIC_WAY,Path of the Hero
APP_VERSION_UNDER_MIN,Your app version is not the latest version.
APP_VERSION_UNDER_LATEST,"A new version is available.
Would you like to update?"
ARMOR_TYPE_HEAVY,Heavy Armor
ARMOR_TYPE_LIGHT,Light Armor
ARMOR_TYPE_ROBE,Robe
ASSETS_ACQUIRE_FROM_GUILD_GREETING,Greeted [MemberCount] clan member(s) and acquired <FontYellow>[AssetCount] Clan Coin(s)</>.
ASSETS_ACQUIRE_FROM_RECEIVE_GUILD_GREET,Acknowledged [MemberCount] greeting(s) from clan members and acquired <FontYellow>[AssetCount] Adena</>.
ATTENDANCE_NO_MORE_REWARD,There are no rewards to claim.
ATTENDANCE_REWARD_SENT_TO_MAILBOX,Rewards for Day [Param1] have been sent to your Mailbox.
AUCTION_COST,Cost
AUCTION_ESTIMATED_TIME,Will be listed in [Time]
AUCTION_GROUP_ACCESSORY,Accessory
AUCTION_GROUP_ARMOR,Armor
AUCTION_GROUP_ELIXIR,Elixir/Potion Materials
AUCTION_GROUP_ENCHANT,Enhancement Materials
AUCTION_GROUP_EquipmentCraft,Crafting Materials
AUCTION_GROUP_ETC,Other
AUCTION_GROUP_MONSTERCORE,Monster Core
AUCTION_GROUP_SKILLBOOK,Forgotten Scrolls/Pages
AUCTION_GROUP_SOULSTONE,Soul Crystal
AUCTION_GROUP_USEITEM,Consumables
AUCTION_GROUP_WEAPON,Weapon
AUCTION_GROUP_PET,Mount
AUCTION_HOUSE,Trading Post
AUCTION_HOUSE_CATEGORY,Category
AUCTION_HOUSE_EQ_ITEM_SELL,List [Name] for [Cost] Diamonds?
AUCTION_HOUSE_FAVORITE_SELLCANCEL,Cancel Sale
AUCTION_HOUSE_FAVORITE_SELLCOMPLETE,Sold
AUCTION_HOUSE_FAVORITE_SELLFAILED,Expired
AUCTION_HOUSE_FAVORITE_SELLING,Listing in Progress
AUCTION_HOUSE_FAVORITE_WAITING,Waiting to Be Listed
AUCTION_HOUSE_GRADE,Grade
AUCTION_HOUSE_GRADE_C,C
AUCTION_HOUSE_GRADE_A,A
AUCTION_HOUSE_GRADE_B,B
AUCTION_HOUSE_GRADE_R,R
AUCTION_HOUSE_GRADE_S,S
AUCTION_HOUSE_GRADE_SR,SR
AUCTION_HOUSE_ITEM_BUY,Purchase [Name] for [Cost] Diamonds?
AUCTION_HOUSE_ITEM_FAVORITE,Favorite this item?
AUCTION_HOUSE_ITEM_FAVORITE_CANCEL,Unfavorite this item?
AUCTION_HOUSE_ITEM_SELL,@AUCTION_HOUSE_EQ_ITEM_SELL
AUCTION_HOUSE_LOG_GAIN,Acquire
AUCTION_HOUSE_LOG_SPEND,Spend
AUCTION_HOUSE_LOG_STATE_BUY_COMPLETED,Purchase Complete
AUCTION_HOUSE_LOG_STATE_CANCEL_SELL,Cancel Sale
AUCTION_HOUSE_LOG_STATE_SELL_PARTIAL,Partial Sale
AUCTION_HOUSE_LOG_STATE_SELL_COMPLETED,Sold
AUCTION_HOUSE_LOG_STATE_SELL_FAILED,Sale Failed
AUCTION_HOUSE_LOG_STATE_SELLING,Being Sold
AUCTION_HOUSE_LOG_STATE_TIMEOVER,Time Expired
AUCTION_HOUSE_LOG_STATE_WAITING_REGISTER,Waiting to Be Listed
AUCTION_HOUSE_MAX_PRICE,Max Price
AUCTION_HOUSE_RESULT_GET,"The list of sold items has been organized.
Your profit will be sent to you immediately,
and items that were not bid on will be sent to your Mailbox.
<FontRed>The 10% fee and territory tax will be deducted from your profit.</>"
AUCTION_HOUSE_RESULT_GET_ALL,"Received payment for all items sold.
(Any unsold items will be sent to the Mailbox.)
<FontRed>This excludes the 10% fee and territory tax.</>"
AUCTION_HOUSE_SALES_TYPE,Sale Status
AUCTION_HOUSE_SELECT_CATEGORY,Select Category
AUCTION_HOUSE_SELECT_GRADE,Select Grade
AUCTION_HOUSE_SELECT_SORT,Select Sort
AUCTION_HOUSE_SELECT_TYPE,Select Type
AUCTION_HOUSE_SORT,Sort
AUCTION_HOUSE_SORT_CLOSING_DATE,End Date
AUCTION_HOUSE_SORT_HIGH_PRICE,Price (Highest)
AUCTION_HOUSE_SORT_LATELY_DATE,Most Recent
AUCTION_HOUSE_SORT_LOW_PRICE,Price (Lowest)
AUCTION_HOUSE_TYPE,Type
AUCTION_HOUSE_TYPE_ACCESSORY_ALL,All Accessories
AUCTION_HOUSE_TYPE_ACCESSORY_ENCHANT_SCROLL,Scroll: Enhance Accessory
AUCTION_HOUSE_TYPE_ACCESSORY_UPGRADE_STONE,Accessory Upgrade Stone
AUCTION_HOUSE_TYPE_ALL,All
AUCTION_HOUSE_TYPE_ARMOR,Armor
AUCTION_HOUSE_TYPE_ARMOR_ALL,All Armor
AUCTION_HOUSE_TYPE_ARMOR_ENCHANT_SCROLL,Scroll: Enhance Armor
AUCTION_HOUSE_TYPE_ARMOR_UPGRADE_STONE,Armor Upgrade Stone
AUCTION_HOUSE_TYPE_BLESSED_ACCESSORY_ENCHANT_SCROLL,Blessed Scroll: Accessory
AUCTION_HOUSE_TYPE_BLESSED_ARMOR_ENCHANT_SCROLL,Blessed Scroll: Armor
AUCTION_HOUSE_TYPE_BLESSED_WEAPON_ENCHANT_SCROLL,Blessed Scroll: Weapon
AUCTION_HOUSE_TYPE_BOW,Bow
AUCTION_HOUSE_TYPE_DAGGER,Dagger
AUCTION_HOUSE_TYPE_DUALSWORD,Dual Swords
AUCTION_HOUSE_TYPE_ENCHANT_MISC_ALL,All Enhancement Materials
AUCTION_HOUSE_TYPE_HERB,Herb
AUCTION_HOUSE_TYPE_HP_PORTION,HP Potion
AUCTION_HOUSE_TYPE_MONSTER_CORE,@AUCTION_GROUP_MONSTERCORE
AUCTION_HOUSE_TYPE_MP_PORTION,MP Potion
AUCTION_HOUSE_TYPE_RUNE_PIECE,Rune Fragment
AUCTION_HOUSE_TYPE_SKILL_BOOK_PAGE,Forgotten Scroll Page
AUCTION_HOUSE_TYPE_SOUL_CRYSTAL_ALL,All Soul Crystals
AUCTION_HOUSE_TYPE_SOUL_CRYSTAL_BLACK,Soul Crystal of Accuracy
AUCTION_HOUSE_TYPE_SOUL_CRYSTAL_BLUE,Soul Crystal of Evasion
AUCTION_HOUSE_TYPE_SOUL_CRYSTAL_GREEN,Soul Crystal of HP
AUCTION_HOUSE_TYPE_SOUL_CRYSTAL_INDIGO,Soul Crystal of Resilience
AUCTION_HOUSE_TYPE_SOUL_CRYSTAL_ORANGE,Soul Crystal of Penetration
AUCTION_HOUSE_TYPE_SOUL_CRYSTAL_PURPLE,Soul Crystal of MP
AUCTION_HOUSE_TYPE_SOUL_CRYSTAL_RED,Soul Crystal of Critical Attack
AUCTION_HOUSE_TYPE_SOUL_CRYSTAL_WHITE,Soul Crystal of Attack
AUCTION_HOUSE_TYPE_SOUL_CRYSTAL_YELLOW,Soul Crystal of Defense
AUCTION_HOUSE_TYPE_SOUL_SHOT,Soulshot
AUCTION_HOUSE_TYPE_SPEAR,Spear
AUCTION_HOUSE_TYPE_STAFF,Staff
AUCTION_HOUSE_TYPE_SWORD,Sword & Shield
AUCTION_HOUSE_TYPE_WEAPON_ALL,All Weapons
AUCTION_HOUSE_TYPE_WEAPON_ENCHANT_SCROLL,Scroll: Enhance Weapon
AUCTION_HOUSE_TYPE_WEAPON_UPGRADE_STONE,Weapon Upgrade Stone
AUCTION_HOUSE_UPGRADE_LEVEL,+[UpgradeLevel]
AUCTION_ITEM_SEARCH_BUTTON,Search Items
AUCTION_MARKET_LOG_EMPTY,No transaction history.
AUCTION_REGISTERD_NONE,There are no listed items.
AUCTION_SEARCH_CONDITION,Search Criteria
AUCTION_SEARCH_GUIDE,There are no results for your search.
AUCTION_SUB_GROUP_ACCESSORYENCHANTSCROLL,Scroll: Enhance Accessory
AUCTION_SUB_GROUP_ACCESSORYUPGRADESTONE,@AUCTION_HOUSE_TYPE_ACCESSORY_UPGRADE_STONE
AUCTION_SUB_GROUP_ANTICRITICAL,Critical Resistance
AUCTION_SUB_GROUP_ANTTUNNEL1,Ant Nest 1
AUCTION_SUB_GROUP_ANTTUNNEL2,Ant Nest 2
AUCTION_SUB_GROUP_ARMOR,@AUCTION_HOUSE_TYPE_ARMOR
AUCTION_SUB_GROUP_ARMORENCHANTSCROLL,@AUCTION_HOUSE_TYPE_ARMOR_ENCHANT_SCROLL
AUCTION_SUB_GROUP_ARMORUPGRADESTONE,@AUCTION_HOUSE_TYPE_ARMOR_UPGRADE_STONE
AUCTION_SUB_GROUP_ATTACKPOWER,Atk.
AUCTION_SUB_GROUP_ATTACKPOWERELIXIR,Atk. Elixir
AUCTION_SUB_GROUP_BLESSEDACCESSORYENCHANTSCROLL,Blessed Scroll: Accessory
AUCTION_SUB_GROUP_BLESSEDARMORENCHANTSCROLL,Blessed Scroll: Armor
AUCTION_SUB_GROUP_BLESSEDWEAPONENCHANTSCROLL,Blessed Scroll: Weapon
AUCTION_SUB_GROUP_BLUEHERB,Blue Herb
AUCTION_SUB_GROUP_BLUERECIPE,MP Elixir Essence
AUCTION_SUB_GROUP_BOOTS,Boots
AUCTION_SUB_GROUP_BOW,@AUCTION_HOUSE_TYPE_BOW
AUCTION_SUB_GROUP_CRITICAL,Critical
AUCTION_SUB_GROUP_CRUMASWAMP,Cruma Swamp
AUCTION_SUB_GROUP_CRUMATOWER2,Cruma Tower Floor 2
AUCTION_SUB_GROUP_CRUMATOWER3,Cruma Tower Floor 3
AUCTION_SUB_GROUP_DAGGER,@AUCTION_HOUSE_TYPE_DAGGER
AUCTION_SUB_GROUP_DEATHCOASTALFOG,Deathly Fog Shores
AUCTION_SUB_GROUP_DEFENSEPOWER,Def.
AUCTION_SUB_GROUP_DEFENSEPOWERELIXIR,Def. Elixir
AUCTION_SUB_GROUP_DEVILISLE,Devil's Isle
AUCTION_SUB_GROUP_DODGE,Evasion
AUCTION_SUB_GROUP_DRAGONVALLEY,Dragon Valley
AUCTION_SUB_GROUP_DUALSWORD,@AUCTION_HOUSE_TYPE_DUALSWORD
AUCTION_SUB_GROUP_EARRING,Earrings
AUCTION_SUB_GROUP_ELVENRUINS1,Elven Ruins 1
AUCTION_SUB_GROUP_ELVENRUINS2,Elven Ruins 2
AUCTION_SUB_GROUP_ETC,@AUCTION_GROUP_ETC
AUCTION_SUB_GROUP_GIRANDOMINION,Giran Dominion
AUCTION_SUB_GROUP_GLOVES,Gloves
AUCTION_SUB_GROUP_GLUDINMAINROAD,Gludin Highway
AUCTION_SUB_GROUP_GLUDIOPLAIN,Gludio Plains
