Id,EffectTypeName
112221,
112222,Thunder Storm: Stun
112421,
112422,
112423,
112511,
112611,
112612,
122121,
122122,
122123,
122511,
122611,
132521,
132522,Corruption: Defense Decrease
142621,
142622,Divine Clap: Stun
142623,
300051,
300071,
300121,
300122,
300123,Flame Damage over Time
300124,Knock Down
600961,
600971,
601001,
601151,
601621,
601622,
710321,
710721,
710731,
710732,@300124
714721,
730121,
730122,
730123,
730124,
730321,
730322,
740311,
740321,
740511,
740621,
740622,
740711,
741321,
15040211,
7202311,
7202312,
7202313,
7202314,
17202311,
17202312,
17202313,
17202314,
7204311,
7204321,
7204331,
6012521,
6014511,
7413521,
7413522,
8010441,
8050001,
8050002,
8050011,
8050012,
8050021,
8050022,
8050031,
8050032,
72040,
17202231,
17202232,
17203181,
4130041,
4130042,
4130061,
4130062,
4130121,
4130122,
4130231,
4130232,
4130233,
30015,
