Id,Title,Name
19,,Spring of Recovery
31,,Red Team West Tower
32,,Red Team East Tower
33,,Red Team Holy Artifact Tower
34,,Blue Team West Tower
35,,Blue Team East Tower
36,,Blue Team Holy Artifact Tower
20,,@19
37,,@31
38,,@32
39,,@33
40,,@34
41,,@35
42,,@36
43,,Class Change Revision
44,,@43
45,,Altar of Wind
46,,Altar of Earth
101,,Central Siege Camp
102,,East Siege Camp
103,,West Siege Camp
104,,Central Gatehouse
105,,East Gatehouse
106,,West Gatehouse
107,,Main Gate Left Defense Tower
108,,Main Gate Right Defense Tower
109,,Audience Chamber Left Defense Tower
110,,Audience Chamber Right Defense Tower
115,,Gate of Fire Left Defense Tower
116,,Gate of Fire Right Defense Tower
117,,Gate of Water Left Defense Tower
118,,Gate of Water Right Defense Tower
119,,Holy Artifact Chamber Left Tower
120,,Holy Artifact Chamber Right Tower
121,,Holy Artifact Left Tower
122,,Holy Artifact Right Tower
123,,Left Trap
124,,Right Trap
201,Quest Keeper,Lloyd
202,Relic Keeper,Feldheim
203,Potion Keeper,Jackie
204,Feast Keeper,Emma
205,General Merchant,Pan
211,,Crystal of Unity
212,,Fireplace
301,,Green Robust Ratel
302,,Silver Robust Ratel
303,,Gold Robust Ratel
304,,Mandragora
305,,Garden Sentry
401,계정 창고지기,Nigel
402,Silverlight Mercenaries,Aymel
403,@205,@205
404,,Silverlight Mercenary
405,,마그나딘 경비병
406,Master Blacksmith,Mobart
407,,Spectator
408,,@407
409,Scroll Merchant,Wayless
410,,Novice Wizard
411,Librarian,Farjane
412,,Reader
413,,@412
414,Baker,Bremen
415,,Baker’s Child
416,,Hungry Child
417,,Bored Child
418,Weapon Merchant,Pondiac
419,,Adventurer
420,,@419
421,Fishing Merchant,Tegma
422,,Fisherman
423,,Wizard
424,Pet Caretaker,Cuvi
425,,Young Noblewoman
426,,Curious Child
427,,Romi
428,,Julie
429,,Old Man
430,,Excited Child
431,,Kid
432,,Black Bear Cub
433,,Explorer
434,Barbecue Merchant,Maduka
435,,Leah
436,,Mio
437,,Mercenary Officer
438,,Worker
439,Minstrel,Asiren
440,Teleporter,@409
441,Silverlight Mercenaries Leader,Hardin
442,@402,Theodore
443,Peddling Caravan Leader,Felicia
444,@402,Russel
445,Guide,Chau
446,@445,Lyncia
447,@445,Seikan
448,Personal Storage Keeper,Gattuso
449,미용사,Katrina
450,Merrymaker,Lena
451,Red Envelope,Ada
452,Teleporter,Agatha
453,@452,Catherine
454,@452,Grace
455,@452,Hanna
456,Clan Keeper,Hubert
457,Fortress Keeper,James
458,Castle Siege Keeper,Harry
459,Clan Hall Keeper,Jasmine
460,Clan Auctioneer,Courtney
461,Auctioneer,Dario
462,@401,Dixie
463,캐릭터 창고지기,Edith
464,Battlefield Keeper,Dustin
550,,Silverlight Mercenary
551,,@550
552,,Silverlight Mercenary Officer
553,,Silverlight Mercenary Scholar
554,,@553
555,,@553
556,,Caravan Member
557,,@556
558,,@556
559,,Gludio Envoy
560,,@559
561,,@559
562,,Dion Envoy
563,,@562
564,,@562
565,,Giran Envoy
566,,@565
567,,@565
568,,Oren Envoy
569,,@568
570,,@568
571,,Innadril Envoy
572,,@571
573,,@571
574,,Aden Envoy
575,,@574
576,,@574
577,,Elmor Envoy
578,,@577
579,,@577
580,,Gracia Envoy
581,,@580
582,,@580
583,,Elven Envoy
584,,@583
585,,@583
586,,Dark Elven Envoy
587,,Member’s Family
588,,@587
589,,@587
590,,@587
591,,@587
1001,For testing skill,Growler
1101,For balancing battle,Lvl. 1 Growler
1102,@1101,Lvl. 2 Growler
1103,@1101,Lvl. 3 Growler
1104,@1101,Lvl. 4 Growler
1105,@1101,Lvl. 5 Growler
1106,@1101,Lvl. 6 Growler
1107,@1101,Lvl. 7 Growler
1108,@1101,Lvl. 8 Growler
1109,@1101,Lvl. 9 Growler
1110,@1101,Lvl. 10 Growler
1111,@1101,Lvl. 11 Growler
1112,@1101,Lvl. 12 Growler
1113,@1101,Lvl. 13 Growler
1114,@1101,Lvl. 14 Growler
1115,@1101,Lvl. 15 Growler
1116,@1101,Lvl. 16 Growler
1117,@1101,Lvl. 17 Growler
1118,@1101,Lvl. 18 Growler
1119,@1101,Lvl. 19 Growler
1120,@1101,Lvl. 20 Growler
1121,@1101,Lvl. 21 Growler
1122,@1101,Lvl. 22 Growler
1123,@1101,Lvl. 23 Growler
1124,@1101,Lvl. 24 Growler
1125,@1101,Lvl. 25 Growler
1126,@1101,Lvl. 26 Growler
1127,@1101,Lvl. 27 Growler
1128,@1101,Lvl. 28 Growler
1129,@1101,Lvl. 29 Growler
1130,@1101,Lvl. 30 Growler
1131,@1101,Lvl. 31 Growler
1132,@1101,Lvl. 32 Growler
1133,@1101,Lvl. 33 Growler
1134,@1101,Lvl. 34 Growler
1135,@1101,Lvl. 35 Growler
1136,@1101,Lvl. 36 Growler
1137,@1101,Lvl. 37 Growler
1138,@1101,Lvl. 38 Growler
1139,@1101,Lvl. 39 Growler
1140,@1101,Lvl. 40 Growler
1141,@1101,Lvl. 41 Growler
1142,@1101,Lvl. 42 Growler
1143,@1101,Lvl. 43 Growler
1144,@1101,Lvl. 44 Growler
1145,@1101,Lvl. 45 Growler
1146,@1101,Lvl. 46 Growler
1147,@1101,Lvl. 47 Growler
1148,@1101,Lvl. 48 Growler
1149,@1101,Lvl. 49 Growler
1150,@1101,Lvl. 50 Growler
1151,@1101,Lvl. 51 Growler
1152,@1101,Lvl. 52 Growler
1153,@1101,Lvl. 53 Growler
1154,@1101,Lvl. 54 Growler
1155,@1101,Lvl. 55 Growler
1156,@1101,Lvl. 56 Growler
1157,@1101,Lvl. 57 Growler
1158,@1101,Lvl. 58 Growler
1159,@1101,Lvl. 59 Growler
1160,@1101,Lvl. 60 Growler
1161,@1101,Lvl. 61 Growler
1162,@1101,Lvl. 62 Growler
1163,@1101,Lvl. 63 Growler
1164,@1101,Lvl. 64 Growler
1165,@1101,Lvl. 65 Growler
1166,@1101,Lvl. 66 Growler
1167,@1101,Lvl. 67 Growler
1168,@1101,Lvl. 68 Growler
1169,@1101,Lvl. 69 Growler
1170,@1101,Lvl. 70 Growler
1171,@1101,Lvl. 71 Growler
1172,@1101,Lvl. 72 Growler
1173,@1101,Lvl. 73 Growler
1174,@1101,Lvl. 74 Growler
1175,@1101,Lvl. 75 Growler
1176,@1101,Lvl. 76 Growler
1177,@1101,Lvl. 77 Growler
1178,@1101,Lvl. 78 Growler
1179,@1101,Lvl. 79 Growler
1180,@1101,Lvl. 80 Growler
1181,@1101,Lvl. 81 Growler
1182,@1101,Lvl. 82 Growler
1183,@1101,Lvl. 83 Growler
1184,@1101,Lvl. 84 Growler
1185,@1101,Lvl. 85 Growler
1186,@1101,Lvl. 86 Growler
1187,@1101,Lvl. 87 Growler
1188,@1101,Lvl. 88 Growler
1189,@1101,Lvl. 89 Growler
1190,@1101,Lvl. 90 Growler
1191,@1101,Lvl. 91 Growler
1192,@1101,Lvl. 92 Growler
1193,@1101,Lvl. 93 Growler
1194,@1101,Lvl. 94 Growler
1195,@1101,Lvl. 95 Growler
1196,@1101,Lvl. 96 Growler
1197,@1101,Lvl. 97 Growler
1198,@1101,Lvl. 98 Growler
1199,@1101,Lvl. 99 Growler
1200,@1101,Lvl. 100 Growler
1201,@1101,@1101
1202,@1101,@1102
1203,@1101,@1103
1204,@1101,@1104
1205,@1101,@1105
1206,@1101,@1106
1207,@1101,@1107
1208,@1101,@1108
1209,@1101,@1109
1210,@1101,@1110
1211,@1101,@1111
1212,@1101,@1112
1213,@1101,@1113
1214,@1101,@1114
1215,@1101,@1115
1216,@1101,@1116
1217,@1101,@1117
1218,@1101,@1118
1219,@1101,@1119
1220,@1101,@1120
1221,@1101,@1121
1222,@1101,@1122
1223,@1101,@1123
1224,@1101,@1124
1225,@1101,@1125
1226,@1101,@1126
1227,@1101,@1127
1228,@1101,@1128
1229,@1101,@1129
1230,@1101,@1130
1231,@1101,@1131
1232,@1101,@1132
1233,@1101,@1133
1234,@1101,@1134
1235,@1101,@1135
1236,@1101,@1136
1237,@1101,@1137
1238,@1101,@1138
1239,@1101,@1139
1240,@1101,@1140
1241,@1101,@1141
1242,@1101,@1142
1243,@1101,@1143
1244,@1101,@1144
1245,@1101,@1145
1246,@1101,@1146
1247,@1101,@1147
1248,@1101,@1148
1249,@1101,@1149
1250,@1101,@1150
1251,@1101,@1151
1252,@1101,@1152
1253,@1101,@1153
1254,@1101,@1154
1255,@1101,@1155
1256,@1101,@1156
1257,@1101,@1157
1258,@1101,@1158
1259,@1101,@1159
1260,@1101,@1160
1261,@1101,@1161
1262,@1101,@1162
1263,@1101,@1163
1264,@1101,@1164
1265,@1101,@1165
1266,@1101,@1166
1267,@1101,@1167
1268,@1101,@1168
1269,@1101,@1169
1270,@1101,@1170
1271,@1101,@1171
1272,@1101,@1172
1273,@1101,@1173
1274,@1101,@1174
1275,@1101,@1175
1276,@1101,@1176
1277,@1101,@1177
1278,@1101,@1178
1279,@1101,@1179
1280,@1101,@1180
1281,@1101,@1181
1282,@1101,@1182
1283,@1101,@1183
1284,@1101,@1184
1285,@1101,@1185
1286,@1101,@1186
1287,@1101,@1187
1288,@1101,@1188
1289,@1101,@1189
1290,@1101,@1190
1291,@1101,@1191
1292,@1101,@1192
1293,@1101,@1193
1294,@1101,@1194
1295,@1101,@1195
1296,@1101,@1196
1297,@1101,@1197
1298,@1101,@1198
1299,@1101,@1199
1300,@1101,@1200
1301,@1101,@1101
1302,@1101,@1102
1303,@1101,@1103
1304,@1101,@1104
1305,@1101,@1105
1306,@1101,@1106
1307,@1101,@1107
1308,@1101,@1108
1309,@1101,@1109
1310,@1101,@1110
1311,@1101,@1111
1312,@1101,@1112
1313,@1101,@1113
1314,@1101,@1114
1315,@1101,@1115
1316,@1101,@1116
1317,@1101,@1117
1318,@1101,@1118
1319,@1101,@1119
1320,@1101,@1120
1321,@1101,@1121
1322,@1101,@1122
1323,@1101,@1123
1324,@1101,@1124
1325,@1101,@1125
1326,@1101,@1126
1327,@1101,@1127
1328,@1101,@1128
1329,@1101,@1129
1330,@1101,@1130
1331,@1101,@1131
1332,@1101,@1132
1333,@1101,@1133
1334,@1101,@1134
1335,@1101,@1135
1336,@1101,@1136
1337,@1101,@1137
1338,@1101,@1138
1339,@1101,@1139
1340,@1101,@1140
1341,@1101,@1141
1342,@1101,@1142
1343,@1101,@1143
1344,@1101,@1144
1345,@1101,@1145
1346,@1101,@1146
1347,@1101,@1147
1348,@1101,@1148
1349,@1101,@1149
1350,@1101,@1150
1351,@1101,@1151
1352,@1101,@1152
1353,@1101,@1153
1354,@1101,@1154
1355,@1101,@1155
1356,@1101,@1156
1357,@1101,@1157
1358,@1101,@1158
1359,@1101,@1159
1360,@1101,@1160
1361,@1101,@1161
1362,@1101,@1162
1363,@1101,@1163
1364,@1101,@1164
1365,@1101,@1165
1366,@1101,@1166
1367,@1101,@1167
1368,@1101,@1168
1369,@1101,@1169
1370,@1101,@1170
1371,@1101,@1171
1372,@1101,@1172
1373,@1101,@1173
1374,@1101,@1174
1375,@1101,@1175
1376,@1101,@1176
1377,@1101,@1177
1378,@1101,@1178
1379,@1101,@1179
1380,@1101,@1180
1381,@1101,@1181
1382,@1101,@1182
1383,@1101,@1183
1384,@1101,@1184
1385,@1101,@1185
1386,@1101,@1186
1387,@1101,@1187
1388,@1101,@1188
1389,@1101,@1189
1390,@1101,@1190
1391,@1101,@1191
1392,@1101,@1192
1393,@1101,@1193
1394,@1101,@1194
1395,@1101,@1195
1396,@1101,@1196
1397,@1101,@1197
1398,@1101,@1198
1399,@1101,@1199
1400,@1101,@1200
1401,@1101,@1101
1402,@1101,@1102
1403,@1101,@1103
1404,@1101,@1104
1405,@1101,@1105
1406,@1101,@1106
1407,@1101,@1107
1408,@1101,@1108
1409,@1101,@1109
1410,@1101,@1110
1411,@1101,@1111
1412,@1101,@1112
1413,@1101,@1113
1414,@1101,@1114
1415,@1101,@1115
1416,@1101,@1116
1417,@1101,@1117
1418,@1101,@1118
1419,@1101,@1119
1420,@1101,@1120
1421,@1101,@1121
1422,@1101,@1122
1423,@1101,@1123
1424,@1101,@1124
1425,@1101,@1125
1426,@1101,@1126
1427,@1101,@1127
1428,@1101,@1128
1429,@1101,@1129
1430,@1101,@1130
1431,@1101,@1131
1432,@1101,@1132
1433,@1101,@1133
1434,@1101,@1134
