Id,Name,Desc
1001,Fortezza della Strada di Gludin,Fortezza costruita nelle Piane di Windmill per evitare le razzie degli Ol Mahum che risiedono nell’Accampamento dei saccheggiatori.
1002,Fortezza delle Piane di Gludio,Fortezza costruita per evitare le invasioni degli Orchi Turek nella zona circostante e a est di Dion.
1003,Fortezza del Maniero Windawood,"Fortezza costruita nel Maniero Windawood per proteggere i cristalli PM, materiali che servono per creare Colpi d’Anima."
1004,Fortezza della Terra Incolta,Fortezza costruita a Gludio per evitare l’invasione di mostri della Terra Incolta corrotti con PM.
2001,Fortezza delle Piane di Dion,Fortezza costruita per fermare l’invasione degli Uomini Lucertola nelle Piane e per cacciarli via.
2002,Fortezza della Palude di Cruma,Fortezza costruita dal regnante di Dion per evitare che gli Stakato che risiedono nella Palude di Cruma espandano il loro territorio.
2003,Fortezza Sommità della Dissonanza,Fortezza costruita dal regnante di Dion per evitare le invasioni dei Tanor e degli Ol Mahum che risiedono nella Sommità.
2004,Fortezza dei Santi urlanti,Fortezza costruita come difesa contro gli innumerevoli Non morti che appaiono nel Torrione della Disperazione.
5001,Fortezza delle Rovine di Dolmen,Questa fortezza fu costruita nelle Rovine di Dolmen per proteggere le Rovine Elfiche.
5002,Fortezza delle Terre distrutte,Questa fortezza fu costruita come protezione contro gli Orchi che conquistarono l’Obelisco della Vittoria.
5003,Fortezza dell’Obelisco della Vittoria,Questa fortezza fu costruita come protezione contro i mostri in seguito alla sconfitta degli Orchi all’Obelisco della Vittoria.
5004,Fortezza del Campo fortificato,"Questa struttura fu costruita per far scoprie agli stregoni Umani le loro abilità magiche. Trasformata in fortezza, ora viene usata dagli Umani."
5005,Fortezza dei Boschi mormoranti,Questa fortezza fu costruita presso l’ingresso dei Boschi Mormoranti come protezione dai mostri dei Boschi.
5006,Fortezza della Foresta infestata,È il centro dell’ambiente naturale dell’Isola Parlante e casa di spiriti. Gli Umani costruirono questa fortezza per proteggere gli spiriti.
5007,Fortezza di Per. Ovest,Questa fortezza fu costruita come protezione contro l’invasione di pirati e mostri dalla costa.
5008,Fortezza delle Rovine Elfiche,Questa fortezza fu costruita in passato per proteggere le Rovine Elfiche. Gli Umani usarono questo luogo in seguito alla partenza degli Elfi.
10001,Assedio aperto,
