Id,Name
1,Torre dell’Insolenza
2,Segreta di Estrazione
4,Santuario dei ricordi sigillati
5,@4
6,@4
7,@4
8,Quest giornaliere
9,Quest settimanali
10,Rovine Elfiche 1
11,Rovine Elfiche 2
12,Nido di Formiche 1
13,Nido di Formiche 2
14,Torre di Cruma 2
15,Torre di Cruma 3
16,Torre d’Avorio 1
17,Torre d’Avorio 2
18,Segreta di Adena
19,@18
20,@18
21,@18
22,Tempio Guardiano
23,@22
24,@22
25,@22
26,Segreta Esp.
27,@26
28,@26
29,@26
32,Cerchio di Evocazione
33,Completa Torre d’Avorio 3
34,@32
35,@32
36,@32
39,@22
40,@26
41,Laboratorio Catacomba della Torre d’Avorio
42,Volta della Foresta dei Segreti
43,Sottobosco della Foresta dei Segreti
44,Macello della Foresta dei Segreti
