Index,Name
1,Impatto improvviso
2,@1
3,@1
4,@1
5,@1
6,@1
7,@1
8,@1
9,@1
10,@1
11,Spinta di potenza
12,@11
13,@11
14,@11
15,@11
16,@11
17,@11
18,@11
19,@11
20,@11
21,@11
22,@11
23,@11
24,@11
25,@11
26,@11
27,@11
28,@11
29,@11
30,@11
31,Impeto della lama
32,@31
33,@31
34,@31
35,@31
36,@31
37,Colpo alle spalle
38,@37
39,@37
40,@37
41,Idra a catena
42,Attacco con balzo
43,@42
44,Tempesta di uragano
45,@44
46,Respiro oscuro
47,@46
48,@44
49,@44
50,Tela del ragno
51,Carica
52,@51
53,@51
54,@51
55,Spazzata ampia
56,Carica di sangue
57,@56
58,Carica di Marsha
59,@58
60,Carica di Satiross
61,@60
62,@37
63,@37
64,@37
65,@37
66,Sposta Ramog al centro
67,@66
68,@66
69,@66
70,@66
71,@66
72,@66
73,@66
74,@66
75,@66
76,@66
77,@66
78,Sposta Zaken al centro
