Id,Title,Desc
10031,Ricevi ora,
10032,Isola Parlante Est,Completa la Storia dell’Isola Parlante Est.
10033,Isola Parlante Ovest,Completa la Storia dell’Isola Parlante Ovest.
10034,Strada Gludin,Completa la Storia della Strada di Gludin.
10035,Piane di Gludio,Completa la Storia delle Piane di Gludio.
10036,Maniero Windawood,Completa la Storia del Maniero Windawood.
10037,Terra Incolta,Completa la Storia della Terra Incolta.
10038,Piane di Dion,Completa la Storia delle Piane di Dion.
10039,Palude di Cruma,Completa la Storia della Palude di Cruma.
10040,Sommità della Dissonanza,Completa la Storia della Sommità della Dissonanza.
10041,Santi Urlanti,Completa la Storia dei Santi Urlanti.
11041,@10031,
11042,Dominio di Giran,Completa la Storia del Dominio di Giran.
11043,Rive della Nebbia Mortale,Completa la Storia delle Rive della Nebbia Mortale.
11044,Isola del Diavolo,Completa la Storia dell’Isola del Diavolo.
11045,Necropoli Infestata,Completa la Storia della Necropoli Infestata.
13001,@10031,Ora
13002,Regalo Liv. 10,Raggiungi il livello 10.
13003,Regalo Liv. 20,Raggiungi il livello 20.
13004,Regalo Liv. 30,Raggiungi il livello 30.
13005,Regalo Liv. 45,Raggiungi il livello 45.
13006,Regalo Liv. 70,Raggiungi il livello 70.
14001,@10031,@13001
14002,Regalo Liv. 80,Raggiungi il livello 80.
14003,Regalo Liv. 90,Raggiungi il livello 90.
14004,Regalo Liv. 100,Raggiungi il livello 100.
14005,Regalo Liv. 110,Raggiungi il livello 110.
14006,Regalo Liv. 120,Raggiungi il livello 120.
15001,@10031,@13001
15002,Regalo Liv. 125,Raggiungi il livello 125.
15003,Regalo Liv. 130,Raggiungi il livello 130.
15004,Regalo Liv. 135,Raggiungi il livello 135.
15005,Regalo Liv. 140,Raggiungi il livello 140.
15006,Regalo Liv. 145,Raggiungi il livello 145.
15007,Regalo Liv. 150,Raggiungi il livello 150.
15008,Regalo Liv. 155,Raggiungi il livello 155.
15009,Regalo Liv. 160,Raggiungi il livello 160.
15010,Regalo Liv. 165,Raggiungi il livello 165.
15011,Regalo Liv. 170,Raggiungi il livello 170.
15012,Regalo Liv. 175,Raggiungi il livello 175.
15013,Regalo Liv. 180,Raggiungi il livello 180.
10011,@10031,@13001
10012,1° accesso,Accesso Giorno 1
10013,2° accesso,Accesso Giorno 2
10014,3° accesso,Accesso Giorno 3
10015,4° accesso,Accesso Giorno 4
10016,5° accesso,Accesso Giorno 5
10017,6° accesso,Accesso Giorno 6
10018,7° accesso,Accesso Giorno 7
10021,@10031,
10022,Acquisisci un’Arma di grado SR,Acquisisci un’arma di grado SR.
10023,Acquisisci una Protezione per la testa di grado SR,Acquisisci una protezione per la testa di grado SR.
10024,Acquisisci un’Armatura di grado SR,Acquisisci un pezzo di armatura di grado SR.
10025,Acquisisci Guanti di grado SR,Acquisisci guanti di grado SR.
10026,Acquisisci Stivali di grado SR,Acquisisci stivali di grado SR.
10027,Acquisisci Anello di grado SR,Acquisisci un anello di grado SR.
10028,Acquisisci Orecchini di grado SR,Acquisisci orecchini di grado SR.
10029,Acquisisci Collana di grado SR,Acquisisci una collana di grado SR.
1201,@10031,@13001
1202,Liv. Regalo 190,Raggiungi livello 190.
1203,Liv. Regalo 200,Raggiungi livello 200.
1204,Liv. Regalo 210,Raggiungi livello 210.
1205,Liv. Regalo 220,Raggiungi livello 220.
1206,Liv. Regalo 230,Raggiungi livello 230.
1207,Liv. Regalo 240,Raggiungi livello 240.
1208,Liv. Regalo 250,Raggiungi livello 250.
1209,Liv. Regalo 260,Raggiungi livello 260.
12041,@10031,
12042,Altopiano del Vento Nordico,Completa la Storia dell’Altopiano del Vento Nordico.
12043,Terre Eterne,Completa la Storia delle Terre Eterne.
12044,Territorio conquistato della Torre d’Avorio,Completa la Storia del Territorio Conquistato della Torre d’Avorio.
