Key,Value
ACCOUNT_CONFINE,Questo account è stato bloccato.
ACHIEVEMENT,Traguardo
ACHIEVEMENT_CLEAR_ASSETS,Traguardo Risorsa raggiunto!
ACHIEVEMENT_CLEAR_BATTLE,Traguardo Battaglia raggiunto!
ACHIEVEMENT_CLEAR_DAILY,Traguardo Giornaliero raggiunto!
ACHIEVEMENT_CLEAR_GROWTH,Traguardo Rinforzo raggiunto!
ACHIEVEMENT_CLEAR_ITEM,Traguardo Equipaggiamento raggiunto!
ACHIEVEMENT_CLEAR_MONTHLY,Traguardo Mensile raggiunto!
ACHIEVEMENT_CLEAR_SOCIAL,Traguardo Sociale raggiunto!
ACHIEVEMENT_CLEAR_WEEKLY,Traguardo Settimanale raggiunto!
ACHIEVEMENT_LEVELREWARD_ERROR,Hai già ritirato la ricompensa per il Traguardo di questo rango.
ACHIEVEMENT_POINT,Punti Traguardo
ADENA_LOOTED,[Adena] Adena acquisiti.
SIEGE_FESTIVAL_TICKET_LOOTED,Acquisito/i [Value] Biglietto/i per il Festival dell’Assedio.
ADENA_NOT_ENOUGH,Adena insufficiente.
AHIEVEMENT_HEROIC_WAY,Cammino di un Eroe
APP_VERSION_UNDER_MIN,La versione della tua app non è la più recente.
APP_VERSION_UNDER_LATEST,"È disponibile una nuova versione.
Vuoi eseguire l’aggiornamento?"
ARMOR_TYPE_HEAVY,Armatura pesante
ARMOR_TYPE_LIGHT,Armatura leggera
ARMOR_TYPE_ROBE,Tonaca
ASSETS_ACQUIRE_FROM_GUILD_GREETING,[MemberCount] membro/i del clan salutato/i e <FontYellow>[AssetCount] Monete del Clan acquisite</>.
ASSETS_ACQUIRE_FROM_RECEIVE_GUILD_GREET,Risposto al saluto di [MemberCount] membro/i del clan e <FontYellow>[AssetCount] Adena acquisite</>.
ATTENDANCE_NO_MORE_REWARD,Non ci sono ricompense da reclamare.
ATTENDANCE_REWARD_SENT_TO_MAILBOX,Le ricompense del Giorno [Param1] sono state inviate alla tua Casella di posta.
AUCTION_COST,Costo
AUCTION_ESTIMATED_TIME,Sarà inserito in [Time]
AUCTION_GROUP_ACCESSORY,Accessorio
AUCTION_GROUP_ARMOR,Armatura
