Key,Value
1,La versione del pacchetto non è compatibile con il server. Riavvia l’app.
2,Riavvia il gioco per effettuare l’aggiornamento.
3,Errore Server (DB)
4,Errore Server (LUA)
5,Errore Tabella di Excel
6,Errore Server (Parametro)
7,Errore Server (Logica)
8,Errore Server
9,Non hai effettuato l’accesso.
10,Hai già effettuato l’accesso.
11,Non ci sono obiettivi da scacciare.
12,Autenticazione non corretta
13,Identificatore personaggio non corretto
14,Informazioni classe non corrette
15,Genere non corretto
16,Nome non corretto
17,Informazioni PNG non corrette
18,Identificatore giocatore non corretto
19,Informazioni sulla razza non corrette
20,Abilità non corretta
21,Bersaglio dell’abilità non corretto
22,Status non corretto
23,Non puoi più accedere.
24,Nessun identificatore dispositivo.
25,Nome già in uso.
26,Abilità in uso.
27,Non ti puoi muovere.
28,Non sei morto.
29,PM insufficienti
30,Adena insufficiente
31,Non hai selezionato un giocatore.
32,Diamanti insufficienti.
33,Il livello del personaggio non è abbastanza alto.
34,Impossibile passare la Classe allo stesso identificatore.
35,Impossibile passare a questa Classe.
36,Non puoi ancora passare di Classe perché il tuo livello è troppo basso.
37,Codice di sicurezza non corretto.
38,Identificatore giocatore non corretto.
39,Identificatore effetto buff non corretto.
40,Identificatore informazioni negozio non corretto.
41,Il pacchetto hash non è compatibile. Il gioco potrebbe non funzionare correttamente.
42,Identificatore effetto abilità non corretto.
43,Identificatore traguardo non corretto.
44,Livello runico non valido.
45,Frammenti di Runa insufficienti.
46,Informazioni Rune non valide.
47,Impossibile far salire la runa.
48,La runa è già al massimo livello.
49,Il livello della runa precedente non è abbastanza alto.
50,Supera la capacità massima di Adena.
51,Supera la capacità massima di Topazi.
52,Supera la capacità massima di Diamanti.
53,@NotEnoughFreeDiamondStorage
54,Topazi insufficienti.
55,Punti Lealtà Estrazione insufficienti.
56,Attualmente morto.
57,"Sono ammessi solo 4-16 caratteri.
(2-8 se è incluso il coreano/cinese)"
58,"Non possono esserci spazi.
Inserisci un altro nome."
59,PA insufficienti.
60,Capacità di Adena piena.
61,La capacità della Moneta del clan è al suo massimo valore.
62,Compila ancora la precedente pagina delle Rune.
63,Punti Amicizia insufficienti.
64,Tipo di ricompensa non valida.
65,Attualmente stordito.
66,Battaglia in corso.
67,Questa Classe non può essere selezionata quando si crea un personaggio.
68,Capacità di Punti Lealtà superata.
69,Aspettando in coda.
70,Non puoi usare i gadget.
71,Non puoi usare il codice di sicurezza relativo in questo momento.
72,"Questo contenuto è riservato.
Non puoi accedere."
73,Valore base di Classe non corretto.
74,"Questo personaggio è un clan leader.
Un personaggio clan leader può essere eliminato dopo aver trasferito la leadership o aver abbandonato il clan."
75,Diamanti blu insufficienti.
76,Diamanti rossi insufficienti.
77,Bersaglio limitato.
78,Al momento la chat è proibita.
79,Non si può accedere perché c’è un numero limitato di partecipanti.
80,Pietrastelle Rosse del clan insufficienti.
81,Disponibile dopo il passaggio di Classe.
82,"Questo nickname è già stato pre-registrato.
Continuare con le fasi di verifica se ci si è pre-registrati."
83,Nickname non valido.
84,Questo giocatore è stato eliminato.
85,Mondo nascosto.
86,Valore account vuoto.
87,Valore token vuoto.
100,Sei stato disconnesso a causa della manutenzione del server.
101,"In attesa di resuscitare.
Non puoi ancora resuscitare."
102,Il canale è pieno.
103,Limite sul cambio di tempo.
201,Impossibile completare il traguardo.
202,Nessun traguardo.
203,Hai già ritirato la ricompensa Livello Traguardo.
251,Messaggio di chat non valido.
252,Identificatore messaggio di chat non corretto.
253,Identificatore informazioni aggiuntive di chat non corretto.
254,Tipo pubblico chat non corretto.
255,Limite Tempo di attesa
256,Già presente nella lista dei bannati dalla chat.
257,Non presente nella lista dei bannati dalla chat.
258,Registrato sulla lista dei bannati dalla chat.
259,Il destinatario ti ha bloccato.
301,Questo è il tempo di attesa dell’abilità.
302,Crea un primo account
303,Impossibile controllare le abilità usate precedentemente.
370,Informazioni di registrazione non corrette.
371,Identificatore informazioni di registrazione non corretto.
372,Identificatore ricompensa di registrazione non corretto.
373,Hai già effettuato l’ingresso.
374,Hai già ritirato la ricompensa.
375,Nessun periodo di premi registrazione settimanali attivo.
401,Identificatore oggetti non corretto.
402,@InvalidItemInfoId
403,Quest’oggetto non può essere potenziato.
404,Scarti insufficienti.
405,Oggetti insufficienti.
406,Le funzioni Combina e Upgrade saranno disponibili dal Liv. 5.
407,Pergamene di Potenziamento insufficienti.
408,Non è più possibile potenziare.
409,Potenziamento equipaggiamento fallito.
410,"L’equipaggiamento è stato sigillato.
L’equipaggiamento sigillato non può essere potenziato."
411,Solo gli equipaggiamenti sigillati possono essere rilasciati.
412,Questo equipaggiamento è già equipaggiato.
413,Questo equipaggiamento non è equipaggiato.
414,Slot nell’inventario insufficienti.
415,L’equipaggiamento non può essere usato se già equipaggiato.
-1,Il sigillo di questo equipaggiamento non può essere rimosso.
417,Non è possibile effettuare l’upgrade su questo equipaggiamento.
418,Non è più possibile effettuare l’upgrade su questo equipaggiamento.
419,Questo equipaggiamento non può più essere combinato.
420,Impossibile usare gli oggetti preferiti.
421,"I materiali da combinare sono di tipo diverso.
Puoi combinare solamente equipaggiamento dello stesso tipo."
422,"I materiali da combinare sono di grado diverso.
Puoi combinare solamente equipaggiamento dello stesso grado."
423,Indice sottostatistiche non corretto.
424,Questo oggetto non può essere usato.
425,Non è più possibile effettuare un incantesimo su questo equipaggiamento.
426,Questo non è un equipaggiamento.
427,Materiali insufficienti per effettuare l’upgrade.
428,Non si può più espandere l’inventario.
429,Identificatore materiale degli oggetti non corretto.
430,Questa non è una pergamena di potenziamento.
431,L’identificatore di informazioni sull’oggetto è diverso.
432,Il limite di questo oggetto non può essere superato.
433,Il limite di questo oggetto non può più essere superato.
434,Questo non è un Cristallo dell’Anima.
435,Indice slot oggetti non corretto.
436,Questo tipo di Cristallo dell’Anima è già equipaggiato.
437,L’oggetto è già al massimo livello.
438,Questo oggetto non ha sottostatistiche.
439,Questo oggetto non ha Attributi.
440,Gli Attributi non sono compatibili.
441,Impossibile potenziare Attributo dell’oggetto.
442,Non è più possibile usare Elisir.
443,Gruppo o tipo di equipaggiamento da creare non corretto.
444,Materiali per creazione oggetto insufficienti.
445,Cristalli di Aegis insufficienti.
446,Tipo di equipaggiamento non corretto.
447,Indice deck non corretto.
448,Questo deck equipaggiamento è già in uso.
449,Il server è diverso dal deck.
450,Impossibile creare oggetto: spazio nell’inventario insufficiente.
451,Le informazioni della tabella non possono essere usate.
452,Questo Codex dei Mostri è già stato completato.
453,Non hai più Essenze di Mostro libere nel tuo inventario.
454,Identificatore gruppo non corretto.
455,Questo gruppo del Codex dei Mostri è già completo.
456,Non ci sono Codex dei Mostri sui quali lavorare.
457,Tipo di Ricompensa di Sospensione non corretto
458,Punti Sospensione insufficienti
459,Il tipo di valute aggiuntive è diverso.
460,Tipo di sottostatistica dell’oggetto Pergamena Dimenticata non corretto.
461,Non è un oggetto Pergamena Dimenticata.
462,Impossibile usare oggetti Pergamena Dimenticata.
463,L’abilità è già al massimo livello.
464,Conteggio materiali non corretto.
465,Questo è un tipo diverso di pergamena di potenziamento.
466,Non può essere usato poiché i PS sono al massimo.
467,Non può essere usato poiché i PM sono al massimo.
468,Non è più possibile creare.
469,Pergamene di Fuga insufficienti.
470,La Scatola Sorpresa è vuota.
471,Non ci sono Cristalli dell’Anima equipaggiati.
472,Questo elisir non può essere usato.
473,Il livello degli Attributi dell’equipaggiamento è al massimo.
474,Questo non è un oggetto di tipo megafono.
475,Tipo di effetto Cristallo dell’Anima non corretto.
476,Identificatore informazioni rilascio dell’oggetto non corretto.
477,Hai raggiunto il conteggio massimo consentito.
478,Non può essere usato durante il tempo di attesa.
479,Impossibile equipaggiare: questo equipaggiamento non è per la tua Classe.
480,Teletrasporto.
481,Le armi non sono state rimosse. Rimpiazzala con un’altra arma.
482,Già al massimo livello.
483,Lo stesso tipo di Colpo d’Anima è già attivo.
484,Nell’Arena.
485,La Pietra di Evocazione malvagia non può essere evocata qui.
486,Impossibile usare ancora: il Valore Caotico ha raggiunto lo 0.
487,Non è più possibile acquisire.
488,Supera la quantità massima vendibile in una volta sola.
489,Slot sottostatistiche non corretto.
490,Questo oggetto non può essere creato con l’equipaggiamento.
491,Il livello dell’oggetto è troppo basso per creare equipaggiamenti.
492,Il grado dell’oggetto è troppo basso per creare equipaggiamenti.
493,Questo oggetto non può essere venduto.
501,Impossibile ricevere posta.
502,"La Casella di Posta è piena.
Ritira la ricompensa nella Casella di Posta
e prova di nuovo."
