Id,Name,RepresentRewardName,RepresentRewardDescription,Description
200,Rovine Elfiche 1,,,Un luogo pieno di energia magica: questa è l’accademia in cui gli Elfi insegnarono la magia agli Umani che ne fecero le fondamenta per diventare i regnanti del continente.
201,Rovine Elfiche 2,,,"Quando gli Elfi regnavano sul continente, questo piano era aperto solo agli Umani con un talento eccezionale. L’energia magica qui è più forte di quella al primo piano."
202,Nido di Formiche 1,,,"Una grotta piena di Formiche giganti che si sono adattate e sono sopravvissute nella Terra Incolta, creata dall’enorme esplosione di magia nera."
203,Nido di Formiche 2,,,Le formiche crearono un labirinto ancora più complicato qui per proteggere i loro preziosi beni. Solo loro sono in grado di uscirne.
204,Torre di Cruma 2,,,Una fortezza in movimento e struttura scientifica usata da antichi giganti per esperimenti biologici volti a creare una nuova forma di vita. Usata per proteggere il laboratorio.
205,Torre di Cruma 3,,,"Rimanendo fedele allo scopo originario della torre, questo piano ha molti laboratori di ricerca in campo biologico. È pieno dell’energia magica dei Giganti."
206,Torre d’Avorio 1,,,"Uno spazio formatosi in seguito alla caduta del meteorite Nebulite. In origine era un laboratorio e una biblioteca, ma venne chiuso a causa degli Stregoni sfrenati."
207,Torre d’Avorio 2,,,"Questo prima era un laboratorio di alchimia, ma ora è invaso di funghi duri come la roccia cresciuti sul suolo."
208,Torre d’Avorio 3,,,"Il luogo in cui si trova Nebulite, il meteorite. Rafforzati dall’effetto di Nebulite, i mostri si scatenano qui."
209,Laboratorio della Torre d’Avorio,,,Questo è sia il laboratorio di uno Stregone della Torre d’Avorio reso pazzo dalla nebulite sia il luogo in qui è stato segregato. Molti soggetti vagano qui.
210,Volta della Foresta dei Segreti,,,"Questa era un tempo la casa delle Fate. I mostri si sono impossessati di questo posto, dopo che le Fate lo hanno abbandonato spaventate dalle battaglie."
211,Sottobosco della Foresta dei Segreti,,,"La Foresta dei Segreti è diventata troppo fitta impedendo alla luce solare di filtrare, ed è stata profanata dai mostri."
212,Macello della Foresta dei Segreti,,,È il luogo dove riposano le Fate che sono sopravvissute alla Caccia. C’è sempre una cupa nebbia rosso sangue.
4000,Giardino della Scala Iridescente (Prova),,,
9000,Segreta Esp. I,Pietra Upgrade,Da usare per acquisire 1 Estrazione di Pietra Upgrade.,Ci sono molte potenti Pietre di Evocazione malvagia collocate dalla Confraternita Oscura che devono ancora essere scoperte. Sconfiggi i mostri nel Mondo Esterno per rimuoverle.
9001,Segreta Esp. II,@9000,Da usare per acquisire 2 Estrazioni di Pietra Upgrade.,@9000
9002,Segreta Esp. III,@9000,Da usare per acquisire 3 Estrazioni di Pietra Upgrade.,@9000
9003,Segreta Esp. IV,@9000,Da usare per acquisire 5 Estrazioni di Pietra Upgrade.,@9000
9100,Segreta Esp. V,@9000,@9003,@9000
9004,Segreta di Adena I,@9000,@9000,"Shunaiman, l’Imperatore di Elmoreden, conservava qui l’oro per la costruzione della Torre dell’Insolenza. Alla sua morte, la struttura venne occupata da Kresous, il Drago d’Oro."
9005,Segreta di Adena II,@9000,@9001,@9004
9006,Segreta di Adena III,@9000,@9002,@9004
9009,Tempio Guardiano I,@9000,@9000,Qui si trova il Cristallo d’Acqua benedetto da Eva. Hardin ordinò ai Mercenari Silverlight di fare la guardia al tempio e proteggerlo dalla Confraternita Oscura.
9010,Tempio Guardiano II,@9000,@9001,@9009
9011,Tempio Guardiano III,@9000,@9002,@9009
9012,Tempio Guardiano IV,@9000,@9003,@9009
9300,Tempio Guardiano V,@9000,@9003,@9009
9013,Segreta di Pietra di Evocazione I,@9000,@9000,Proteggi Feldheim mentre rimuove la magia che si trova sul Sacro Artefatto sigillato e completa la segreta per ottenere la Pietra di Evocazione.
9014,Cerchio di Evocazione II,@9000,@9001,@9013
9015,Cerchio di Evocazione III,@9000,@9002,@9013
9016,Cerchio di Evocazione IV,@9000,@9003,@9013
9017,Segreta di Pietra di Perfezionamento I,@9000,@9000,Distruggi la porta dimensionale che evoca i mostri e ottieni le ricompense.
9018,Segreta di Pietra di Perfezionamento II,@9000,@9001,@9017
9019,Segreta di Pietra di Perfezionamento III,@9000,@9002,@9017
9020,Segreta di Pietra di Perfezionamento IV,@9000,@9003,@9017
11100,Antico Santuario I,Scatola selez. Pietra,Usa per 1 Scatola selez. Pietra.,
11101,Antico Santuario II,@11100,Usa per 2 Scatole selez. Pietra.,
11102,Antico Santuario III,@11100,Usa per 3 Scatole selez.Pietra.,
11103,Antico Santuario IV,@11100,Usa per 4 Scatole selez. Pietra.,
11104,Antico Santuario V,Scatola Selezione Pietra Upgrade Radiant,Da usare per acquisire 1 Scatola selezione Pietra Upgrade radiante.,
11200,Santuario Inseguitori I,Pergamena: Potenzia Arma,Usa per 1 Pergamena: Potenzia Arma.,
11201,Santuario Inseguitori II,@11200,Usa per 2 Pergamene: Potenzia Arma.,
11202,Santuario Inseguitori III,@11200,Usa per 3 Pergamene: Potenzia Arma.,
11203,Santuario Inseguitori IV,@11200,Usa per 4 Pergamene: Potenzia Arma.,
11204,Santuario Inseguitori V,Pergamena di Potenziamento Equipaggiamento Arma e Cavalcatura,"Da usare per acquisire 5 Pergamene di Potenziamento Arma e
1 Pergamena di Potenziamento Equipaggiamento Cavalcatura.",
11300,Santuario Guerrieri I,Pietra Potenzia Arma,Usa per 1 Pietra Potenzia Arma.,
11301,Santuario Guerrieri II,@11300,Usa per 2 Pietre Potenzia Arma.,
11302,Santuario Guerrieri III,@11300,Usa per 3 Pietre Potenzia Arma.,
11303,Santuario Guerrieri IV,@11300,Usa per 4 Pietre Potenzia Arma.,
11304,Santuario Guerrieri V,Pietra di Upgrade Arma Radiant,Da usare per acquisire 1 Pietra di Upgrade Arma Radiant.,
11400,Santuario della Bestia I,Pergamena: Pot. Armatura,Usa per 1 Pergamena: Pot. Armatura.,
11401,Santuario della Bestia II,@11400,Usa per 2 Pergamene: Pot. Armatura.,
11402,Santuario della Bestia III,@11400,Usa per 3 Pergamene: Pot. Armatura.,
11403,Santuario della Bestia IV,@11400,Usa per 4 Pergamene: Pot. Armatura.,
11404,Santuario della Bestia V,Pergamena di Potenziamento Equipaggiamento Armatura e Cavalcatura,"Da usare per acquisire 5 Pergamene di Potenziamento Armatura e
1 Pergamena di Potenziamento Equipaggiamento Cavalcatura.",
11500,Santuario del Mostro I,Pietra Potenzia Armatura,Usa per 1 Pietra Potenzia Armatura.,
11501,Santuario del Mostro II,@11500,Usa per 2 Pietre Potenzia Armatura.,
11502,Santuario del Mostro III,@11500,Usa per 3 Pietre Potenzia Armatura.,
11503,Santuario Del Mostro IV,@11500,Usa per 4 Pietre Potenzia Armatura.,
