Id,PlaceName
1,Porta vibrante
2,Rovine di Dolmen
3,Villaggio dell’Isola Parlante
4,Terre Distrutte
5,Obelisco della Vittoria
6,Campo fortificato
7,Accademia Arcana di Einhovant
8,Foresta del Vento
9,Foresta infestata
10,Postazione di Perlustrazione Ovest
11,Rovine Elfiche
12,Porto di Gludin
13,Villaggio di Gludin
14,Piane di Windmill
15,Cimitero silenzioso
16,Ac. dei saccheg.
17,Castello del Villaggio di Gludio
18,Luogo di Sterminio dei Mostri
19,Campagna devastata
20,Abitazioni Uomo Lucertola Maille
21,Accampamento degli Orchi Turek
22,Lago Fellmere
23,Sobborghi del Castello di Gludio
24,Castello di Gludio
25,Rovine di Windawood
26,Campo di battaglia
27,Santuario dell’Elfo Caduto
28,Stazione dell’Orco Turek
29,Ammasso di Polvere
30,Terre Incolte
31,Accampamento di Staris
32,Cresta Roccia Rossa
33,Sobborghi Castello di Dion
34,Villaggio del Castello di Dion
35,Area Disboscamento
36,Area Agricola di Dion
37,Rifugio
38,Piane di Dion
39,Terreno Eerie
40,Accampamento degli Archeologi
41,Luogo dello Scavo
42,Terreno Paludoso
43,Ingresso della Torre di Cruma
44,Acquitrino d’Ombra
45,Boschi Sereni
46,Nascondiglio Ol Mahum
47,Avamposto Tanor
48,Area di Conflitto
49,Fattoria Mandragora
50,Luoghi di Esecuzione
51,Torrione dell’Agonia
52,Torrione in Rovina
53,Inceneritore
54,Villaggio di Giran
55,Giardino dei Fiori Gorgone
56,Sobborghi del Castello di Giran
57,Foresta cantante
58,Accampamento degli Uomini Lucertola Langk
59,Lotto deserto
60,Castello di Giran
61,Rotta Mercantile
62,Spiaggia dell’Uomo Morto
63,Foresta dei Giganti
64,Porto di Giran
65,Nascondiglio dei Banditi Ol Mahum
66,Altare del Gigante
67,Acquitrino Vento di Sale
68,Grotta d’Oro
69,Buca dell’Odio
70,Roccaforte dell’Orco Breka
71,Passo del Morto
72,Baratro dell’Oblio
73,Valle dei Cacciatori
74,Villaggio di Oren
75,Sobborghi del Castello di Oren
76,Acquitrino degli Uomini Lucertola
77,Avamposto Timak
78,Altopiano del Tanor infuriato
79,Sigillo spezzato
80,Mare di Spore
81,Foresta della Strega
82,Foresta del Fuorilegge
83,Foresta del Male
84,Accampamento dell’Orco Timak
85,Cratere della Torre d’Avorio
90,Spaccatura Demoniaca
91,Fortezza della Disperazione
92,Tomba del Cacciatore
93,Terra dei Draghi
94,Ingresso al Covo di Antharas
95,Rovine Elfiche 1
96,Rovine Elfiche 2
97,Nido di Formiche 1
98,Nido di Formiche 2
99,Torre di Cruma 2
100,Torre di Cruma 3
101,Torre d’Avorio 1
102,Torre d’Avorio 2
103,Torre d’Avorio 3
104,Laboratorio della Torre d’Avorio
105,Volta della Foresta dei Segreti
106,Sottobosco della Foresta dei Segreti
107,Macello della Foresta dei Segreti
1001,Vestigio di Varkaron
1002,Grotta della Formica Regina
1003,Torre d’Avorio 1
30000004,Porto di Gludin
30000005,Catacomba
30000006,Interno della Pietra di evocazione malvagia
30000007,Mondo esterno
30000008,Torre di Cruma 2
30000009,Abisso di Zaken
30000010,Abisso di Zaken
30000011,Territorio del Re di Sangue
30000012,Torre di Cruma 3
