GroupId,ItemInfoId,MinItemCount,MaxItemCount
5102,919046,1,1
5102,919044,1,1
5102,919045,1,1
5102,1301001,1,1
5102,1301002,1,1
5102,440001,1,1
5102,440011,1,1
5102,490010,1,1
5102,911060,1,1
5102,490005,2,3
5102,500126,1,1
5102,500119,1,1
5102,500120,1,1
5103,919046,1,1
5103,919044,1,1
5103,919045,1,1
5103,440001,1,1
5103,440011,1,1
5103,490005,2,3
5103,500126,1,1
5104,919046,1,1
5104,919044,1,1
5104,919045,1,1
5104,1301001,1,1
5104,1301003,1,1
5104,440001,1,1
5104,440011,1,1
5104,490010,1,1
5104,911060,1,1
5104,490005,2,3
5104,500126,1,1
5104,500119,1,1
5104,500120,1,1
5105,919046,1,1
5105,919044,1,1
5105,919045,1,1
5105,440001,1,1
5105,440011,1,1
5105,490005,2,3
5105,500126,1,1
101,230050,1,1
101,240050,1,1
101,210040,1,1
201,450001,2,2
202,450002,2,2
203,450003,2,2
204,450004,2,2
205,470022,3,3
100000,440001,1,3
100001,440001,1,3
100002,410001,1,1
100002,410002,1,1
100002,410003,1,1
100003,410001,1,1
100003,410002,1,1
100003,410003,1,1
100003,410004,1,1
100004,440001,1,3
100005,1001103,1,1
100101,110010,1,1
100101,110020,1,1
100101,110030,1,1
100101,120010,1,1
100101,120020,1,1
100101,120030,1,1
100101,130010,1,1
100101,130020,1,1
100101,130030,1,1
100101,140010,1,1
100101,140020,1,1
100101,140030,1,1
100101,150010,1,1
100101,150020,1,1
100101,150030,1,1
100101,160010,1,1
100101,160020,1,1
100101,160030,1,1
100101,210010,1,1
100101,220010,1,1
100101,230010,1,1
100101,240010,1,1
100101,210030,1,1
100101,220030,1,1
100101,230030,1,1
100101,240030,1,1
100101,210040,1,1
100101,220040,1,1
100101,230040,1,1
100101,240040,1,1
100101,210050,1,1
100101,220050,1,1
100101,230050,1,1
100101,240050,1,1
100101,210060,1,1
100101,220060,1,1
100101,230060,1,1
100101,240060,1,1
100101,310001,1,1
100101,320001,1,1
100101,330001,1,1
100101,310011,1,1
100101,320011,1,1
100101,330011,1,1
100101,310021,1,1
100101,320021,1,1
100101,330021,1,1
100101,310031,1,1
100101,320031,1,1
100101,330031,1,1
100101,310041,1,1
100101,320041,1,1
100101,330041,1,1
101001,110010,1,1
101001,110020,1,1
101001,110030,1,1
101001,120010,1,1
101001,120020,1,1
101001,120030,1,1
101001,130010,1,1
101001,130020,1,1
101001,130030,1,1
101001,140010,1,1
101001,140020,1,1
101001,140030,1,1
101001,150010,1,1
101001,150020,1,1
101001,150030,1,1
101001,160010,1,1
101001,160020,1,1
101001,160030,1,1
101001,210010,1,1
101001,220010,1,1
101001,230010,1,1
101001,240010,1,1
101001,240020,1,1
101001,210030,1,1
101001,220030,1,1
101001,230030,1,1
101001,240030,1,1
101001,210040,1,1
101001,220040,1,1
101001,230040,1,1
101001,240040,1,1
101001,210050,1,1
101001,220050,1,1
101001,230050,1,1
101001,240050,1,1
101001,210060,1,1
101001,220060,1,1
101001,230060,1,1
101001,240060,1,1
101001,310001,1,1
101001,320001,1,1
101001,330001,1,1
101001,310011,1,1
101001,320011,1,1
101001,330011,1,1
101001,310021,1,1
101001,320021,1,1
101001,330021,1,1
101001,310031,1,1
101001,320031,1,1
101001,330031,1,1
101001,310041,1,1
101001,320041,1,1
101001,330041,1,1
101001,110011,1,1
101001,110021,1,1
101001,110031,1,1
101001,120011,1,1
101001,120021,1,1
101001,120031,1,1
101001,130011,1,1
101001,130021,1,1
101001,130031,1,1
101001,140011,1,1
101001,140021,1,1
101001,140031,1,1
101001,150011,1,1
101001,150021,1,1
101001,150031,1,1
101001,160011,1,1
101001,160021,1,1
101001,160031,1,1
101001,210011,1,1
101001,220011,1,1
101001,230011,1,1
101001,240011,1,1
101001,210021,1,1
101001,220021,1,1
101001,230021,1,1
101001,240021,1,1
101001,210031,1,1
101001,220031,1,1
101001,230031,1,1
101001,240031,1,1
101001,210041,1,1
101001,220041,1,1
101001,230041,1,1
101001,240041,1,1
101001,210051,1,1
101001,220051,1,1
101001,230051,1,1
101001,240051,1,1
101001,210061,1,1
101001,220061,1,1
101001,230061,1,1
101001,240061,1,1
101001,310002,1,1
101001,320002,1,1
101001,330002,1,1
101001,310012,1,1
101001,320012,1,1
101001,330012,1,1
101001,310022,1,1
101001,320022,1,1
101001,330022,1,1
101001,310032,1,1
101001,320032,1,1
101001,330032,1,1
101001,310042,1,1
101001,320042,1,1
101001,330042,1,1
102001,110010,1,1
102001,110020,1,1
102001,110030,1,1
102001,120010,1,1
102001,120020,1,1
102001,120030,1,1
102001,130010,1,1
102001,130020,1,1
102001,130030,1,1
102001,140010,1,1
102001,140020,1,1
102001,140030,1,1
102001,150010,1,1
102001,150020,1,1
102001,150030,1,1
102001,160010,1,1
102001,160020,1,1
102001,160030,1,1
102001,210010,1,1
102001,220010,1,1
102001,230010,1,1
102001,240010,1,1
102001,210020,1,1
102001,220020,1,1
102001,230020,1,1
102001,240020,1,1
102001,210030,1,1
102001,220030,1,1
102001,230030,1,1
102001,240030,1,1
102001,210040,1,1
102001,220040,1,1
102001,230040,1,1
102001,240040,1,1
102001,210050,1,1
102001,220050,1,1
102001,230050,1,1
102001,240050,1,1
102001,210060,1,1
102001,220060,1,1
102001,230060,1,1
102001,240060,1,1
102001,310001,1,1
102001,320001,1,1
102001,330001,1,1
102001,310011,1,1
102001,320011,1,1
102001,330011,1,1
102001,310021,1,1
102001,320021,1,1
102001,330021,1,1
102001,310031,1,1
102001,320031,1,1
102001,330031,1,1
102001,310041,1,1
102001,320041,1,1
102001,330041,1,1
102001,110011,1,1
102001,110021,1,1
102001,110031,1,1
102001,120011,1,1
102001,120021,1,1
102001,120031,1,1
102001,130011,1,1
102001,130021,1,1
102001,130031,1,1
102001,140011,1,1
102001,140021,1,1
102001,140031,1,1
102001,150011,1,1
102001,150021,1,1
102001,150031,1,1
102001,160011,1,1
102001,160021,1,1
102001,160031,1,1
102001,210011,1,1
102001,220011,1,1
102001,230011,1,1
102001,240011,1,1
102001,210021,1,1
102001,220021,1,1
102001,230021,1,1
102001,240021,1,1
102001,210031,1,1
102001,220031,1,1
102001,230031,1,1
102001,240031,1,1
102001,210041,1,1
102001,220041,1,1
