Id,Level,Exp
1,1,2400
1,2,2400
1,3,2400
1,4,2400
1,5,2400
1,6,3200
1,7,3200
1,8,3200
1,9,3200
1,10,3200
1,11,4800
1,12,4800
1,13,4800
1,14,4800
1,15,4800
1,16,4800
1,17,4800
1,18,6400
1,19,6400
1,20,6400
1,21,8000
1,22,9600
1,23,11424
1,24,13568
1,25,15840
1,26,18560
1,27,20800
1,28,24640
1,29,28800
1,30,33280
1,31,35840
1,32,40960
1,33,43520
1,34,48640
1,35,51200
1,36,53760
1,37,56320
1,38,58880
1,39,61440
1,40,61440
1,41,64000
1,42,65280
1,43,65792
1,44,66304
1,45,66304
1,46,66304
1,47,66560
1,48,66816
1,49,67072
1,50,67072
1,51,67072
1,52,67328
1,53,67328
1,54,67328
1,55,67328
1,56,67328
1,57,67328
1,58,67328
1,59,67328
1,60,67328
1,61,67328
1,62,67328
1,63,67328
1,64,67328
1,65,67328
1,66,67328
1,67,67328
1,68,67328
1,69,67328
1,70,67328
1,71,67584
1,72,67584
1,73,67584
1,74,67584
1,75,67584
1,76,67840
1,77,67840
1,78,67840
1,79,68096
1,80,68352
1,81,68352
1,82,68608
1,83,68864
1,84,69120
1,85,69376
1,86,69888
1,87,70144
1,88,70656
1,89,71168
1,90,71680
1,91,72192
1,92,72704
1,93,73472
1,94,74240
1,95,75008
1,96,75776
1,97,76544
1,98,77568
1,99,78592
1,100,79616
1,101,80896
1,102,81920
1,103,83200
1,104,84736
1,105,86016
1,106,87552
1,107,89344
1,108,90880
1,109,92672
1,110,94720
1,111,96512
1,112,98560
1,113,100864
1,114,102912
1,115,105216
1,116,107776
1,117,107776
1,118,107776
1,119,107776
1,120,107776
1,121,108032
1,122,108032
1,123,108032
1,124,108032
1,125,108032
1,126,108288
1,127,108288
1,128,108544
1,129,108544
1,130,108800
1,131,109056
1,132,109312
1,133,109568
1,134,109824
1,135,110336
1,136,110336
1,137,110336
1,138,110336
1,139,110336
1,140,110336
1,141,110336
1,142,110592
1,143,110592
1,144,110592
1,145,110592
1,146,110592
1,147,110592
1,148,110592
1,149,110592
1,150,110592
1,151,110592
1,152,110592
1,153,110592
1,154,110592
1,155,110592
1,156,110592
1,157,110592
1,158,110592
1,159,110592
1,160,110592
1,161,110592
1,162,110592
1,163,110592
1,164,110592
1,165,110592
1,166,110592
1,167,110592
1,168,110592
1,169,110592
1,170,110592
1,171,110592
1,172,110592
1,173,110592
1,174,110592
1,175,110592
1,176,110592
1,177,110592
1,178,110592
1,179,110848
1,180,110848
1,181,110848
1,182,110848
1,183,110848
1,184,111104
1,185,111104
1,186,111104
1,187,111104
1,188,111104
1,189,111360
1,190,111360
1,191,111360
1,192,111360
1,193,111360
1,194,111360
1,195,111360
1,196,111616
1,197,111616
1,198,111616
1,199,111872
1,200,111872
1,201,112128
1,202,112384
1,203,112384
1,204,112640
1,205,112896
1,206,113408
1,207,113664
1,208,113920
1,209,114432
1,210,114944
1,211,115456
1,212,115968
1,213,116480
1,214,117248
1,215,118016
1,216,118784
1,217,119552
1,218,120576
1,219,121344
1,220,122368
1,221,123392
1,222,124672
1,223,125952
1,224,127232
1,225,128512
1,226,130048
1,227,131584
1,228,133120
1,229,134656
1,230,136448
1,231,138496
1,232,140288
1,233,142336
1,234,144640
1,235,146688
1,236,149248
1,237,151552
1,238,154112
1,239,156672
1,240,156928
1,241,156928
1,242,156928
1,243,156928
1,244,156928
1,245,156928
1,246,156928
1,247,157184
1,248,157184
1,249,157184
1,250,157440
1,251,157440
1,252,157696
1,253,157952
1,254,157952
1,255,158208
1,256,158464
1,257,158976
1,258,159232
1,259,159488
1,260,160000
1,261,160512
1,262,161024
1,263,161536
1,264,162048
1,265,162304
1,266,162304
1,267,162304
1,268,162304
1,269,162304
1,270,162560
1,271,162560
1,272,162560
1,273,162560
1,274,162560
1,275,162816
1,276,162816
1,277,163072
1,278,163072
1,279,163328
1,280,163328
1,281,163328
1,282,163584
1,283,163584
1,284,163584
1,285,163584
1,286,163584
1,287,163584
1,288,163584
1,289,163584
1,290,163840
1,291,163840
1,292,163840
1,293,163840
1,294,163840
1,295,163840
1,296,163840
1,297,163840
1,298,163840
1,299,163840
1,300,163840
1,301,163840
1,302,163840
1,303,163840
1,304,163840
1,305,163840
1,306,163840
1,307,163840
1,308,163840
1,309,163840
1,310,163840
1,311,163840
1,312,163840
1,313,163840
1,314,163840
1,315,163840
1,316,163840
1,317,163840
1,318,163840
1,319,163840
1,320,163840
1,321,163840
1,322,163840
1,323,163840
1,324,163840
1,325,163840
1,326,163840
1,327,163840
1,328,163840
1,329,163840
1,330,163840
1,331,163840
1,332,163840
1,333,163840
1,334,163840
1,335,163840
1,336,163840
1,337,163840
1,338,163840
1,339,163840
1,340,163840
1,341,163840
1,342,163840
1,343,163840
1,344,163840
1,345,163840
1,346,164096
1,347,164096
1,348,164096
1,349,164096
1,350,164096
1,351,164352
1,352,164352
1,353,164352
1,354,164608
1,355,164864
1,356,164864
1,357,165120
1,358,165120
1,359,165120
1,360,165120
1,361,165376
1,362,165376
1,363,165376
1,364,165376
1,365,165376
1,366,165376
1,367,165376
1,368,165632
1,369,165632
1,370,165888
1,371,165888
1,372,166144
1,373,166144
1,374,166400
1,375,166656
1,376,166912
1,377,167168
1,378,167424
1,379,167936
1,380,168192
1,381,168704
1,382,169216
1,383,169728
1,384,170496
1,385,171008
1,386,171776
1,387,172544
1,388,173312
1,389,174336
1,390,175360
1,391,176384
1,392,177408
1,393,178176
1,394,178432
1,395,178944
1,396,178944
1,397,179200
1,398,179200
1,399,179200
1,400,179456
1,401,179456
1,402,179712
1,403,179712
1,404,179968
1,405,180224
1,406,180480
1,407,180736
1,408,180992
1,409,181248
1,410,181760
1,411,182016
1,412,182528
1,413,183040
