Id,SpotName,SpotTitle,Desc
1,グルーディン街道の要塞,,
2,グルーディオ平原の要塞,,
3,ウィンダウッド荘園の要塞,,
4,荒地の要塞,,
5,ディオン牧草地の要塞,,
6,クルマ湿地の要塞,,
7,闘争の峰の要塞,,
8,絶叫の地の要塞,,
9,ギラン自治領の要塞,,
10,死霧の海岸の要塞,,
11,悪魔の島の要塞,,
12,死の沿道の要塞,,
13,ドラゴンバレーの要塞,,
14,北風の高原の要塞,,
15,時が止まった地の要塞,,
16,象牙の塔自治区の要塞,,
101,話せる島の港,話せる島の港,
102,崩れた勝利の地,崩れた勝利の地,
197,話せる島の村,話せる島の村,
201,西部警戒所,西部警戒所,
202,残された精霊の森,残された精霊の森,
301,風車の平原,風車の平原,
302,沈黙の墓地,沈黙の墓地,
303,略奪者の巣窟,略奪者の巣窟,
397,グルーディン村,グルーディン村,
398,グルーディン街道の要塞,グルーディン街道の要塞,
401,略奪された農地,略奪された農地,
402,魔物掃討指揮所,魔物掃討指揮所,
403,メルリザードマンの生息地,メルリザードマンの生息地,
404,トゥレックオークの野営地,トゥレックオークの野営地,
497,グルーディオ城下町,グルーディオ城下町,
498,グルーディオ平原の要塞,グルーディオ平原の要塞,
499,グルーディオ城,グルーディオ城,
501,ウィンダウッドの廃墟,ウィンダウッドの廃墟,
502,激戦地,激戦地,
503,堕落したエルフの聖域,堕落したエルフの聖域,
504,トゥレックオークの駐屯地,トゥレックオークの駐屯地,
598,ウィンダウッド荘園の要塞,ウィンダウッド荘園の要塞,
601,塵風の峡谷,塵風の峡谷,
602,不毛の地,不毛の地,
603,赤い岩の山脈,赤い岩の尾根,
697,スターリス野営地,スターリス野営地,
698,荒地の要塞,荒地の要塞,
701,伐採地,伐採地,
702,開拓地,開拓地,
703,ディオン城外郭,ディオン城外郭,
704,牧草地,牧草地,
797,ディオン城下町,ディオン城下町,
798,ディオン牧草地の要塞,ディオン牧草地の要塞,
799,ディオン城,ディオン城,
801,不気味な大地,不気味な大地,
802,クルマ湿地帯入口,クルマ湿地帯入口,
803,クルマ湿地帯,クルマ湿地帯,
897,遺跡調査団のキャンプ,遺跡調査団のキャンプ,
898,クルマ湿地の要塞,クルマ湿地の要塞,
901,静寂の森,静寂の森,
902,タノール基地入口,タノール基地入口,
903,タノール基地内部,タノール基地内部,
904,オルマフムのアジト,オルマフムのアジト,
998,闘争の峰の要塞,闘争の峰の要塞,
1001,マンドラゴラの栽培地,マンドラゴラの栽培地,
1002,処刑場,処刑場,
1003,苦痛の城砦入口,苦痛の城砦入口,
1004,苦痛の城砦の内部,苦痛の城砦の内部,
1098,絶叫の地の要塞,絶叫の地の要塞,
1101,ギラン自治領入口,ギラン自治領入口,
1102,ゴルコンの花園,ゴルコンの花園,
1103,歌う森,歌う森,
1104,ランクリザードマンの駐屯地,ランクリザードマンの駐屯地,
1197,ギラン城下町,ギラン城下町,
1198,ギラン自治領の要塞,ギラン自治領の要塞,
1199,ギラン城,ギラン城,
1201,貿易路,貿易路,
1202,霧の森,霧の森,
1203,ギラン港,ギラン港,
1297,遺跡調査団のキャンプ,遺跡調査団のキャンプ,
1298,死霧の海岸の要塞,死霧の海岸の要塞,
1301,悪魔の島の臨時港,悪魔の島の臨時港,
1302,呪われた黄金の洞窟,呪われた黄金の洞窟,
1303,ザケンの幽霊船の港,ザケンの幽霊船の港,
1398,悪魔の島の要塞,悪魔の島の要塞,
1401,ブレカの巣窟,ブレカの巣窟,
1403,死の峡谷の分岐道,死の峡谷の分岐道,
1404,ドラゴンの墓,ドラゴンの墓,
1405,死の回廊,死の回廊,
1402,死の峡谷入口,死の峡谷入口,
1498,死の沿道の要塞,死の沿道の要塞,
1501,猟師の渓谷,猟師の渓谷,
1503,ティマックの前哨基地,ティマックの前哨基地,
1502,猟師の野営地,猟師の野営地,
1597,オーレン城下町,オーレン城下町,
1598,北風の高原の要塞,北風の高原の要塞,
1599,オーレン城,オーレン城,
1601,崩壊した結界,崩壊した結界,
1602,胞子の海,胞子の海,
1603,魔女の森,魔女の森,
1697,装置制御エリア,装置制御エリア,
1698,時が止まった地の要塞,時が止まった地の要塞,
1701,無法者の森,無法者の森,
1702,魔導の森,魔導の森,
1703,象牙の塔の噴火口,象牙の塔の噴火口,
1798,象牙の塔自治区の要塞,象牙の塔自治区の要塞,
1801,ドラゴンバレーの入口,ドラゴンバレーの入口,
1802,竜族の地,竜族の地,
1803,悪魔の亀裂,悪魔の亀裂,
1898,ドラゴンバレーの要塞,ドラゴンバレーの要塞,
10000,下巨人の実験室,下巨人の実験室,
10001,下巨人の実験室,下巨人の実験室,
10002,下巨人の実験室,下巨人の実験室,
20001,エルフの遺跡地下1階,エルフの遺跡地下1階,
20101,エルフの遺跡地下2階,エルフの遺跡地下2階,
20201,アリの巣地下1階,アリの巣地下1階,
20301,アリの巣地下2階,アリの巣地下2階,
20401,クルマの塔2階,クルマの塔2階,
20501,クルマの塔3階,クルマの塔3階,
20601,象牙の塔地下1階,象牙の塔地下1階,
20701,象牙の塔地下2階,象牙の塔地下2階,
20801,象牙の塔地下3階,象牙の塔地下3階,
30000,,話せる島西部へ続く道,話せる島東部→話せる島西部
30001,,グルーディオ行き船着場,話せる島東部→グルーディン街道
30002,,話せる島東部へ続く道,話せる島西部→話せる島東部
30007,,グルーディオ船着場,グルーディン街道→話せる島東部
30008,,グルーディオ平原へ続く道,グルーディン街道→グルーディオ平原
30009,,グルーディン街道へ続く道,グルーディオ平原→グルーディン街道
30010,,ウィンダウッド荘園へ続く道,グルーディオ平原→ウィンダウッド荘園
30011,,グルーディオ平原へ続く道,ウィンダウッド荘園→グルーディオ平原
30012,,荒地へ続く道,ウィンダウッド荘園→荒地
30013,,ウィンダウッド荘園へ続く道,荒地→ウィンダウッド荘園
30014,,ディオン牧草地へ続く道,荒地→ディオン牧草地
30021,,荒地へ続く道,ディオン牧草地→荒地
30022,,クルマ湿地へ続く道,ディオン牧草地→クルマ湿地
30023,,ディオン牧草地へ続く道,クルマ湿地→ディオン牧草地
30024,,闘争の峰へ続く道,クルマ湿地→闘争の峰
30029,,クルマ湿地へ続く道,闘争の峰→クルマ湿地
30030,,絶叫の地へ続く道,闘争の峰→絶叫の地
30031,,闘争の峰へ続く道,絶叫の地→闘争の峰
30032,,ギラン自治領へ続く道,絶叫の地 -> ギラン自治領
30033,,絶叫の地へ続く道,ギラン自治領 -> 絶叫の地
30034,,死霧の海岸へ続く道,ギラン自治領 -> 死霧の海岸
30035,,死の沿道へ続く道,ギラン自治領 -> 死の沿道
30036,,ギラン自治領へ続く道,死霧の海岸 -> ギラン自治領
30037,,悪魔の島行き船着場,死霧の海岸 -> 悪魔の島
