Id,EffectTypeName
11011,
11021,
11031,
11041,
11051,
11061,
11062,共通ノックダウン
12011,
12041,
12051,
12061,
13021,
13031,
13041,
13051,
13061,
13062,共通ノックダウン
14011,
14021,
14031,
14041,
14051,
14061,
14062,共通ノックダウン
21011,
21021,
21031,
21041,
21051,
21061,
21062,共通ノックダウン
22011,
22021,
22031,
22041,
22051,
22061,
22062,共通ノックダウン
23011,
23021,
23031,
23041,
23051,
23061,
23062,共通ノックダウン
24011,
24021,
24031,
24041,
24051,
24061,
24062,共通ノックダウン
31011,
31021,
31031,
31041,
31051,
31061,
31071,
31081,
31082,共通ノックダウン
32011,
32021,
32031,
32041,
32051,
32061,
32071,
32081,
32082,共通ノックダウン
33011,
33021,
33031,
33041,
33051,
33061,
33071,
33081,
33082,共通ノックダウン
34011,
34021,
34031,
34041,
34051,
34061,
34071,
34081,
34082,共通ノックダウン
41011,
41021,
41031,
41041,
41051,
41061,
41062,共通ノックダウン
42011,
42021,
42031,
42041,
42051,
42061,
42062,共通ノックダウン
43011,
43021,
43031,
43041,
43051,
43061,
43062,共通ノックダウン
44011,
44021,
44031,
44041,
44051,
44061,
44062,共通ノックダウン
51011,
51021,
51031,
51041,
51042,共通ノックダウン
52011,
52021,
52031,
52041,
52042,共通ノックダウン
53011,
53021,
53031,
53041,
53042,共通ノックダウン
54011,
54021,
54031,
54041,
54042,共通ノックダウン
61011,
61021,
61031,
61041,
61042,共通ノックダウン
62011,
62021,
62031,
62041,
62042,共通ノックダウン
63011,
63021,
63031,
63041,
63042,共通ノックダウン
64011,
64021,
64031,
64041,
64042,共通ノックダウン
81044011,
81044021,
81044031,
81044041,
81044051,
81044061,
81044062,共通ノックダウン
111111,
111112,
111113,共通ノックダウン
111121,
111122,
111123,共通ノックダウン
111131,
111132,
111133,ラッシュインパクト：ノックダウン
111211,
111212,
111213,共通ノックダウン
111221,
111222,
111223,共通ノックダウン
111231,アサルトスラッシュ
111232,
111233,アサルトスラッシュ：スロー
111234,共通気絶
111241,パワーショット
111242,共通ノックダウン
111251,ダブルショット
111311,エネルギーボルト
111321,フレイムストライク
111331,ウィンドストライク
121111,
121112,
121113,共通ノックダウン
121121,
121122,
121123,共通ノックダウン
121133,ラッシュインパクト：ノックダウン
121212,
121213,共通ノックダウン
121222,
121223,共通ノックダウン
121233,アサルトスラッシュ：スロー
121241,パワーショット
121242,共通ノックダウン
121321,フレイムストライク
121331,ウィンドストライク
131111,
131112,
131113,共通ノックダウン
131121,
131122,
131123,共通ノックダウン
131133,ラッシュインパクト：ノックダウン
131212,
131213,共通ノックダウン
131222,
131223,共通ノックダウン
131233,アサルトスラッシュ：スロー
131241,パワーショット
131242,共通ノックダウン
131321,フレイムストライク
131331,ウィンドストライク
141111,
141112,
141113,共通ノックダウン
141121,
141122,
141123,共通ノックダウン
141133,ラッシュインパクト：ノックダウン
141212,
141213,共通ノックダウン
141222,
141223,共通ノックダウン
141233,アサルトスラッシュ：スロー
141241,パワーショット
141242,共通ノックダウン
141321,フレイムストライク
141331,ウィンドストライク
112111,スラム
112112,
112113,スラム：敵対心増加
112114,共通ノックダウン
112121,ヴェンジェンス
112122,
112125,ヴェンジェンス：ロックオン
112131,マジェスティ：敵対心増加、物理防御力/魔法防御力増加、回避減少
112211,
112213,ジャッジメント：防御力減少
112214,共通ノックダウン
112231,マジョリティースウィープ：同時攻撃増加
112312,
112313,サンドクラウド：ブラインド（命中減少）
112323,スタン
112331,ヘイスト：攻撃速度増加
112332,ヘイスト：回避増加
112411,攻撃力
112412,ノックダウン
112421,アローレイン
112431,スナイプ：射程増加、攻撃力増加、命中増加、移動不能
112441,ホークアイ：クリティカル増加、防御力減少
112521,モルテンボウル
112531,ブーストマナ：最大MP増加
112532,ブーストマナ：MP回復
112622,メジャーヒール
122111,攻撃力
122112,
122113,トライビューナル：ロックオン
122114,共通ノックダウン
122132,イージススタンス：移動速度増加
122211,ソニックブラスター
122231,リズムオブコンバット：攻撃力/防御力増加
122241,ソングオブハンター：パーティのクリティカル率
122312,
122313,移動速度減少
122322,
122323,ブレードハリケーン：攻撃速度減少
122331,プレーンワーク：攻撃速度/移動速度増加
122411,リーサルショット
122412,リーサルショット
122413,スタン
122421,ダブルワイドショット
122431,マインドアイズ：クリティカル率の大幅増加
122441,ダブルクイックステップ：移動速度の大幅増加
122511,アイススピア
122521,
122522,
122523,ブリザードストーム：スロー
122524,ブリザードストーム：スタン
122611,ホーリーファイア
122612,
122614,ホーリーファイア：スロー
122615,ホーリーファイア：受けるダメージ増加
122621,レストレーション
122631,マインドリフレッシュ：パーティのクールタイム短縮
122632,マインドリフレッシュ：弱化効果解除
122641,防御パーティ強化効果物理、魔法
132111,
132112,ライフリーチ：防御力減少、敵対心
132113,HP吸収率
132121,攻撃力
132123,引き寄せ
132124,チェーンヒドラ：挑発
132126,チェーンヒドラ：挑発無効
132131,アルティメットディフェンス：物理防御力/魔法防御力の大幅増加、移動不能
132211,
132212,
132213,共通ノックダウン
132221,
132224,
132222,ハリケーンストーム：スロー
132223,ハリケーンストーム：移動速度増加
132241,ダンスオブフューリー：パーティの攻撃速度増加
132311,スティング
132312,スティング：防御力無視ダメージ
132321,
132323,ブラッドレイン：気絶
132331,ヴィシャススタンス：クリティカルダメージ増加
132332,ヴィシャススタンス：100%クリティカル
132411,デススティンガー
132421,スタンショット
132422,スタン
132431,ラピッドファイア：攻撃速度増加、射程減少
132441,フェイタルカウンター：攻撃力の大幅増加、回避減少
