Id,Name,Description,EffectDescription,SkillDialogue
1,하기오스 테스트,테스트용,,
2,2차 전직 : Q2005601 일반 - 폭탄 터짐,반경 20미터 범위에 그라운드 오브젝트 8개 소환,,
3,2차 전직 : Q2005601 일반 - 돌 낙하,반경 20미터 범위에 그라운드 오브젝트 5개 소환,,
4,2차 전직 : Q2005604 보스 - 퀸 스네이크 : 강한 피해,강한 피해 및 디버프 부여,,
5,,즉시 사망,,
6,,즉시 숨기,,
7,피격 횟수 보호막,대미지 1 / 피격 횟수에 따라 차감,,
8,대미지 보호막,대미지 일정량 감소에 따라 제거,,
1101,ヒューマン剣コンボ1,剣と盾を使った通常攻撃,,
1102,ヒューマン剣コンボ2,剣と盾を使った通常攻撃,,
1103,ヒューマン剣コンボ3,剣と盾を使った通常攻撃,,
1104,ヒューマン剣コンボ4,剣と盾を使った通常攻撃,,
1105,ヒューマン剣コンボ5,剣と盾を使った通常攻撃,,
1106,ヒューマン剣コンボ6,剣と盾を使った通常攻撃,,
1201,エルフ剣コンボ1,剣と盾を使った通常攻撃,,
1202,エルフ剣コンボ2,剣と盾を使った通常攻撃,,
1203,エルフ剣コンボ3,剣と盾を使った通常攻撃,,
1204,エルフ剣コンボ4,剣と盾を使った通常攻撃,,
1205,エルフ剣コンボ5,剣と盾を使った通常攻撃,,
1206,エルフ剣コンボ6,剣と盾を使った通常攻撃,,
1301,ダークエルフ剣コンボ1,剣と盾を使った通常攻撃,,
1302,ダークエルフ剣コンボ2,剣と盾を使った通常攻撃,,
1303,ダークエルフ剣コンボ3,剣と盾を使った通常攻撃,,
1304,ダークエルフ剣コンボ4,剣と盾を使った通常攻撃,,
1305,ダークエルフ剣コンボ5,剣と盾を使った通常攻撃,,
1306,ダークエルフ剣コンボ6,剣と盾を使った通常攻撃,,
1401,ドワーフ剣コンボ1,剣と盾を使った通常攻撃,,
1402,ドワーフ剣コンボ2,剣と盾を使った通常攻撃,,
1403,ドワーフ剣コンボ3,剣と盾を使った通常攻撃,,
1404,ドワーフ剣コンボ4,剣と盾を使った通常攻撃,,
1405,ドワーフ剣コンボ5,剣と盾を使った通常攻撃,,
1406,ドワーフ剣コンボ6,剣と盾を使った通常攻撃,,
2101,ヒューマン槍コンボ1,槍を使った通常攻撃,,
2102,ヒューマン槍コンボ2,槍を使った通常攻撃,,
2103,ヒューマン槍コンボ3,槍を使った通常攻撃,,
2104,ヒューマン槍コンボ4,槍を使った通常攻撃,,
2105,ヒューマン槍コンボ5,槍を使った通常攻撃,,
2106,ヒューマン槍コンボ6,槍を使った通常攻撃,,
2201,エルフ槍コンボ1,槍を使った通常攻撃,,
2202,エルフ槍コンボ2,槍を使った通常攻撃,,
2203,エルフ槍コンボ3,槍を使った通常攻撃,,
2204,エルフ槍コンボ4,槍を使った通常攻撃,,
2205,エルフ槍コンボ5,槍を使った通常攻撃,,
2206,エルフ槍コンボ6,槍を使った通常攻撃,,
2301,ダークエルフ槍コンボ1,槍を使った通常攻撃,,
2302,ダークエルフ槍コンボ2,槍を使った通常攻撃,,
2303,ダークエルフ槍コンボ3,槍を使った通常攻撃,,
2304,ダークエルフ槍コンボ4,槍を使った通常攻撃,,
2305,ダークエルフ槍コンボ5,槍を使った通常攻撃,,
2306,ダークエルフ槍コンボ6,槍を使った通常攻撃,,
2401,ドワーフ槍コンボ1,槍を使った通常攻撃,,
2402,ドワーフ槍コンボ2,槍を使った通常攻撃,,
2403,ドワーフ槍コンボ3,槍を使った通常攻撃,,
2404,ドワーフ槍コンボ4,槍を使った通常攻撃,,
2405,ドワーフ槍コンボ5,槍を使った通常攻撃,,
