Id,ActName,ChapterName
1,1.話せる島東部,英雄の誕生
2,1.話せる島東部,闇の気配
3,1.話せる島東部,最初の結界
4,1.話せる島東部,ニアの友人
5,1.話せる島東部,オーク討伐隊結成
6,1.話せる島東部,初陣
7,1.話せる島東部,注目の新米
8,1.話せる島東部,エルフの花冠
9,1.話せる島東部,信じられない事
10,1.話せる島東部,2つ目の結界
11,1.話せる島東部,消えたニア
12,2.話せる島西部,発掘団の跡
13,2.話せる島西部,捜索作戦開始
14,2.話せる島西部,血も涙もない
15,2.話せる島西部,捜索活動
16,2.話せる島西部,3つ目の結界
17,2.話せる島西部,逃がさない
18,2.話せる島西部,あのお方
19,3.グルーディン街道,緊急事態
20,3.グルーディン街道,反撃作戦
21,3.グルーディン街道,怪事件の捜査
22,3.グルーディン街道,手がかりを発見
23,3.グルーディン街道,孤独な女
24,3.グルーディン街道,悲劇
25,3.グルーディン街道,人さらい掃討
26,3.グルーディン街道,うれしい顔
27,3.グルーディン街道,欲張り
28,3.グルーディン街道,飴と鞭
29,4.グルーディオ平原,ついでに稼ごう
30,4.グルーディオ平原,襲われた村
31,4.グルーディオ平原,脱出
32,4.グルーディオ平原,第二小隊の危機
33,4.グルーディオ平原,分裂
34,4.グルーディオ平原,お馴染みのもの
35,4.グルーディオ平原,やっぱりな！
36,4.グルーディオ平原,予想された結末
37,4.グルーディオ平原,時間がない
38,4.グルーディオ平原,グルーディオの英雄
39,5.ウィンダウッド荘園,失踪した兵士たち
40,5.ウィンダウッド荘園,救出作戦
41,5.ウィンダウッド荘園,再結集
42,5.ウィンダウッド荘園,廃墟の決戦
43,5.ウィンダウッド荘園,クリスタル争奪戦
44,5.ウィンダウッド荘園,謎の男
45,5.ウィンダウッド荘園,いにしえの悪魔
46,5.ウィンダウッド荘園,ウィンダウッド復讐戦
47,5.ウィンダウッド荘園,反撃の信号
48,5.ウィンダウッド荘園,決戦
49,6.荒地,象牙の塔の魔術師
50,6.荒地,貧困の魔術師
51,6.荒地,真実を明かせ
52,6.荒地,スターリス
53,6.荒地,死者の追悼
54,6.荒地,変わった行商人たち
55,6.荒地,ターニングポイント
56,6.荒地,オルマフムの紛争
57,6.荒地,反乱鎮圧
58,6.荒地,それぞれの事情
59,7.ディオン牧草地,オークの襲撃
60,7.ディオン牧草地,怪しい手紙
61,7.ディオン牧草地,リザードマンの侵攻
62,7.ディオン牧草地,記憶を失った少女
63,7.ディオン牧草地,安全な場所へ
64,7.ディオン牧草地,エルリーを探して
65,7.ディオン牧草地,混沌の原因
66,7.ディオン牧草地,ディオン兵の戦い
67,7.ディオン牧草地,闇の結社の狙い
68,8.クルマ湿地,クモの拡散
69,8.クルマ湿地,嬉しい面々
70,8.クルマ湿地,湿地の闇の結社
71,8.クルマ湿地,飼い犬に手を
72,8.クルマ湿地,襲われた研究者たち
73,8.クルマ湿地,鍵を求めて
74,8.クルマ湿地,クルマの塔へ
75,8.クルマ湿地,罠
76,8.クルマ湿地,怪しい猫
77,9.闘争の峰,森の猟師
78,9.闘争の峰,招かれざる客
79,9.闘争の峰,タノールの族長へ
80,9.闘争の峰,招かれざる客
81,9.闘争の峰,名誉高きタノール
82,9.闘争の峰,本格的な作戦
83,9.闘争の峰,共通の敵
84,9.闘争の峰,暗闇の中の黒幕
85,10.絶叫の地,去った者のために
86,10.絶叫の地,無限のチャレンジ
87,10.絶叫の地,お馴染みの顔
88,10.絶叫の地,あってはならぬ物
89,10.絶叫の地,胎動する死
90,10.絶叫の地,非情な罠
91,10.絶叫の地,契約
92,10.絶叫の地,再び眠りに
93,10.絶叫の地,商売は続く
94,11.ギラン自治領,商売の準備
95,11.ギラン自治領,猫の恩返し
96,11.ギラン自治領,兄を探して1
97,11.ギラン自治領,兄を探して2
98,11.ギラン自治領,ゴルコンの女王
99,11.ギラン自治領,パンドラの箱
100,11.ギラン自治領,封印された過去
101,11.ギラン自治領,隠蔽
102,11.ギラン自治領,消えた使節団
103,11.ギラン自治領,使節団救出
104,12.死霧の海岸,パンの復讐
105,12.死霧の海岸,消えた輸送団
106,12.死霧の海岸,真実を探して
107,12.死霧の海岸,賢い逃亡者
108,12.死霧の海岸,再整備
109,12.死霧の海岸,荷物運び
110,12.死霧の海岸,グノシスの跡
111,12.死霧の海岸,永遠の眠り
112,12.死霧の海岸,研究は続く
113,12.死霧の海岸,暗い港
114,12.死霧の海岸,復活した海賊団
115,13.悪魔の島,先発隊の行方
116,13.悪魔の島,異常行動
117,13.悪魔の島,戻るべき場所
118,13.悪魔の島,悲劇1
119,13.悪魔の島,海賊団の過去
120,13.悪魔の島,フレデリックの怒り1
121,13.悪魔の島,悲劇2
122,13.悪魔の島,フレデリックの怒り2
123,13.悪魔の島,悲報
124,14.死の沿道,オーレン使節団救出
125,14.死の沿道,命拾い
126,14.死の沿道,守護樹
127,14.死の沿道,過去の幽霊
128,14.死の沿道,枯れた思い出
129,14.死の沿道,未来へのメッセージ
130,14.死の沿道,パンはパンだ
131,14.死の沿道,監視者たち
132,14.死の沿道,精霊の剣
133,14.死の沿道,登る希望
