Type,Name
0,物理攻撃力
1,魔法攻撃力
2,物理攻撃力増加
3,魔法攻撃力増加
4,通常攻撃の攻撃力増加
5,パーティメンバーによる攻撃力増加
6,攻撃速度増加
7,戦闘力
8,スキルクールタイム短縮
9,クリティカル率
10,クリティカル抵抗率
11,クリティカルダメージ増加
12,クリティカル命中
13,クリティカル抵抗
14,クリティカル命中増加
15,クリティカル抵抗増加
16,物理防御力
17,魔法防御力
18,物理防御力増加
19,魔法防御力増加
20,回避
21,回避増加
22,回避率
23,命中
24,命中増加
25,命中率
26,ダメージ増加率
27,物理ダメージ増加率
28,魔法ダメージ増加率
29,スロー対象に対するダメージ増加率
30,防御無視ダメージ
31,ダメージ減少率
32,物理ダメージ減少率
33,魔法ダメージ減少率
34,固定ダメージ減少
35,パリング率
36,パリングダメージ減少率
37,経験値
38,獲得経験値増加率
39,脅威値増加
40,HP
41,HP回復量
42,HP吸収率
43,アイテムドロップ率増加
44,最大HP
45,最大HP増加
46,最大MP
47,最大MP増加
48,MP
49,MPコスト増加
50,MP回復量
51,移動速度
52,移動速度増加
53,スロー抵抗率
54,スタン抵抗率
55,状態異常抵抗率
56,敵引き寄せ抵抗率
167,ノックバック抵抗率
58,アデナ
59,アデナ獲得量増加率
60,無料ダイヤ
61,有料ダイヤ
62,クエストチケット
63,討伐掃討券
64,ルーンの欠片
65,スキルポイント
66,友情ポイント
67,トパーズ
68,マイレージ
69,無敵
70,ワンキル
71,スマート
72,ストロング
73,クラス経験値
74,血盟コイン
75,功績ポイント
76,攻城祭クーポン
77,PVPチケット
78,PVP名誉ポイント
79,レベル
80,貫通
81,弾力
82,スキル範囲増加
83,スキルヒット数増加
84,採集速度増加
85,採集量増加
86,マナシールド率（マナによるダメージ吸収率）
87,PK防止
88,モンスターコアドロップ率増加
89,バトルポイント
90,コンボ持続時間増加
