Index,Name
1,スタン
2,火傷
3,ソウルショットテスト
4,火傷
5,毒
6,毒
7,オーバーヒート
8,レベルアップエフェクト
9,肯定テスト
10,財貨テスト
11,HPテスト
12,マナシールドテスト
13,否定テスト
14,呪いテスト
15,出血テスト
16,火傷テスト
17,スタンテスト
18,挑発テスト
19,アブソリュートシールド
20,無敵強化効果
21,ストロング強化効果
22,スマート強化効果
23,ラーテルの移動速度
24,ラーテルの採集速度
25,ラーテルの採集量
26,庭園の守護者
27,ソウルショット開始エフェクト
28,HPポーションの使用エフェクト
29,MPポーションの使用エフェクト
30,転職エフェクト
31,転職エフェクト
32,フィールド聖域強化効果1
33,フィールド聖域強化効果2
34,フィールド聖域強化効果3
35,フィールド聖域強化効果4
36,フィールド聖域強化効果5
37,バールカルロンバリア
38,バールカルロン凶暴化
39,バールカルロン凶暴化（武器）
40,血盟主フィーバータイム強化効果1（HP、MP）
41,血盟主フィーバータイム強化効果2（経験値、コア）
42,血盟主フィーバータイム強化効果3（アデナ、アイテム）
43,血盟主フィーバータイム強化効果カメラ
44,最大MP増加
45,最大HP増加
46,防御力増加
47,移動速度増加
48,攻撃速度増加
49,攻撃力増加
50,クイーンアントの凶暴化
51,働きアリの時限爆弾1
52,働きアリの時限爆弾2
53,働きアリの時限爆弾3
54,働きアリの時限爆弾4
55,働きアリの時限爆弾5
56,働きアリの時限爆弾6
57,クルマコア：毒
58,クルマコア：沈黙
59,クルマコア：精神支配
60,結束のクリスタル：基本
61,結束のクリスタル：ステップ1
62,結束のクリスタル：ステップ2
63,結束のクリスタル：ステップ3
64,騎乗/解除エフェクト
65,マシャースキルエフェクト
66,アジトポーション使用エフェクト
67,アジトポーション：士気高揚ポーション
68,アジトポーション：氷の暴風ポーション
69,アジトポーション：HP回復量増加ポーション
70,アジトポーション：MP消滅ポーション
2000,網拘束
2001,大地の鎧
400204201,炎の試練
400204211,水の試練
400204221,大地の試練
400204231,風の試練
400204461,浄化の試練：発動 - 炎
400204471,浄化の試練：発動 - 水
400204481,浄化の試練：発動 - 大地
400204491,浄化の試練：発動 - 風
2002,元素チャージ：炎
2003,元素チャージ：風
2004,石化
2005,元素吸収：パアグリオの加護
2006,元素吸収：シーレンの加護
2007,元素吸収：マーブルの加護
2008,元素吸収：サイハの加護
2009,無敵
2010,終末のカウントダウン
2011,終末のカウントダウン：9
2012,終末のカウントダウン：8
2013,終末のカウントダウン：7
2014,終末のカウントダウン：6
2015,終末のカウントダウン：5
2016,終末のカウントダウン：4
2017,終末のカウントダウン：3
2018,終末のカウントダウン：2
2019,終末のカウントダウン：1
2020,絶対無敵
2021,怒り
2022,怒り爆発
2023,スタン
