Id,Name,EffectTypeName,Desc
1,HPエリクサー,最大HP増加,HPの上限が増えるエリクサーです。
2,HPエリクサー,最大HP増加,HPの上限が増えるエリクサーです。
3,HPエリクサー,最大HP増加,HPの上限が増えるエリクサーです。
4,HPエリクサー,最大HP増加,HPの上限が増えるエリクサーです。
5,HPエリクサー,最大HP増加,HPの上限が増えるエリクサーです。
6,HPエリクサー,最大HP増加,HPの上限が増えるエリクサーです。
10,MPエリクサー,最大MP増加,MPの上限が増えるエリクサーです。
11,MPエリクサー,最大MP増加,MPの上限が増えるエリクサーです。
12,MPエリクサー,最大MP増加,MPの上限が増えるエリクサーです。
13,MPエリクサー,最大MP増加,MPの上限が増えるエリクサーです。
14,MPエリクサー,最大MP増加,MPの上限が増えるエリクサーです。
15,MPエリクサー,最大MP増加,MPの上限が増えるエリクサーです。
19,攻撃力エリクサー,攻撃力増加,攻撃力が増えるエリクサーです。
20,攻撃力エリクサー,攻撃力増加,攻撃力が増えるエリクサーです。
21,攻撃力エリクサー,攻撃力増加,攻撃力が増えるエリクサーです。
22,攻撃力エリクサー,攻撃力増加,攻撃力が増えるエリクサーです。
23,攻撃力エリクサー,攻撃力増加,攻撃力が増えるエリクサーです。
24,攻撃力エリクサー,攻撃力増加,攻撃力が増えるエリクサーです。
28,防御力エリクサー,防御力増加,防御力が増えるエリクサーです。
29,防御力エリクサー,防御力増加,防御力が増えるエリクサーです。
30,防御力エリクサー,防御力増加,防御力が増えるエリクサーです。
31,防御力エリクサー,防御力増加,防御力が増えるエリクサーです。
32,防御力エリクサー,防御力増加,防御力が増えるエリクサーです。
33,防御力エリクサー,防御力増加,防御力が増えるエリクサーです。
