Id,NpcName,DialogMessage
1001,,
1002,,
2001,,
2002,,
3001,,
3002,港管理人プシュケー,"いらっしゃい。話せる島は初めてですか？
ここをタッチすると
クエストが自動で進みます"
4001,,
4002,傭兵隊長ダグラス,"クエストが完了したら
自動クエストは中断される
もう一度タッチしてくれ"
6001,傭兵隊長ダグラス,"最後の練習だ。
もう一度ここをタッチして
私に話しかけてくれ。"
11001,警備隊長ヘラルド,バッグのアイコンをタッチしてみろ。持ち物を確認できるぞ。
11002,,
11003,警備隊長ヘラルド,"[自動装備]ボタンを
タッチすると簡単に
装備を身に着ける
ことができる。"
11004,,
11005,警備隊長ヘラルド,"君のような新米の冒険家には役に立つ機能だ。
上手く活用してくれ。"
11006,,
12001,フェルネル,"<YellowBold>ソウルショット</>を使うと
より強力な攻撃をすることができる。"
12002,フェルネル,ここをタッチするとソウルショットを自動で使える。
12003,フェルネル,その際、ソウルショットは<YellowBold>攻撃する度に消耗</>するぞ。
12004,フェルネル,攻撃しなければ消耗はしない。安心したまえ。
12005,フェルネル,自動で使いたくなければ、もう一度タッチすればいい。
12006,フェルネル,<YellowBold>ソウルショットは商人からも購入</>できる。常に充分に持っておくといいだろう。
12007,,
13001,ニア,"曜日ダンジョンに入る
方法を教えるね！"
13002,ニア,"まず、メニューから
[ダンジョン]を選んでみて"
13003,ニア,ノーマルダンジョンをタッチよ！
13004,ニア,いろんな種類のダンジョンがあるでしょ？
13005,ニア,まだ入れるダンジョンは多くないけど、そのうち入れるようになるわ！
13006,ニア,"それじゃ、
曜日ダンジョンを
選んでみて"
13007,ニア,<YellowBold>曜日ダンジョン</>では<YellowBold>毎日新たな魔物</>が出現するの。
13008,ニア,それを倒せば<YellowBold>特別な報酬</>がもらえるはずよ！
13009,ニア,強い魔物を倒すほどさらに特別な報酬がもらえるの。
13010,ニア,ここの難易度をタッチして
13011,ニア,"それじゃ、入場ボタンを
タッチして"
13012,,
13013,,
13014,,
13015,ニア,"[Auto]ボタンを
タッチして！"
13016,,
13017,,
13018,,
13019,ニア,こんな強いモンスターを倒せるなんてすごーい！
13020,ニア,"入場回数は毎日リセット
されるから忘れずに
プレイしてね！"
13021,,
13022,,
13023,,
13024,ニア,曜日ダンジョンの入場回数は<YellowBold>失敗しても減らないから安心してね。</>
13025,ニア,今回は残念だったけど、次は必ず成功するはず！
13026,,
14001,執政官ダニエル,"メインメニューから自分の
功績を確認して報酬を受け
取ることができる。"
14002,執政官ダニエル,"功績の確認にはまず
[チャレンジ]を
選ぶといい。"
14003,執政官ダニエル,次は、[功績]を選ぼう。
14004,執政官ダニエル,"ここでは、君の<YellowBold>功績</>が認められれば
それに応じた<YellowBold>報酬</>がもらえるぞ。"
14005,執政官ダニエル,"ちょうど条件を達成した<YellowBold>功績</>があるようだな。
<YellowBold>報酬</>を受け取ってみよう。"
14006,執政官ダニエル,"[受け取る]ボタンを
タッチしてみよう。"
14007,,
14008,執政官ダニエル,いいぞ。手柄を立てるとそれに応じた<YellowBold>称号と能力</>が与えられる場合もある。
14009,執政官ダニエル,ここから確認できるぞ。
14010,執政官ダニエル,"まだ報酬を受け取れるほど
功績をあげてないようだな"
14011,執政官ダニエル,"功績のランクが上がれば
キャラの能力も上がり毎日補給品を報酬として受け取れるぞ。"
14012,執政官ダニエル,理解できたかな？功績は<YellowBold>様々な方法で上げることができる</>からこまめに確認するといい。
14013,,
15001,雑貨商人アナイス,"ショップから特別な品物を
受け取ることができるのよ"
15002,雑貨商人アナイス,이쪽을 눌러보세요.
