Id,Name
1,ノーマル攻撃
2,エリート攻撃
3,ボス攻撃
4,PVP攻撃　
5,ノーマル防御
6,エリート防御
7,ボス防御
8,PVP防御
9,スタン抵抗
10,魔法防御
11,スロー抵抗
12,クリティカル抵抗
13,移動速度増加
14,コンボ持続時間増加
15,攻撃スキル強化
16,魔物攻撃
17,魔物防御
101,グルーディオ平原
102,死霧の海岸
103,時が止まった地
104,ウィンダウッド荘園
105,死の沿道
106,象牙の塔自治区
107,闘争の峰
108,ドラゴンバレー
109,絶叫の地
110,悪魔の島
111,グルーディン街道の要塞
112,荒地の要塞
113,ディオン牧草地の要塞
114,闘争の峰の要塞
115,クルマ湿地の要塞
116,絶叫の地の要塞
117,死霧の海岸の要塞
118,死の沿道の要塞
201,アジトのポーション管理人
202,アジトのポーション管理人
203,アジトのポーション管理人
801,虐殺
802,討伐
803,勇猛
804,指名手配
805,防護
806,忍耐
807,加護
808,鉄壁
809,強靱
810,瞑想
811,活力
812,堅固
813,迅速
814,沈着
815,ひらめき
816,看破
817,守護
301,魔女のささやき
10001,虐殺
10002,討伐
810001,ストライクショット
810002,ノーマル攻撃
810003,ボス攻撃
810006,友情コンボ
810011,サンタの祝福
810012,サンタの祝福
810013,サンタの祝福
810021,スイート!
810023,スイート!
810024,スイート!
810022,ご主人様！
810031,最終ダメージ増加
810032,ご主人様！
