Key,Value
CRYSTAL_OF_GUARD_PROGRESS,守護のクリスタルを有効化しています
CRYSTAL_OF_GUARD_COMPLETE,守護のクリスタルの有効化に成功しました！
NPC_LEFT_HP_NOTY,[NPCName]のHPが残り[Count]%です。
NPC_DIE_NOTY,[NPCName]が倒れました。
COMMON_GRADE_NUMBER,ランク{0}
EPISODE_CLEAR,エピソードクリア
ITEM_GAIN,アイテム獲得
REQUIRE_LEVEL,レベル制限
DESCRIPTION,説明
TRANSFER_ITEM_EQUIP_RESTRICTION,転職後に使用できます。
COMMON_SPOT_REVIVE_AUTOEQUIP_NOTICE,"今の装備より能力が高い装備を持っています。
復活後に自動装備しますか？"
COMMON_SPOT_REVIVE_AUTOEQUIP,"スポット復活後
自動装備"
COMMON_HAVE_FREE_DIA,所持中のレッドダイヤ
COMMON_HAVE_PAY_DIA,所持中のブルーダイヤ
QUESTSCROLL_DAILY_COUNT,今日遂行できる回数：
SELECT_ITEM,アイテムを選択
Clearance_Reward_Br,クリア報酬
Bonus_Reward_Br,ボーナス報酬
CHAT_BAN,チャットブロック
COMMON_LANGUAGE_CONFIRM_TEXT,{0}を選択しますか？
LANGUAGE_MENU,999
ACCOUNT_CODE,アカウントコード
PROMOTING_GUILD,募集中の血盟
GUILD_NO_ALLIANCE,同盟関係の血盟なし
DINNER,晩餐
ARTIFACT,遺物
FIREPLACE,暖炉
POTION,ポーション
PIXIE,ピクシー
GUILD_AGIT_CATCH_PIXIE,ピクシー捕獲
GUILD_AGIT_CRYSTAL_LEVEL,レベル： [CrystalLevel]
GUILD_AGIT_PROGRESS_QUEST,進行中のクエスト：[ProgressQuestCount]件、クリアしたクエスト：[CompleteQuestCount]件
GUILD_AGIT_DINNER,"晩餐（小）：[SmallDinnerActivity]、晩餐（中）：[MiddleDinnerActivity]
晩餐（大）：[BigDinnerActivity]"
GUILD_AGIT_UPDATE_SOON,間もなくアップデート予定です
GUILD_AGIT_NOTICE_CRYSTAL,"すべての血盟員に強化効果を与える
神秘的なクリスタル"
GUILD_AGIT_NOTICE_QUEST,"簡単なクエストから難しいクエストまで！
クエストを紹介してくれる管理人です"
GUILD_AGIT_NOTICE_COOK,"血盟員と一緒に頂く晩餐を
用意してくれる調理師です"
GUILD_AGIT_NOTICE_ARTIFACT,"不思議な遺物を鑑定して
本来の価値を取り戻してくれます"
GUILD_AGIT_NOTICE_POTION,"いつでも、どこでも役立つ
ポーションを作ってくれます"
GUILD_AGIT_NOTICE_FIREPLACE,"暖炉に火を灯すと
アジト内の血盟員と一緒に
経験値がもらえます。"
GUILD_AGIT_NOTICE_FIXIE,"アジトを乱す妖精が登場します！
妖精を懲らしめて報酬を受け取ってください。"
GUILD_DUNGEON_INDIVIDUAL_REWARD,個人参加報酬
AUCTION_SELL_COMMISSION_NOTICE,売却手続きが完了すると10%の手数料と10%の税金が徴収されます。
GUILD_HOSTILE_INFO,敵対血盟はPKモードに<RED>関係なく</> 攻撃できます。
GUILD_AGIT_NOTICE_INSTANTLYCOMPLETE,クエストの今すぐクリアは個人報酬が支給されません。
AUCTION_HOUSE_GRADE_C,N
AUTO_COMBAT_RADIUS_MAXIMUM,遠距離
COMMON_ABANDON_GUILD_CHAR_NAME,退会した血盟員
CONTINUOUS_KILL_MESSAGE_NO_GUILD,<FontBlue>[Killer]</>さんが連続で<FontRed>[KillCount]人</>を倒しました！
GUILD_WAR_MESSAGE_DODGE,[GuildName1]血盟が[GuildName2]血盟との戦争を避けました。
OPTION_ACCOUNT_COMPENSATION_BUTTON,アカウント連動報酬を受け取る
PATCH_RESET_CHECK,すべてのパッチデータをリセットしますか？
PATCH_RESET_CHECK_2,"すべてのパッチデータを削除します。
続行しますか？"
PATCH_RESET_COMPLETE,パッチデータがリセットされました。
CHANNEL_CANNOT_LEAVE,戦闘中にはチャンネル移動できません。
TEXT_COMPENSATION_TIP,アカウントを連動すると報酬が受け取れます。
SUB_PACK_SHOP,条件付きパック
SIEGE_DEFENSE_FAIL,の守城に失敗しました。
SIEGE_RESULT_DRAW_NONE,なし（引き分け）
SUMMON_STONE_DUNGEON,召喚石ダンジョン
COMMON_USE_REDDIA,使われるレッドダイヤ
COMMON_USE_BLUEDIA,使われるブルーダイヤ
COMMON_USE_DIA_NOTICE,"所持中のレッドダイヤが足りないため、
ブルーダイヤを消費します。"
FORTRESS_SIEGE_TAB_TALKINGISLAND,話せる島
GUILD_AGIT_LEVELUP_MSGBOX_STRING,[Value]血盟アデナを使ってアジトをレベルアップしますか？
GUILD_AGIT_QUEST_COMPLETE,"[Name]
完了"
GUILD_AGIT_LEVELUP_NOTIFY,アジトがレベル[Level]になりました。
GUILD_AGIT_POPUP_AGIT_LEVELUP,アジトのレベルが上がりました。
GUILD_AGIT_POPUP_KEEPER_LEVELUP,管理人ランクが上がりました。
GUILD_AGIT_POPUP_CRYSTAL_LEVELUP,結束のクリスタルのレベルが上がりました。
GUILD_AGIT_RELIC_REMAINTIME_NOTREGISTYET,鑑定予想時間：
GUILD_AGIT_RELIC_ENTER_NOTICE,遺物を登録してください。
GUILD_AGIT_RELIC_KEY_OPEN,ですぐに開ける
GUILD_AGIT_RELIC_ENTER,遺物を登録する
GUILD_AGIT_GUILD_RELIC,血盟遺物箱
GUILD_AGIT_GUILD_RELIC_NOTICE,各血盟員の遺物が鑑定される度に血盟遺物箱にポイントがたまり、報酬は血盟倉庫に支給されます。
GUILD_AGIT_SHORTAGE_RELIC_NOTICE,所持中の遺物がありません。
GUILD_AGIT_GUILD_RELIC_REWARD_NOTICE,不思議な遺物[Value]個が血盟倉庫に支給されました。
GUILD_AGIT_RELIC_OFF_NOTICE,"管理人のランクが上がると
追加スロットを獲得できます。"
GUILD_AGIT_DINNER_ORDER_ANOTHER_USER,[Name]さんがアジトに晩餐を用意しました。
GUILD_AGIT_GADGET_FLOATING_NAME,[Name]さんが用意した
GUILD_AGIT_AUTO_EMPLOY_TIP,アジト管理人は毎週月曜日にリセットされます。
COMMON_DODGE_CHECK,"<FontBlue>[GuildName]</>血盟との戦争を
避けますか？"
BUFF_CRITICAL_VALUE,クリティカル
BANQUET_SAME_MESSAGE,すでに同じ晩餐が用意されています。
GADGET_CONTROL_BANQUET_SAME_MESSAGE,利用済みの晩餐です。
BANQUET_LOW_MESSAGE,"用意された晩餐より高ランクの晩餐を用意すると
既存の晩餐は消えます。

続けますか？"
BANQUET_HIGH_MESSAGE,すでにアジトにもっと良い晩餐が用意されています。
COMMON_BANQUET_SETUP,晩餐の注文
REMAIN_BUYABLE_COUNT,残りの購入回数[CurrentValue]/[TotalValue]
SIEGE_GIVE_UP_MESSAGE,[GuildName]血盟が[CastleName]の所有権を放棄しました。
GUILD_WAR_DECLARE_MESSAGE,"[GuildName]血盟に戦争を宣言しますか？
相手はこの宣言を無視できません。"
COMMON_KILL_DEATH,キル/デス
EVENT_DICE_FREEROLL_TIME,サイコロチャージまで：[Time]分
EVENT_DICE_ROLL,サイコロを振る
EVENT_DICE_COMPLETE_REWARD_INFO,完走報酬情報
EVENT_FREEDICE_ROLL,サイコロを振る
EVENT_DICE_REWARD_ORDER,[ORDER]回目の報酬
EVENT_DICE_REWARD_GUIDE,最終完走時には1回目の報酬に戻ります
EVENT_DICE_REWARD,完走報酬
EVENT_DICE_REWARD_TITLE,[BoardNumber]番目マス報酬
ACCOUNT_COMPENSATION,"アカウント連動報酬を受け取りますか？

アカウント連動報酬は
アカウントごとに1回もらえます。"
ACCOUNT_GUESTLOGIN_MESSAGE,ゲームの削除、端末の変更ですべての支払い履歴とデータが消える恐れがあります。続けますか？
MELEE_DESC,"息をのむ戦場で
絶え間なく戦え！"
MELEE_ENTER_TITLE,闘技場へ入場
MELEE_ENTER_DESC1,闘技場に入場しますか？
MELEE_ENTER_DESC2,"<FontYellow>PKモード</>の設定に応じて<FontYellow>PK</>が可能になり、
<FontRed>カオティック値</>は上がりません。"
WORLDBOSS_EXIST,降臨状況
WORLDBOSS_ENTER,ワールドボス入場
COMMON_ENTER_NUMBER,入場人数
GUILD_DODGE,回避
GUILD_FORCE_DECLARATION,無差別攻撃
FAILED_ITEM_LEVELUP,前回行ったレベルアップの結果が更新されなかったため、レベルアップに失敗しました。もう一度お試しください。
FAILED_ITEM_ENCHANT,前回行った強化の結果が更新されなかったため、強化に失敗しました。もう一度お試しください。
FAILED_ITEM_ABILITYUPGRADE,前回行った特性強化の結果が更新されなかったため、特性強化に失敗しました。もう一度お試しください。
FAILED_ITEM_LEVELUPINSOCKET,前回行ったソウルストーンのレベルアップ結果が更新されなかったため、ソウルストーンのレベルアップに失敗しました。もう一度お試しください。
FAILED_ITEM_LIMITBREAK,前回行ったオプション変更の結果が更新されなかったため、オプション変更に失敗しました。もう一度お試しください。
FAILED_ITEM_OPTIONCHANGE,前回行った超越の結果が更新されなかったため、超越に失敗しました。もう一度お試しください。
FAILED_ITEM_UPGRADE,前回行ったランクアップの結果が更新されなかったため、ランクアップに失敗しました。もう一度お試しください。
FAILED_ITEM_UPGRADEINSOCKET,前回行ったソウルストーンのランクアップ結果が更新されなかったため、ソウルストーンのランクアップに失敗しました。もう一度お試しください。
CHAT_OPTION_SIZEUP,大きく
CHAT_OPTION_SIZEDOWN,小さく
GUILD_DONATION_RESET_ADENA,アデナの寄付回数をリセットしますか？
