Id,Title,Desc
5,回さないと損,無料召喚ボックスを{TaskCount}回開けよう
6,傲慢の塔への挑戦者,傲慢の塔を掃討
7,深まる友情,フレンドに挨拶して{TaskCount}友情ポイント獲得しよう
8,封印された記憶の聖域へ,今日の曜日ダンジョンを{TaskCount}回クリアしよう
10,活発な血盟活動,血盟寄付{TaskCount}回行おう
11,真の実力者,決闘場に{TaskCount}回挑戦しよう
12,血盟活動の基本,血盟にログイン
14,デイリークエスト遂行,デイリークエストを{TaskCount}回クリアしよう
15,ウィークリークエスト遂行,ウィークリークエストを{TaskCount}回クリアしよう
17,エリートダンジョン探検,エリートダンジョンクエストを{TaskCount}回クリアしよう
20,魔法の薬草を集めよう,採集ダンジョンで{TaskCount}回採集しよう
22,召喚の達人,高級召喚ボックスを{TaskCount}回開けよう
35,装備ダンジョン探検,装備ダンジョンを{TaskCount}回クリアしよう
36,アデナダンジョン探検,アデナダンジョンを{TaskCount}回クリアしよう
37,経験値ダンジョン探検,経験値ダンジョンを{TaskCount}回クリアしよう
38,召喚石ダンジョン探検,召喚石ダンジョンを{TaskCount}回クリアしよう
