Id,ContentsDesc,Name
1,用各種方法提升裝備的性能。,鐵匠鋪
2,在武器上賦予精靈之力並施予強大攻擊。,靈魂彈
3,,副本
4,依照星期別可遇見各首領和獎勵的副本。,每日副本
5,在亞丁進行的冒險越多，就能獲得越多的獎勵。,成就
6,,好友
8,每日至少可獲得A等級以上裝備或是研磨劑。,高級裝備養成寶箱
10,與亞丁裡的各個冒險家們較量實力。,競技場
11,,排名
12,兩個裝備進行合成，就能獲得高一階級的裝備。,合成
13,使用強化卷軸就能提升裝備的性能。,強化
14,,血盟
15,在永無止盡的高塔裡進行挑戰，測試自己的極限。,傲慢之塔
16,룬을 각인하여 자신의 능력을 영구히 향상시킵니다.,符文刻印
17,保存裝備的外型和設定，並提升階級。,進階
18,,今日活動
19,,每日任務
20,,每週任務
21,在裝備上鑲嵌蘊含靈魂的寶石，就能得到特殊能力。,搜魂石
22,挑戰危險的副本，但可獲得很好的獎勵。,菁英副本
23,,精靈廢墟1樓
24,收集怪物的核心，可得到各種獎勵。,怪物圖鑑
25,雖然取得不易，但可使用強力的技能。,稀有技能
27,,交易所
28,服用靈藥後，可永久提升自己的能力。,靈藥
29,可以採集到製作靈藥時所需的藥草。,採集副本
30,自動搜尋角色周圍的敵人並進行戰鬥。,自動戰鬥
40,칭호 입니다.,칭호
101,,每日副本(普通)
102,,精靈廢墟2樓
103,,轉職
104,,每日副本(困難)
105,,螞蟻洞窟地下1樓
106,,螞蟻洞窟地下2樓
107,,每日副本(地獄)
108,,克魯瑪高塔2樓
109,,克魯瑪高塔3樓
110,,象牙塔地下1樓
111,,象牙塔地下2樓
112,消滅蜂擁而來的怪物，獲得大量的經驗值。,經驗值副本
113,消滅守護黃金的龍，獲得大量的金幣。,金幣副本
114,保護神殿防止怪物襲擊，就能獲得裝備。,裝備副本
115,,召喚石副本
116,,巴勒凱倫血盟副本
117,,巨蟻女王血盟副本
118,,要塞戰
119,,攻城戰
120,讓技能的等級提升，就能獲得更強大的效果。,提升技能等級
121,請破壞怪物守護的次元之門。,洗鍊石副本
122,,裝備
123,,克魯瑪核心
126,,據點
127,,象牙塔地下3樓
129,,寵物
130,,용맹의 전장
131,,古代戰場
132,,비밀의 숲 상층
133,,상아탑 지하 연구소
134,,비밀의 숲 하층
135,,비밀의 숲 학살지
137,,망토
138,,자유요새전
10000,해당 기능은 이용할 수 없습니다.,角色
10003,@10000,職業
10006,@10000,공방
10007,@10000,任務
10008,@10000,@18
10011,@10000,@40
10012,@10000,活動
10013,@10000,休息獎勵
10014,@10000,上線獎勵
10015,@10000,攻城戰慶典
10016,@10000,웹이벤트
10017,@10000,一般商店
10018,@10000,鑽石商店
10019,@10000,組合包商店
10021,@10000,戰場
10022,@10000,@14
10023,@10000,血盟副本
10029,@10000,販賣道具
10030,@10000,使用道具
10031,@10000,移動道具
10032,@10000,技能書
10034,@10000,坐騎裝備升級
10035,@10000,召喚坐騎
10036,@10000,坐騎升級
10037,@10000,屬性情報
10038,@10000,論壇
10039,@10000,強化坐騎
20001,,광기의 재단
20002,,피의 여백작 침소
401,@10000,명인 상점
10040,@10000,옵션 계정
301,,@122
303,,@122
30000,,스크롤 퀘스트
30102,지역 몬스터를 소환하여 코어를 획득합니다,몬스터 소환석 - 글루디오
30103,지역 몬스터를 소환하여 코어를 획득합니다,몬스터 소환석 - 디온
30104,지역 몬스터를 소환하여 코어를 획득합니다,몬스터 소환석 - 기란
