Id,Name,ControlText
1202,精靈廢墟2樓,
1203,@1202,
1204,@1202,
1205,@1202,
1206,螞蟻洞窟地下2樓,
1218,@1206,
1207,象牙塔1樓指引箭頭,
1208,象牙塔3樓指引箭頭,
1209,堵住象牙塔1樓對面的路,
1210,堵住象牙塔3樓對面的路,
1211,비밀의 숲 상층 가이드 화살표,
1212,비밀의 숲 하층 가이드 화살표 1,
1214,비밀의 숲 학살지 길막기 가젯,
1215,@1214,
1216,그랑카인의 성소 : 상아탑 지하 연구소,그랑카인의 힘을 흡수하는 중
1217,그랑카인의 성소 : 비밀의 숲 학살지,@1216
1219,크루마탑 2층 화살표,
1220,크루마탑 3층 화살표,
1221,자켄의 유령선,
1222,@1221,
211010101,이벤트용 크루마탑 길막기 가젯,
211010201,이벤트용 크루마탑 나가기용 가젯,제어장치 조작 중
82601,이벤트용 크루마탑 입장용 가젯 퀘스트용,@211010201
82701,이벤트용 크루마탑 입장용 가젯,@211010201
211010301,거인의 첫번째 연구자료,거인의 연구 자료 확인 중
211010401,거인의 두번째 연구자료,@211010301
211010501,거인의 세번째 연구자료,@211010301
211010601,거인의 네번째 연구자료,@211010301
211010701,거인의 상자,거인의 상자를 꺼내는 중
211010801,비어버린 거인의 만물상자,상자가 보이지 않는다.
211010901,쓰러진 하딘,하딘을 깨우는 중
211011001,코어 바닥,
211011101,방어막 해제 장치 1 - 활성,전력 장치를 조작해 보는 중…
211011201,방어막 해제 장치 1 - 비활성화,
211011301,방어막 해제 장치 2 - 활성,@211011101
211011401,방어막 해제 장치 2 - 비활성화,
211011501,거인의 다섯번째 연구자료,@211010301
211011601,거인의 여섯번째 연구자료,@211010301
211011701,거인의 일곱번째 연구자료,@211010301
211011801,거인의 여덟번째 연구자료,@211010301
1958,聖所的牆壁,
1959,@1958,
1960,@1958,
1961,@1958,
1962,@1958,
1963,@1958,
1964,@1958,
1965,@1958,
1970,@1958,
1971,@1958,
1982,@1958,
2014,@1958,
2015,@1958,
2016,@1958,
2017,@1958,
2021,@1958,
2022,@1958,
2023,@1958,
2027,@1958,
2029,@1958,
2038,紅色藥草,正在採集紅色藥草
2039,藍色藥草,正在採集藍色藥草
2040,紫色藥草,正在採集紫色藥草
2041,黃色藥草,正在採集黃色藥草
2042,無名草,無名草採集中
2043,大型紅色藥草,正在採集大型紅色藥草
2044,大型藍色藥草,正在採集大型藍色藥草
2045,大型紫色藥草,正在採集大型紫色藥草
