Id,Title,Desc
10031,즉시 지급,
10032,說話之島東部,完成說話之島東部劇場
10033,說話之島西部,完成說話之島西部劇場
10034,古魯丁街道,完成古魯丁街道劇場
10035,古魯丁平原,完成古魯丁平原劇場
10036,溫達伍德莊園,完成溫達伍德莊園劇場
10037,荒原,完成荒原劇場
10038,狄恩牧草地,完成狄恩牧草地劇場
10039,克魯瑪沼澤,完成克魯瑪沼澤劇場
10040,鬥爭的山峰,完成鬥爭的山峰劇場
10041,吶喊之地,完成吶喊之地劇場
11041,@10031,
11042,奇岩自治區,完成奇岩自治區主線劇情
11043,死亡之霧海岸,完成死亡之霧海岸主線劇情
11044,惡魔島,完成惡魔島主線劇情
11045,死亡小徑,完成死亡小徑主線劇情
13001,@10031,즉시
13002,10레벨 선물,10레벨을 달성하세요.
13003,20레벨 선물,20레벨을 달성하세요.
13004,30레벨 선물,30레벨을 달성하세요.
13005,45레벨 선물,45레벨을 달성하세요.
13006,70레벨 선물,70레벨을 달성하세요.
14001,@10031,@13001
14002,80레벨 선물,80레벨을 달성하세요.
14003,90레벨 선물,90레벨을 달성하세요.
14004,100레벨 선물,100레벨을 달성하세요.
14005,110레벨 선물,110레벨을 달성하세요.
14006,120레벨 선물,120레벨을 달성하세요.
15001,@10031,@13001
15002,125레벨 선물,125레벨을 달성하세요.
15003,130레벨 선물,130레벨을 달성하세요.
15004,135레벨 선물,135레벨을 달성하세요.
15005,140레벨 선물,140레벨을 달성하세요.
15006,145레벨 선물,145레벨을 달성하세요.
15007,150레벨 선물,150레벨을 달성하세요.
15008,155레벨 선물,155레벨을 달성하세요.
15009,160레벨 선물,160레벨을 달성하세요.
15010,165레벨 선물,165레벨을 달성하세요.
15011,170레벨 선물,170레벨을 달성하세요.
15012,175레벨 선물,175레벨을 달성하세요.
15013,180레벨 선물,180레벨을 달성하세요.
10011,@10031,@13001
10012,登入1天,連接1天
10013,登入2天,連接2天
10014,登入3天,連接3天
10015,登入4天,連接4天
10016,登入5天,連接5天
10017,登入6天,連接6天
10018,登入7天,連接7天
10021,@10031,
10022,獲得SR武器,請獲得SR級武器。
10023,獲得SR頭盔,請獲得SR級頭盔。
10024,獲得SR盔甲,請獲得SR級盔甲。
10025,獲得SR手套,請獲得SR級手套。
10026,獲得SR長靴,請獲得SR級長靴。
10027,獲得SR戒指,請獲得SR級戒指。
10028,獲得SR耳環,請獲得SR級耳環。
10029,獲得SR項鍊,請獲得SR級項鍊。
1201,@10031,@13001
1202,190레벨 선물,190레벨을 달성하세요.
1203,200레벨 선물,200레벨을 달성하세요.
1204,210레벨 선물,210레벨을 달성하세요.
1205,220레벨 선물,220레벨을 달성하세요.
1206,230레벨 선물,230레벨을 달성하세요.
1207,240레벨 선물,240레벨을 달성하세요.
1208,250레벨 선물,250레벨을 달성하세요.
1209,260레벨 선물,260레벨을 달성하세요.
12041,@10031,
12042,北風高原,북풍의 고원 시나리오 클리어
12043,時間凍結之地,정지된 시간의 땅 시나리오 클리어
12044,象牙塔自治區,상아탑 자치 구역 시나리오 클리어
