Name,TaskName,QuestNpcName,QuestNpcDialog,QuestNpcName2,QuestNpcDialog2
暴政的盡頭,等魯西恩,,,,
暴政的盡頭,跟魯西恩去,,,,
暴政的盡頭,消滅國王軍士兵,,,,
暴政的盡頭,破壞外城門,,,,
暴政的盡頭,進入廣場,,,,
暴政的盡頭,消滅國王軍的增援軍,,,,
暴政的盡頭,接近守護塔,,,,
暴政的盡頭,消滅副盟主瑪路,,,,
暴政的盡頭,消滅副盟主瑪路,,,,
暴政的盡頭,破壞守護塔,,,,
暴政的盡頭,移動至外城門前,,,,
旅行的開始,尋找傭兵團長,港口管理人普賽克,"這裡是冒險家們累積經驗的好地方。
<p>要不要先做點簡單的工作，慢慢熟悉這裡呢？
<p>傭兵團長道格拉斯正在分配工作給新手們。去跟他碰面吧。",,
證明實力,狩獵黑狼,傭兵團長道格拉斯,"很好！果然很聰明！
<P>好，你說你正在找工作嗎？你知道若想賺錢，需要具備最基本的資格吧？
<p>剛好周邊有黑狼出沒，就讓我看看你的實力吧。",,
正式的工作,狩獵紅毛熊,傭兵團長道格拉斯,"很少人能這麼快就消滅黑狼。你應該會是很有用處的人。
<p>那就給你正式的工作。 你有看到黑狼附近的紅毛熊嗎？往返港口與村莊的商人們因為黑狼與紅毛熊吃盡苦頭。
<p>你要不要也趁這機會狩獵一下紅毛熊呢？當然我不會白白請你付出勞力。有還不錯的獎勵，敬請期待喔！",傭兵團長道格拉斯,可惡，不好了！獸人們從港口那邊襲擊過來了！
正式的工作,尋找傭兵團長,,,,
正式的工作,獸人的襲擊,,,,
正式的工作,獸人的襲擊,,,,
緊急狀況！,尋找警衛隊長,傭兵團長道格拉斯,我會跟部下們一同守護百姓，你能替我趕往港口嗎？<p>到那裡見到警衛隊長的話，就說是我派你去的！你或許會因為突發狀況感到很慌張，但一切就拜託你了。,,
獸人們的襲擊,消滅獸人戰士,警衛隊長 哈洛德,"獸人正在渡船口集合！如同鬼魅般的出現！到底是利用什麼方法讓那麼多兵力偷偷移動的，我完全想不出來！
<p>總之得守住渡船口！一起戰鬥吧！",,
獸人們的襲擊,消滅獸人護衛兵,,,,
獸人們的襲擊,尋找獸人突擊隊長,,,,
獸人們的襲擊,尋找獸人突擊隊長,警衛隊長 哈洛德,"什麼！獸人突襲隊長不見了！
<p>那傢伙好像一下子就來到港口入口了！趕快向入口處前進吧！快點！！",,
獸人們的襲擊,移動至港口入口,,,,
獸人們的襲擊,消滅想離開港口的獸人,,,,
獸人們的襲擊,阻止突擊隊長與護衛兵,,,,
戰鬥準備,學習自動裝備,警衛隊長 哈洛德,"謝謝。多虧你，才能夠化解危機。雖然看起來經驗還是稍嫌不足，但以後的發展很令人期待啊。
<P>就當作答謝好嗎？我告訴你一個有助於新手傭兵的裝備管理方法。就是<YellowBold>自動裝備</>。",,
失蹤的考古團,與柯迪莉雅對話,警衛隊長 哈洛德,"一直拜託你什麼的，讓我感到有些抱歉啊…你可以再幫我一件簡單的事嗎？
<p>最近這附近好像有幾名遺跡考古團員失蹤了。
<p>雖然我們想去找尋，但港口那邊的獸人不知道什麼時候會再來…
<p>可以的話，你能幫忙找尋一下嗎？",柯迪莉雅,"是誰啊？啊！你是隊長派來的人啊。
<p>謝謝你過來。"
尋找線索吧,尋找考古團員的背包,柯迪莉雅,"你應該聽說了，我的夥伴們失蹤了。大家都是深愛考古學的人…
<p>雖然我已察看過此地，並沒有發現任何離開巨石棚地區外的痕跡。故一定就在這附近的某處…
<p>但不容易找到線索啊…搞不好是這附近的怪物掩蓋了考古團失蹤的痕跡。
<p>請先幫我確認周遭有沒有考古團員的物品。",柯迪莉雅,蝙蝠搶走了考古團員的包包。若從考古團員們作業的地方到這裡的話…<p>感覺目的地應該是那邊...謝謝。你幫了我很多。
綁架犯的真面目,從獸人那獲得鑰匙,柯迪莉雅,"總之那些獸人很可疑。是以前此地沒有的獸人…
<p>不如你去調查一下那些獸人如何？抓幾個傢伙來問話，搞不好能獲得些情報！",柯迪莉雅,果然那些傢伙是犯人。還有…考古團好像被關在鐵籠裡對吧？剛好也取得鑰匙啦！
救出考古團,解放被關的考古團I,柯迪莉雅,"不好意思！考古團員好像被抓到那裡
<p>請趕快救出他們吧！時間過越久的話，說不定會來不及解救！我也會找找其他地方",鐵匠史密斯,哎唷，謝謝你！我只是來傳達東西給考古團，這是什麼災難啊！
救出考古團,解放被關的考古團II,,,,
救出考古團,解放被關的考古團III,,,,
救出考古團,跟隨鐵匠史密斯,,,,
救出考古團,與鐵匠史密斯對話,,,,
鐵匠的好意,學習裝備升級,鐵匠史密斯,我就知道會有大事發生！哈哈！<P>我來看看有沒有什麼能夠答謝你的…<P>原來如此，我來告訴你提高裝備性能的方法吧。,,
鐵匠的好意,學習裝備升級,,,,
柯迪莉雅的呼喚,與柯迪莉雅對話,鐵匠史密斯,那我得回去村莊了。那裡好像有人在叫你，快去吧！謝啦！,,
黑暗降臨,靠近可疑的魔法師,柯迪莉雅,"謝謝！多虧你，幾乎找回了所有團員。
<P>在解救團員時，我看到了疑似犯人的一群人！
<P>好像正在威脅著仍未救出的夥伴！
<P>我已請警備兵過來。請一定要阻止他們",,
黑暗降臨,可疑的魔法師登場,,,,
黑暗降臨,靠近可疑的魔法師,,,,
黑暗降臨,消滅魔法師召喚的魔物,可疑的魔法師,"你微不足道的性命，比起我跟這裡的獸人約定好的獎勵更為廉價啊。我實在不想浪費時間在你身上。
<p>但問題是你的確妨礙了我。我就讓你死在恐懼中！",,
黑暗降臨,消滅魔法師召喚的魔物,,,,
黑暗降臨,消滅魔法師召喚的魔物,,,,
黑暗降臨,與可疑的魔法師對話,,,,
可疑魔法師的撤退,告訴柯迪莉雅狀況,可疑的魔法師,"什麼，看來是我小看了你的實力。但不管怎麼看都是第一次碰面的傢伙，真不知道你為什麼要妨礙我們。
<p>雖然現在我們暫時撤退，但你小心點，你那不自量力的正義感會帶你走向死亡的。",柯迪莉雅,剛好警衛隊員整理完這裡。<p>多虧你，才能救出夥伴啊！真的很謝謝你！
考古學家佩勒奈,尋找考古團長佩勒奈,柯迪莉雅,啊！還有，你救出的考古團長說想感謝你。你去找他一下如何呢？,,
妨礙的要素,消滅狼人,佩勒奈,"是你救了我們考古團員吧？真的很謝謝你。你應該聽說過，我們正在這裡挖掘精靈的遺跡。這是很重要的事情，但我們現在無法順利完成工作。
<p>雖然聽起來可能不太好意思，但你能再幫我們一下嗎？我會給你很多謝禮的。
<p>要做什麼都行？哈哈哈哈哈！我果然看對了人。
<p>是你的話，不會太難的。請幫我趕走附近的狼人。因為剛發生大事，考古團員們都很害怕。",,
靈魂彈的威力,學習靈魂彈使用方法,佩勒奈,"謝謝！多虧你，考古團員應該能安心工作了。我想想該回報你什麼呢…
<p>好！這個應該不錯！你知道<YellowBold>靈魂彈</>嗎？那是借助精靈的力量，能強力攻擊的道具！",,
靈魂彈的威力,學習靈魂彈使用方法,,,,
靈魂彈的威力,學習靈魂彈使用方法,佩勒奈,"怎麼樣？你要不要去試用一下？打開那個桶子的蓋子吧。
<p>那是狼人裝了非常好的肉的桶子，他們會一下子全部衝上來的！你準備好使用<YellowBold>靈魂彈</>了吧？",,
靈魂彈的威力,打開來歷不明的桶子,,,,
靈魂彈的威力,試驗靈魂彈,,,,
妨礙的要素II,消滅吸血蝙蝠,佩勒奈,"你，能再答應我一個請求嗎？也算趁這機會正式測試靈魂彈的威力。
<p>從這裡再上去一點的話，有個叫尼亞的助手正在進行挖掘工作，他因為吸血蝙蝠的出現而困擾著。
<p>就拜託你處理那些傢伙了。可以的話，希望能不被助手發現……",尼亞,"喂，是你處理掉吸血蝙蝠的嗎？
<p>嗯？是佩勒奈拜託的？嗤，還不如減少我像山一樣的工作。就說他會在奇怪的地方花心思啊。
<p>對了，佩勒奈是我爸爸。是愛女兒又瘋考古學的考古團長囉。"
散落的巨石棚碎片,收集巨石棚碎片,尼亞,"哈～雖然煩人的傢伙減少了是好事，但這意味著有更多的工作要做。你還不知道嗎？這都是爸爸的策略。
<p>那從現在起就請幫忙收集這附近散落的巨石棚吧。使用這個精靈的戒指的話，就能看出巨石棚碎片。
<p>為什麼叫你做這個？變成這樣，你得負責啊。",淨化的妖精,快來吧，值得信任的你。我一直在等你啊。我是守護結界的淨化的妖精。
散落的巨石棚碎片,移動至巨石棚光裡,尼亞,啊啊！一把巨石棚碎片組合起來，遺跡的中間就散發出光芒了！怎麼會發生這種事？,,
散落的巨石棚碎片,結界解放,,,,
散落的巨石棚碎片,移動至巨石棚光裡,,,,
散落的巨石棚碎片,移動至巨石棚光裡,,,,
