Id,SpotName,SpotTitle,Desc
1,古魯丁街道要塞,,
2,古魯丁平原要塞,,
3,溫達伍德莊園要塞,,
4,荒原要塞,,
5,狄恩牧草地要塞,,
6,克魯瑪沼澤要塞,,
7,鬥爭的山峰要塞,,
8,吶喊之地要塞,,
9,奇岩自治區要塞,,
10,死亡之霧海岸要塞,,
11,惡魔島要塞,,
12,死亡小徑要塞,,
13,龍之谷要塞,,
14,北風高原要塞,,
15,時間凍結之地要塞,,
16,象牙塔自治區要塞,,
17,巨石棚廢墟要塞,,
18,崩壞的勝利之地要塞,,
19,戰勝紀念塔要塞,,
20,臨時防禦基地要塞,,
21,風之森林要塞,,
22,留下的精靈森林要塞,,
23,西部邊境哨所要塞,,
24,精靈廢墟要塞,,
101,說話之島港口,說話之島港口,
102,崩壞的勝利之地,崩壞的勝利之地,
197,說話之島村莊,說話之島村莊,
201,西部邊境哨所,西部邊境哨所,
202,殘留的精靈森林,殘留的精靈森林,
301,風車的平原,風車的平原,
302,沈默的墓地,沈默的墓地,
303,掠奪者巢穴,掠奪者巢穴,
397,古魯丁村莊,古魯丁村莊,
398,@1,古魯丁街道要塞,
401,遭到掠奪的農耕地,遭到掠奪的農耕地,
402,魔物掃蕩指揮所,魔物掃蕩指揮所,
403,雄性蜥蜴人棲息地,雄性蜥蜴人棲息地,
404,土瑞克獸人野營地,土瑞克獸人野營地,
497,古魯丁城村莊,古魯丁城村莊,
498,@2,古魯丁平原要塞,
499,古魯丁城,古魯丁城,
501,溫達伍德廢墟,溫達伍德廢墟,
502,激戰地,激戰地,
503,墮落的精靈聖所,墮落的精靈聖所,
504,土瑞克獸人兵營,土瑞克獸人兵營,
598,@3,溫達伍德莊園要塞,
601,塵風峽谷,塵風峽谷,
602,不毛之地,不毛之地,
603,赤岩山脈,赤岩稜線,
697,史坦瑞斯兵營,史坦瑞斯兵營,
698,@4,荒原要塞,
701,伐木地,伐木地,
702,開墾地,開墾地,
703,狄恩城外圍,狄恩城外圍,
704,牧草地,牧草地,
797,狄恩城村莊,狄恩城村莊,
798,@5,狄恩牧草地要塞,
799,狄恩城,狄恩城,
801,陰森之地,陰森之地,
802,克魯瑪沼澤入口,克魯瑪沼澤入口,
803,克魯瑪沼澤,克魯瑪沼澤,
897,遺跡調查團帳篷,遺跡調查團帳篷,
898,@6,克魯瑪沼澤要塞,
901,寂靜的森林,寂靜的森林,
902,塔諾基地入口,塔諾基地入口,
903,塔諾基地內部,塔諾基地內部,
904,豺狼據點,豺狼據點,
998,@7,鬥爭的山峰要塞,
1001,曼陀羅草栽培地,曼陀羅草栽培地,
1002,刑場,刑場,
1003,苦痛的城堡入口,苦痛的城堡入口,
1004,苦痛的城堡內部,苦痛的城堡內部,
1098,@8,吶喊之地要塞,
1101,奇岩自治區入口,奇岩自治區入口,
1102,哥肯的花園,哥肯的花園,
1103,歌唱森林,歌唱森林,
1104,朗克蜥蜴人兵營,朗克蜥蜴人兵營,
1197,奇岩城村莊,奇岩城村莊,
1198,@9,奇岩自治區要塞,
1199,奇岩城,奇岩城,
1201,貿易路,貿易路,
1202,濃霧森林,濃霧森林,
1203,奇岩港口,奇岩港口,
1297,@897,@897,
1298,@10,死亡之霧海岸要塞,
1301,惡魔島臨時港口,惡魔島臨時港口,
1302,受詛咒的黃金洞穴,受詛咒的黃金洞穴,
1303,札肯的幽靈船港口,札肯的幽靈船港口,
1398,@11,惡魔島要塞,
1401,布賴卡巢穴,布賴卡巢穴,
1403,死亡峽谷岔路,死亡峽谷岔路,
1404,龍之墳墓,龍之墳墓,
1405,死亡迴廊,死亡迴廊,
1402,死亡峽谷入口,死亡峽谷入口,
1406,瀕臨死亡邊緣,瀕臨死亡邊緣,
1498,@12,死亡小徑要塞,
1501,獵人之谷,獵人之谷,
1503,提瑪克前哨基地,提瑪克前哨基地,
1502,獵人野營地,獵人野營地,
1597,歐瑞城村莊,歐瑞城村莊,
1598,@14,北風高原要塞,
1599,歐瑞城,歐瑞城,
1601,崩塌的結界,崩塌的結界,
1602,孢子之海,孢子之海,
1603,魔女的森林,魔女的森林,
1697,裝置管制區,裝置管制區,
