Key,Value
ACCOUNT_CONFINE,此帳戶已被封鎖
ACHIEVEMENT,成就
ACHIEVEMENT_CLEAR_ASSETS,達成資源成就！
ACHIEVEMENT_CLEAR_BATTLE,達成戰鬥成就！
ACHIEVEMENT_CLEAR_DAILY,達成每日成就！
ACHIEVEMENT_CLEAR_GROWTH,達成成長成就！
ACHIEVEMENT_CLEAR_ITEM,達成裝備成就！
ACHIEVEMENT_CLEAR_MONTHLY,達成每月成就！
ACHIEVEMENT_CLEAR_SOCIAL,達成社群成就！
ACHIEVEMENT_CLEAR_WEEKLY,達成每週成就！
ACHIEVEMENT_LEVELREWARD_ERROR,已領取成就等級補給品
ACHIEVEMENT_POINT,成就分數
ADENA_LOOTED,獲得[Adena]金幣
SIEGE_FESTIVAL_TICKET_LOOTED,공성전 축제 티켓 [Value]개를 획득하였습니다.
ADENA_NOT_ENOUGH,金幣不足
AHIEVEMENT_HEROIC_WAY,英雄之路
APP_VERSION_UNDER_MIN,使用的版本低於最低版本限制。
APP_VERSION_UNDER_LATEST,"已有最新版本。
要開始下載嗎？"
ARMOR_TYPE_HEAVY,重甲
ARMOR_TYPE_LIGHT,輕甲
ARMOR_TYPE_ROBE,長袍
ASSETS_ACQUIRE_FROM_GUILD_GREETING,向[MemberCount]名血盟成員問候獲得了血盟鑄幣<FontYellow>[AssetCount]</>
ASSETS_ACQUIRE_FROM_RECEIVE_GUILD_GREET,接受[MemberCount]名血盟成員的問候獲得了金幣<FontYellow>[AssetCount]</>
ATTENDANCE_NO_MORE_REWARD,沒有能接收的獎勵
ATTENDANCE_REWARD_SENT_TO_MAILBOX,已發送第[Param1]日的獎勵至信箱
AUCTION_COST,費用
AUCTION_ESTIMATED_TIME,預計登記[Time]
AUCTION_GROUP_ACCESSORY,飾品
AUCTION_GROUP_ARMOR,防具
AUCTION_GROUP_ELIXIR,靈藥/藥水材料
AUCTION_GROUP_ENCHANT,強化材料
AUCTION_GROUP_EquipmentCraft,제작 재료
AUCTION_GROUP_ETC,其他
AUCTION_GROUP_MONSTERCORE,怪物核心
AUCTION_GROUP_SKILLBOOK,技能書/書頁
AUCTION_GROUP_SOULSTONE,搜魂石
AUCTION_GROUP_USEITEM,消耗品
AUCTION_GROUP_WEAPON,武器
AUCTION_GROUP_PET,騎乘寵物
AUCTION_HOUSE,交易所
AUCTION_HOUSE_CATEGORY,範圍
AUCTION_HOUSE_EQ_ITEM_SELL,確定要以[Cost]鑽石登記[Name]{[Name]|}嗎？
AUCTION_HOUSE_FAVORITE_SELLCANCEL,取消販售
AUCTION_HOUSE_FAVORITE_SELLCOMPLETE,完成販售
AUCTION_HOUSE_FAVORITE_SELLFAILED,到期
AUCTION_HOUSE_FAVORITE_SELLING,登記中
AUCTION_HOUSE_FAVORITE_WAITING,等待登記
AUCTION_HOUSE_GRADE,階級
AUCTION_HOUSE_GRADE_C,C
AUCTION_HOUSE_GRADE_A,A
AUCTION_HOUSE_GRADE_B,B
AUCTION_HOUSE_GRADE_R,R
AUCTION_HOUSE_GRADE_S,S
AUCTION_HOUSE_GRADE_SR,SR
AUCTION_HOUSE_ITEM_BUY,確定要以[Cost]鑽石購買[Name]{[Name]|}嗎？
AUCTION_HOUSE_ITEM_FAVORITE,確定要登記為我的最愛嗎？
AUCTION_HOUSE_ITEM_FAVORITE_CANCEL,確定要取消登記我的最愛嗎？
AUCTION_HOUSE_ITEM_SELL,@AUCTION_HOUSE_EQ_ITEM_SELL
AUCTION_HOUSE_LOG_GAIN,獲得
AUCTION_HOUSE_LOG_SPEND,消耗
AUCTION_HOUSE_LOG_STATE_BUY_COMPLETED,完成購買
AUCTION_HOUSE_LOG_STATE_CANCEL_SELL,판매취소
AUCTION_HOUSE_LOG_STATE_SELL_PARTIAL,部分販賣
AUCTION_HOUSE_LOG_STATE_SELL_COMPLETED,完成販售
AUCTION_HOUSE_LOG_STATE_SELL_FAILED,販售失敗
AUCTION_HOUSE_LOG_STATE_SELLING,販售中
AUCTION_HOUSE_LOG_STATE_TIMEOVER,時間到期
AUCTION_HOUSE_LOG_STATE_WAITING_REGISTER,등록 대기중
AUCTION_HOUSE_MAX_PRICE,最高價格
AUCTION_HOUSE_RESULT_GET,"交易完成的項目已經整理完成。
可以立即獲得交易款項,
交易流標的物品將會由移動至信箱。
<FontRed> 扣除手續費及領地稅金後支付。</>"
AUCTION_HOUSE_RESULT_GET_ALL,"모든 판매 물품의 대금을 획득했습니다.
(판매 유찰된 물품은 편지함으로 보내집니다)
<FontRed> 수수료 10% 및 영지 세금이 제외된 후 지급됩니다.</>"
AUCTION_HOUSE_SALES_TYPE,販售狀態
AUCTION_HOUSE_SELECT_CATEGORY,選擇範圍
AUCTION_HOUSE_SELECT_GRADE,選擇階級
AUCTION_HOUSE_SELECT_SORT,選擇排序
AUCTION_HOUSE_SELECT_TYPE,選擇種類
AUCTION_HOUSE_SORT,排序
AUCTION_HOUSE_SORT_CLOSING_DATE,結束日期
