Id,Name,Description,EffectDescription,SkillDialogue
1101,휴먼 검 콤보 1,使用劍與盾牌的基本攻擊,,
1102,휴먼 검 콤보 2,@1101,,
1103,휴먼 검 콤보 3,@1101,,
1104,휴먼 검 콤보 4,@1101,,
1105,휴먼 검 콤보 5,@1101,,
1106,휴먼 검 콤보 6,@1101,,
1201,엘프 검 콤보 1,@1101,,
1202,엘프 검 콤보 2,@1101,,
1203,엘프 검 콤보 3,@1101,,
1204,엘프 검 콤보 4,@1101,,
1205,엘프 검 콤보 5,@1101,,
1206,엘프 검 콤보 6,@1101,,
1301,다크 엘프 검 콤보 1,@1101,,
1302,다크 엘프 검 콤보 2,@1101,,
1303,다크 엘프 검 콤보 3,@1101,,
1304,다크 엘프 검 콤보 4,@1101,,
1305,다크 엘프 검 콤보 5,@1101,,
1306,다크 엘프 검 콤보 6,@1101,,
1401,드워프 검 콤보 1,@1101,,
1402,드워프 검 콤보 2,@1101,,
1403,드워프 검 콤보 3,@1101,,
1404,드워프 검 콤보 4,@1101,,
1405,드워프 검 콤보 5,@1101,,
1406,드워프 검 콤보 6,@1101,,
2101,휴먼 창 콤보 1,使用槍矛的基本攻擊,,
2102,휴먼 창 콤보 2,@2101,,
2103,휴먼 창 콤보 3,@2101,,
2104,휴먼 창 콤보 4,@2101,,
2105,휴먼 창 콤보 5,@2101,,
2106,휴먼 창 콤보 6,@2101,,
2201,엘프 창 콤보 1,@2101,,
2202,엘프 창 콤보 2,@2101,,
2203,엘프 창 콤보 3,@2101,,
2204,엘프 창 콤보 4,@2101,,
2205,엘프 창 콤보 5,@2101,,
2206,엘프 창 콤보 6,@2101,,
2301,다크 엘프 창 콤보 1,@2101,,
2302,다크 엘프 창 콤보 2,@2101,,
2303,다크 엘프 창 콤보 3,@2101,,
2304,다크 엘프 창 콤보 4,@2101,,
2305,다크 엘프 창 콤보 5,@2101,,
2306,다크 엘프 창 콤보 6,@2101,,
2401,드워프 창 콤보 1,@2101,,
2402,드워프 창 콤보 2,@2101,,
2403,드워프 창 콤보 3,@2101,,
2404,드워프 창 콤보 4,@2101,,
2405,드워프 창 콤보 5,@2101,,
2406,드워프 창 콤보 6,@2101,,
3101,휴먼 이도류 콤보 1,使用二刀流的基本攻擊,,
3102,휴먼 이도류 콤보 2,@3101,,
3103,휴먼 이도류 콤보 3,@3101,,
3104,휴먼 이도류 콤보 4,@3101,,
3105,휴먼 이도류 콤보 5,@3101,,
3106,휴먼 이도류 콤보 6,@3101,,
3107,휴먼 이도류 콤보 7,@3101,,
3108,휴먼 이도류 콤보 8,@3101,,
3201,엘프 이도류 콤보 1,@3101,,
3202,엘프 이도류 콤보 2,@3101,,
3203,엘프 이도류 콤보 3,@3101,,
3204,엘프 이도류 콤보 4,@3101,,
3205,엘프 이도류 콤보 5,@3101,,
3206,엘프 이도류 콤보 6,@3101,,
3207,엘프 이도류 콤보 7,@3101,,
3208,엘프 이도류 콤보 8,@3101,,
3301,다크 엘프 이도류 콤보 1,@3101,,
3302,다크 엘프 이도류 콤보 2,@3101,,
3303,다크 엘프 이도류 콤보 3,@3101,,
3304,다크 엘프 이도류 콤보 4,@3101,,
3305,다크 엘프 이도류 콤보 5,@3101,,
3306,다크 엘프 이도류 콤보 6,@3101,,
3307,다크 엘프 이도류 콤보 7,@3101,,
3308,다크 엘프 이도류 콤보 8,@3101,,
3401,드워프 이도류 콤보 1,@3101,,
3402,드워프 이도류 콤보 2,@3101,,
3403,드워프 이도류 콤보 3,@3101,,
3404,드워프 이도류 콤보 4,@3101,,
3405,드워프 이도류 콤보 5,@3101,,
3406,드워프 이도류 콤보 6,@3101,,
3407,드워프 이도류 콤보 7,@3101,,
3408,드워프 이도류 콤보 8,@3101,,
4101,휴먼 단검 콤보 1,使用匕首的基本攻擊,,
4102,휴먼 단검 콤보 2,@4101,,
4103,휴먼 단검 콤보 3,@4101,,
4104,휴먼 단검 콤보 4,@4101,,
4105,휴먼 단검 콤보 5,@4101,,
4106,휴먼 단검 콤보 6,@4101,,
4201,엘프 단검 콤보 1,@4101,,
4202,엘프 단검 콤보 2,@4101,,
4203,엘프 단검 콤보 3,@4101,,
4204,엘프 단검 콤보 4,@4101,,
4205,엘프 단검 콤보 5,@4101,,
4206,엘프 단검 콤보 6,@4101,,
4301,다크 엘프 단검 콤보 1,@4101,,
4302,다크 엘프 단검 콤보 2,@4101,,
4303,다크 엘프 단검 콤보 3,@4101,,
4304,다크 엘프 단검 콤보 4,@4101,,
4305,다크 엘프 단검 콤보 5,@4101,,
4306,다크 엘프 단검 콤보 6,@4101,,
4401,드워프 단검 콤보 1,@4101,,
4402,드워프 단검 콤보 2,@4101,,
4403,드워프 단검 콤보 3,@4101,,
4404,드워프 단검 콤보 4,@4101,,
4405,드워프 단검 콤보 5,@4101,,
4406,드워프 단검 콤보 6,@4101,,
5101,휴먼 활 콤보 1,使用弓箭的基本攻擊,,
5102,휴먼 활 콤보 2,@5101,,
5103,휴먼 활 콤보 3,@5101,,
5104,휴먼 활 콤보 4,@5101,,
5201,엘프 활 콤보 1,@5101,,
5202,엘프 활 콤보 2,@5101,,
5203,엘프 활 콤보 3,@5101,,
5204,엘프 활 콤보 4,@5101,,
5301,다크 엘프 활 콤보 1,@5101,,
5302,다크 엘프 활 콤보 2,@5101,,
5303,다크 엘프 활 콤보 3,@5101,,
5304,다크 엘프 활 콤보 4,@5101,,
5401,드워프 활 콤보 1,@5101,,
5402,드워프 활 콤보 2,@5101,,
5403,드워프 활 콤보 3,@5101,,
5404,드워프 활 콤보 4,@5101,,
6101,휴먼 지팡이 콤보 1,使用魔杖的基本攻擊,,
6102,휴먼 지팡이 콤보 2,@6101,,
6103,휴먼 지팡이 콤보 3,@6101,,
6104,휴먼 지팡이 콤보 4,@6101,,
6201,엘프 지팡이 콤보 1,@6101,,
6202,엘프 지팡이 콤보 2,@6101,,
6203,엘프 지팡이 콤보 3,@6101,,
6204,엘프 지팡이 콤보 4,@6101,,
6301,다크 엘프 지팡이 콤보 1,@6101,,
6302,다크 엘프 지팡이 콤보 2,@6101,,
6303,다크 엘프 지팡이 콤보 3,@6101,,
6304,다크 엘프 지팡이 콤보 4,@6101,,
6401,드워프 지팡이 콤보 1,@6101,,
6402,드워프 지팡이 콤보 2,@6101,,
6403,드워프 지팡이 콤보 3,@6101,,
6404,드워프 지팡이 콤보 4,@6101,,
11111,能量衝擊,"<SkillTitle>[使用所有武器]</>
引爆前方凝結的氣息，讓敵人受到傷害。",傷害量：攻擊力的{[Use34Param]1%}%+{1},
11112,強力攻擊,"<SkillTitle>[劍盾、槍矛、二刀流專用]</>
大力揮武器，給予敵人傷害並擊倒敵人。","傷害量：攻擊力的{[Use34Param]1%}%+{1}
擊倒敵人2秒",
11113,疾襲衝擊,"<SkillTitle>[劍盾、槍矛、二刀流專用]</>
向敵人突擊，給予傷害並擊倒敵人。",@11112,
11121,@11111,@11111,@11111,
11122,致命爆破,"<SkillTitle>[匕首專用]</>
運氣並試圖發動強大的要害攻擊，擊倒對方。",@11112,
11123,突襲斬,"<SkillTitle>[匕首專用]</>
穿過敵人並進行攻擊，使敵人暫時暈眩。","傷害量：攻擊力的{[Use34Param]1%}%+{1}
使敵人暈眩2秒",
11124,能量箭,"<SkillTitle>[弓專用]</>
發射箭矢對敵人造成傷害，並擊倒對方。","傷害量：攻擊力的{[Use34Param]1-1%}%+{1-1}
擊倒敵人2秒",
11125,連環箭,"<SkillTitle>[弓專用]</>
向前方敵人發射兩發箭矢讓敵人受到強大的傷害。",傷害量：2次發射為攻擊力的{[Use34Param]1-1%}%+{1-1},
11131,能量彈,"<SkillTitle>[使用所有武器]</>
向前方發射貫穿的能量球體，攻擊遠方的敵人。",傷害量：攻擊力的{[Use34Param]1-1%}%+{1-1},
11132,火焰狂襲,"<SkillTitle>[魔杖專用]</>
丟出火焰球讓敵人受到爆炸傷害並擊倒敵人。",@11124,
11133,狂風之擊,"<SkillTitle>[魔杖專用]</>
直線貫穿敵人，並引起飛天旋風攻擊敵人。",@11131,
12111,@11111,@11111,@11111,
12112,@11112,@11112,@11112,
12113,@11113,@11113,@11112,
12121,@11111,@11111,@11111,
12122,@11122,@11122,@11112,
12123,@11123,@11123,@11123,
12124,@11124,@11124,@11124,
12125,@11125,@11125,@11125,
12131,@11131,@11131,@11131,
12132,@11132,@11132,@11124,
12133,@11133,@11133,@11131,
13111,@11111,@11111,@11111,
13112,@11112,@11112,@11112,
13113,@11113,@11113,@11112,
13121,@11111,@11111,@11111,
13122,@11122,@11122,@11112,
13123,@11123,@11123,@11123,
13124,@11124,@11124,@11124,
13125,@11125,@11125,@11125,
13131,@11131,@11131,@11131,
13132,@11132,@11132,@11124,
13133,@11133,@11133,@11131,
14111,@11111,@11111,@11111,
14112,@11112,@11112,@11112,
14113,@11113,@11113,@11112,
14121,@11111,@11111,@11111,
14122,@11122,@11122,@11112,
14123,@11123,@11123,@11123,
14124,@11124,@11124,@11124,
14125,@11125,@11125,@11125,
14131,@11131,@11131,@11131,
14132,@11132,@11132,@11124,
14133,@11133,@11133,@11131,
11211,猛擊,"<SkillTitle>[劍盾專用]</>
大力揮武器，給予敵人傷害，並擊倒敵人。","傷害量：攻擊力的 {[Use34Param]1%}% + {1}
敵人2秒倒下
仇恨增加50%",
11212,復仇,"<SkillTitle>[검방패 전용]</>
고함을 질러 주변의 적들을 공격하고, 도발하여 자신을 공격하게 합니다. 피격자는 잠시 동안 제어불능 상태가 되며 스킬을 사용하지 못합니다.","傷害量：攻擊力的{[Use34Param]1%}% + {1}，受到攻擊的敵人8秒內攻擊力減少{4-1}
怪物挑釁：敵人8秒內將攻擊集中在自己身上
玩家挑釁：敵人4秒內無法使用技能且攻擊會集中在自己身上",
11213,霸體,"<SkillTitle>[劍盾專用]</>
暫時讓防禦率增加，並反射部分受到的傷害。","防禦力增加{1-2%}%
反射所受傷害的{1-1%}%
持續時間：15秒",
11221,審判,"<SkillTitle>[槍矛、二刀流專用]</>
大力揮武器，給予敵人傷害並擊倒敵人。",@11112,
11222,怒雷風暴,"<SkillTitle>[槍矛、二刀流專用]</>
大力撞擊地面給予周圍的敵人傷害並讓敵人暈眩。",@11123,
11223,大滅絕,"<SkillTitle>[槍矛、二刀流專用]</>
攻擊時，打擊敵人的數量和攻擊速度增加。","同時打擊數量增加{1-1}、攻擊速度增加{1-2%}%
持續時間：15秒",
11231,砂雲,"<SkillTitle>[匕首專用]</>
向前方噴灑塵土給予敵人傷害。受到攻擊的敵人會視野受阻並大幅減少命中率。","傷害量：攻擊力的{[Use34Param]1%}%+{1}
使敵人10秒內命中率減少{2%}%",
11232,背刺,"<SkillTitle>[匕首專用]</>
瞬間移動到敵人後方，給予附近的敵人傷害並讓敵人暈眩。","傷害量：攻擊力的{[Use34Param]1%}%+{1}
使敵人暈眩3秒",
11233,速度激發,"<SkillTitle>[匕首專用]</>
暫時大幅增加攻擊速度和迴避。","攻擊速度增加{1-1%}%
迴避增加{2-1%}%
持續時間：15秒",
11241,多重射擊,"<SkillTitle>[弓專用]</>
以散射方式發射貫穿敵人的箭矢，給予範圍內的敵人傷害並擊倒敵人。",@11112,
11242,箭雨,"<SkillTitle>[弓專用]</>
向前方5公尺位置半徑4公尺的範圍發射箭雨，不斷給予範圍內的敵人傷害，減少移動速度。","傷害量：攻擊力的{[Use34Param]1-1%}% + {1-1}及
每4次打擊額外追加攻擊力的{[Use34Param]1-2%}% + {1-2}
敵人3秒內移動速度減少{PhyBuff:11242-1%}%",
11243,狙擊者,"<SkillTitle>[활 전용]</>
신중하게 이동하며 공격력과 명중률을 끌어올립니다. 스나이프 상태에서는 더 먼 거리의 적을 상대할 수 있습니다.","攻擊距離4公尺、攻擊力增加{1-2%}%、命中增加{1-3}
持續時間：15秒",
11244,鷹眼,"<SkillTitle>[弓專用]</>
發動鷹的眼睛[鷹眼]。處於鷹眼狀態時會增加暴擊和傷害。","暴擊增加{1-1}、攻擊傷害增加{1-2%}%
持續時間：20秒",
11251,魔法陣‧爆炎,"<SkillTitle>[魔杖專用]</>
在前方產生強大的火柱，給予範圍內的敵人傷害。",傷害量：5次打擊為攻擊力的{[Use34Param]1%}%+{1},
11252,火焰球,"<SkillTitle>[魔杖專用]</>
往前方發射貫穿敵人且在最遠距離會爆炸的巨大火焰球體。","피해량 : 공격력의 {[Use34Param]1-3%}% + {1-3}
폭발 피해량 : 공격력의 {[Use34Param]1-1%}% + {1-1}
폭발 시 피격자 2초동안 넉다운",
11253,魔力強化,"<SkillTitle>[지팡이 전용]</>
스킬을 사용할 때 소모되는 MP의 양이 늘어나며 스킬의 공격력을 강화합니다.","MP 소모량 {1-1%}% 증가
스킬 공격력 {1-2%}% 증가
지속시간: 90초",
11261,神聖懲罰,"<SkillTitle>[魔杖專用]</>
向前方引起神聖的爆炸，讓範圍內的敵人們受到傷害並擊倒敵人。","傷害量：攻擊力的{[Use34Param]1%}%+{1}
擊倒敵人2.5秒",
11262,極大治癒術,"<SkillTitle>[지팡이 전용]</>
자신과 주변 파티원들을 신성한 힘으로 치유하여 HP와 MP를 회복시킵니다.","HP 회복량 : 공격력의 {[Use34Param]1%}% + {1}
MP 회복량 : 공격력의 {[Use34Param]2%}% + {2}",
12211,裁決,"<SkillTitle>[劍盾專用]</>
大力揮武器，給予敵人傷害並擊倒敵人，挑釁敵人讓敵人攻擊自己。","傷害量：攻擊力的{[Use34Param]1%}%+{1}
仇恨值增加30%
使敵人擊倒2秒",
12212,伊瓦斯格雷斯,"<SkillTitle>[劍盾專用]</>
在地面上產生神聖地帶，讓範圍內的敵人受到持續傷害並減少對方的恢復量。","傷害量：6次打擊為攻擊力的{[Use34Param]1%}%+{1}
範圍內的敵人恢復量減少50%",
12213,庇護之勢,"<SkillTitle>[劍盾專用]</>
短時間內對傷害和狀態異常免疫且增加移動速度。","5秒內對傷害及狀態異常免疫
15秒內移動速度增加{2-1%}%",
12221,波動衝擊,"<SkillTitle>[창, 이도류 전용]</>
전방에 검기를 발산하여 멀리 있는 적들에게 피해를 입히며, 이동 속도를 감소 시킵니다.","피해량 : 공격력의 {[Use34Param]1-1%}% + {1-1}
피격자 5초동안 이동속도 {PhyBuff:12221-1%}% 감소",
12222,波動風暴,"<SkillTitle>[槍矛、二刀流專用]</>
向前方發射爆發的劍氣，給予敵人傷害並擊倒對方。","傷害量：攻擊力的{[Use34Param]1-1%}%+{1-1}
擊倒敵人2.5秒",
12223,리듬 오브 컴뱃,"<SkillTitle>[창, 이도류 전용]</>
나와 파티원의 공격력과 방어력이 증가합니다.","공격력 {1-1} 증가
방어력 {1-3} 증가
지속시간: 90초",
12224,獵者之歌,"<SkillTitle>[창, 이도류 전용]</>
나와 파티원의 크리티컬과 크리티컬 대미지가 증가합니다.","크리티컬 {1-1%}% 증가
크리티컬 대미지 {1-2%}% 증가
지속시간: 30초",
12231,三分裂,"<SkillTitle>[匕首專用]</>
向前方快速攻擊3次，給予敵人強大的傷害並減少敵人的防禦力、攻擊速度和移動速度。","傷害量：攻擊力的{[Use34Param]1%}%+{1}
使敵人5秒內防禦力減少{2-1%}%
使敵人5秒內攻擊速度減少{2-3%}%
移動速度減少{2-4%}%",
12232,刀刃颶風,"<SkillTitle>[匕首專用]</>
向前方猛烈攻擊，不斷讓範圍內的敵人受到傷害。被攻擊的敵人會暈眩。","傷害量：攻擊力的{[Use34Param]1-1%}%+{1-1}
使敵人暈眩3秒",
12233,大地行走,"<SkillTitle>[匕首專用]</>
攻擊速度和移動速度大幅增加，且持續時間內HP吸收率會增加。","攻擊速度增加{1-1%}%、移動速度增加{1-2%}%
HP吸收率增加{1-3%}%
持續時間：20秒",
12241,斷魂箭,"<SkillTitle>[弓專用]</>
發射尖銳的貫穿型箭矢讓前方的敵人受到傷害並讓敵人暈眩。","傷害量：攻擊力的{[Use34Param]1-1%}%+{1-1}
擊倒敵人2秒",
12242,二連矢,"<SkillTitle>[활 전용]</>
전방에 활 모양의 기를 2회 연속으로 날려 관통되는 적들에게 피해를 입힙니다. 피격된 상대는 방어력이 감소합니다.","피해량 : 2번의 발사 당 공격력의 {[Use34Param]1-1%}% + {1-1}
피격자 10초동안 방어력 {PhyBuff:12242-1%}% 감소",
12243,心眼,"<SkillTitle>[弓專用]</>
暴擊率大幅增加。","暴擊增加{1-1}
持續時間：30秒",
12244,雙倍移動加速,"<SkillTitle>[弓專用]</>
攻擊速度和移動速度增加。","移動速度增加{1-1%}、攻擊速度增加{1-2%}%
持續時間：30秒",
12251,冰錐術,"<SkillTitle>[魔杖專用]</>
向前方發射冰槍矛，讓敵人受到強大的傷害和緩速效果。","傷害量：攻擊力的{[Use34Param]1-2%}% + {1-2}
敵人5秒內移動速度減少{PhyBuff:12251-1%}%",
12252,暴風雪,"<SkillTitle>[魔杖專用]</>
持續在自己周邊引起暴風雪，攻擊周邊造成傷害，受到攻擊的敵人會有緩速和暈眩效果。","傷害量 :5次攻擊為攻擊力的{[Use34Param]1%}% + {1}
使敵人5秒內移動速度減少{2-1%}% 
使敵人暈眩2秒",
12261,神聖之火,"<SkillTitle>[魔杖專用]</>
用神聖的火焰柱發動攻擊，讓敵人受到傷害並受到傷害增加效果。","傷害量：攻擊力的{[Use34Param]1%}%+{1}和
每2次打擊額外追加攻擊力的{[Use34Param]2-1%}%+{2-1}
使敵人7秒內受到的傷害增加{3-1%}%",
12262,修復術,"<SkillTitle>[魔杖專用]</>
賦予持續讓自己和周圍隊員恢復HP的效果。",恢復量：6秒內，攻擊力的{[Use34Param]1-1%}%+{1-1},
12263,精神恢復,"<SkillTitle>[지팡이 전용]</>
기운을 북돋아, 나와 파티에 대하여 스킬의 쿨타임을 감소시키며, 해로운 효과를 제거합니다.","스킬 재사용시간 {1-1#}초 감소
지속시간: 20초
스킬 사용 시 디버프 효과 삭제",
12264,跟隨防禦,"<SkillTitle>[魔杖專用]</>
自己和隊伍的防禦力增加。","防禦力增加{1-1%}%
持續時間：40秒",
13211,生命吸取,"<SkillTitle>[劍盾專用]</>
大力揮武器，給予敵人傷害，吸收部分HP。使敵人防禦力減少。","傷害量：攻擊力的{[Use34Param]1%}%+{1}
吸收受到傷害的30%
使敵人防禦力減少{2-1%}%",
13212,灼蛇鎖鍊,"<SkillTitle>[劍盾專用]</>
將前方6公尺內的敵人們拉到自己的前面，在讓敵人受到傷害並暫時暈眩後，讓敵人攻擊自己。","피해량 : 공격력의 {[Use34Param]1%}% + {1}
도발 : 8초동안 몬스터의 공격을 자신에게 집중
피격자 2.5초동안 기절",
13213,極限防禦,"<SkillTitle>[劍盾專用]</>
增加防禦力且一定時間內減少被攻擊目標的移動速度。","防禦力增加{1-1%}%及額外增加{1-3}
在效果期間攻擊的目標5秒內移動速度減少50%
持續時間：15秒",
13221,槍舞旋風,"<SkillTitle>[槍矛、二刀流專用]</>
大力揮武器，給予敵人傷害並擊倒敵人。",@11124,
13222,劇烈風暴,"<SkillTitle>[창, 이도류 전용]</>
제자리에서 돌면서 주변을 공격합니다.
피격자는 슬로우 효과를 얻습니다.
스킬 사용 중에 빠르게 이동을 할 수 있습니다.","피해량 : 7번의 타격 당 공격력의 {[Use34Param]1%}% + {1}
피격자 3초동안 이동속도 {2-1%}% 감소
7초간 이동속도 {3-1%}% 증가",
13223,戰士之舞,"<SkillTitle>[槍矛、二刀流專用]</>
自己和隊伍的物理攻擊力增加。","物理攻擊力增加{1-1}
持續時間：40秒",
13224,狂暴之舞,"<SkillTitle>[槍矛、二刀流專用]</>
自己和隊伍的攻擊速度增加。","攻擊速度增加{1-1%}%
持續時間：40秒",
13231,要害刺擊,"<SkillTitle>[匕首專用]</>
攻擊前方的敵人，讓敵人受到額外的傷害及出血，部分傷害會無視防禦力。","傷害量：攻擊力的{[Use34Param]1%}%+{1}
無視防禦力傷害量 : {2}
使敵人額外增加傷害3秒",
13232,腥血之雨,"<SkillTitle>[匕首專用]</>
攻擊周圍的敵人，讓敵人受到額外的傷害及出血。使敵人暫時暈眩。","傷害量：攻擊力的{[Use34Param]1%}%+{1}
使敵人額外增加傷害3秒、使敵人暈眩2秒",
13233,痛擊之勢,"<SkillTitle>[匕首專用]</>
讓暴擊傷害大幅提升。另外，暴擊率會暫時提高為最大值。","暴擊傷害增加{1-1%}%、持續時間：20秒
額外增加效果：4秒內暴擊率提升為最大值",
13241,死之螯針,"<SkillTitle>[弓專用]</>
大力拉弓弦，向前方發射強力箭矢。發射的箭矢會貫穿敵人並讓敵人受到強大的傷害。",@11131,
13242,衝擊箭,"<SkillTitle>[弓專用]</>
讓敵人們受到傷害並暫時暈眩。",@11232,
13243,火速疾射,"<SkillTitle>[弓專用]</>
攻擊速度暫時變快。","攻擊速度增加{1-1%}%
持續時間：15秒",
13244,致命反擊,"<SkillTitle>[弓專用]</>
暫時放棄迴避，專心在攻擊上。啟動期間，攻擊力會大幅增加。","攻擊力增加{1-1}、迴避減少{1-2%}%
持續時間：15秒",
13251,黑暗氣息,"<SkillTitle>[魔杖專用]</>
持續向前方發射黑暗屬性的火焰讓敵人受到傷害。使用中可以轉換火焰的方向。",傷害量：7次打擊為攻擊力的{[Use34Param]1%}%+{1},
13252,腐化,"<SkillTitle>[魔杖專用]</>
在前方產生腐爛地帶，不斷讓範圍內的敵人受到傷害。使敵人減少防禦力和移動速度。","傷害量：5次打擊為攻擊力的{[Use34Param]1%}%+{1}
使敵人暫時減少防禦力和移動速度",
13253,致命智慧,"<SkillTitle>[魔杖專用]</>
暫時將魔法攻擊力提高到極限。","魔法攻擊力增加{1-1}
持續時間：15秒",
13261,吸血鬼之吻,"<SkillTitle>[魔杖專用]</>
讓前方的敵人受到傷害，隊員的HP會依敵人受到的傷害量比例進行恢復。恢復目標剩餘的HP越少，能恢復的HP越多。","傷害量：攻擊力的{[Use34Param]1%}%+{1}
恢復量：依照恢復目標目前HP的比例，恢復敵人受到傷害量的20%~60%",
13262,血腥暴怒,"<SkillTitle>[지팡이 전용]</>
주변에 암흑 속성의 충격파를 발산하여 적들에게 피해와 슬로우 효과를 입힙니다. 피격 된 대상은 이로운 효과를 삭제됩니다.","피해량 : 공격력의 {[Use34Param]1%}% + {1}
피격자 4초동안 이동속도 {2%}% 감소
피격자 버프 효과 삭제",
13263,魔力催化,"<SkillTitle>[지팡이 전용]</>
지속 시간동안 HP가 일정 수치 아래로 하락하지 않으며, HP가 소량 회복됩니다.","HP가 {1-1} 이하로 하락하지 않음
지속시간: 5초
HP {2} 회복",
13264,엠파워(회복),@13263,"魔法攻擊力增加{1-1}
持續時間：20秒",
14211,猛推,"<SkillTitle>[劍盾專用]</>
大力揮武器給予敵人傷害，挑釁敵人讓敵人攻擊自己。使敵人防禦力減少。","피해량 : 공격력의 {[Use34Param]1-1%}% + {1-1}
상대 방어력 {2-1%}% 감소, 도발 : 8초동안 몬스터의 공격을 자신에게 집중",
14212,烈震閃,"<SkillTitle>[劍盾專用]</>
向下捶打地面，給予周圍的敵人傷害並暈眩敵人，被攻擊者的攻擊力會減少。","피해량 : 공격력의 {[Use34Param]1-1%}% + {1-1}
피격자 8.5초동안 공격력 20% 감소
피격자 2.5초동안 기절",
14221,強力破擊,"<SkillTitle>[槍矛、二刀流專用]</>
強烈的攻擊前方，讓範圍內的敵人受到巨大傷害。",@11131,
14222,跳躍攻擊,"<SkillTitle>[槍矛、二刀流專用]</>
跳躍到最遠6公尺內的目標並攻擊周圍的敵人。使敵人暫時倒下無法行動。",@12222,
14223,憤怒矮人,"<SkillTitle>[槍矛、二刀流專用]</>
持續時間內攻擊力增加，受到的傷害量減少。","攻擊力增加{1-1}
受到的傷害量減少{1-2%}%
持續時間：15秒",
14231,刀刃亂舞,"<SkillTitle>[匕首專用]</>
向前方貫穿敵人並突擊。
被貫穿的敵人對暴擊變得很脆弱。","傷害量：攻擊力的{[Use34Param]1%}%+{1}
使敵人10秒內暴擊抵抗減少{2-1%}%",
14232,五芒星耀,"<SkillTitle>[匕首專用]</>
以五芒星的方式快速移動並攻擊敵人。使敵人減少移動速度且無法使用技能。","傷害量：攻擊力的{[Use34Param]1%}% +{1}
使敵人10秒內移動速度減少{2-1%}%
沉默5秒",
14233,尋找金幣,"<SkillTitle>[匕首專用]</>
戰鬥時，會發現更多的金幣和增加移動速度，且讓攻擊目標處於中毒和緩速狀態。","獲得的金幣量增加{1-1%}%，移動速度增加{1-2%}%
持續時間內使敵人受到中毒傷害，移動速度減少
持續時間：60秒",
