Id,PlaceName
1,生機勃勃的關口
2,巨石棚遺址
3,說話之島村莊
4,崩壞的勝利之地
5,戰勝紀念塔
6,臨時防禦基地
7,安赫班特魔法學院
8,風之森林
9,殘留的精靈森林
10,西部邊境哨所
11,精靈廢墟
12,古魯丁港口
13,古魯丁村莊
14,風車的平原
15,沈默的墓地
16,掠奪者的巢穴
17,古魯丁城村莊
18,魔物掃蕩地
19,遭到掠奪的農耕地
20,雄性蜥蜴人棲息地
21,土瑞克獸人野營地
22,帕米爾湖
23,古魯丁城外圍
24,古魯丁城
25,溫達伍德廢墟
26,激戰地
27,墮落的精靈聖所
28,土瑞克獸人兵營
29,塵風峽谷
30,不毛之地
31,史坦瑞斯兵營
32,赤岩稜線
33,狄恩城外圍
34,狄恩城村莊
35,伐木地
36,狄恩開墾地
37,避難處
38,狄恩牧草地
39,陰森之地
40,遺跡調查團帳篷
41,遺跡挖掘地
42,沼澤地
43,克魯瑪高塔入口
44,樹蔭沼澤地
45,寂靜的森林
46,豺狼據點
47,塔諾前哨基地
48,紛爭地區
49,曼陀羅草栽培地
50,刑場
51,苦痛的城堡
52,崩壞的城堡
53,焚燒場
54,奇岩城村莊
55,哥肯的花園
56,奇岩城外圍
57,歌唱森林
58,朗克蜥蜴人兵營
59,寂靜的空地
60,奇岩城
61,貿易路
62,亡者海岸
63,巨人們的森林
64,奇岩港口
65,豺狼盜賊群巢穴
66,巨人祭壇
67,海風沼澤地
68,黃金洞穴
69,怨恨之坑
70,布賴卡獸人巢穴
71,死亡迴廊
72,死亡峽谷
73,獵人之谷
74,歐瑞城村莊
75,歐瑞城外圍
76,蜥蜴沼澤地
77,提瑪克前哨基地
78,憤怒的塔諾高原
79,崩塌的結界
80,孢子之海
81,魔女的森林
82,無法者的森林
83,魔道的森林
84,提瑪克獸人兵營
85,象牙塔噴火口
90,邪惡裂縫
91,絕望的要塞
92,獵人的墳墓
93,龍族之地
94,安塔瑞斯的洞穴入口
95,精靈廢墟地下1樓
96,精靈廢墟地下2樓
97,螞蟻洞窟地下1樓
98,螞蟻洞窟地下2樓
99,克魯瑪高塔2樓
100,克魯瑪高塔3樓
101,象牙塔地下1樓
102,象牙塔地下2樓
103,象牙塔地下3樓
104,상아탑 지하 연구소
105,비밀의 숲 상층
106,비밀의 숲 하층
107,비밀의 숲 학살지
1001,바르칼론의 흔적
1002,여왕 개미의 동굴
1003,象牙塔地下1樓
30000004,古魯丁港口
30000005,지하실
30000006,마물 소환석 내부
30000007,이공간
30000008,克魯瑪高塔2樓
30000009,札肯的深淵
30000010,札肯的深淵
30000011,鮮血之王的領地
30000012,克魯瑪高塔3樓
