Id,Name,Desc
1,探索精靈廢墟地下1樓,消滅{TaskCount}隻萊肯
2,@1,@1
3,@1,@1
4,@1,消滅{TaskCount}隻死亡莫杜斯
5,@1,@4
6,@1,@4
7,@1,消滅可怕之翼{TaskCount}次
8,@1,消滅盧卡溫{TaskCount}次
9,@1,消滅瑞克妮{TaskCount}次
10,@1,獲得怪物核心{TaskCount}個
11,@1,@10
12,@1,消滅副本怪物{TaskCount}隻
13,@1,@12
14,探索精靈廢墟地下2樓,消滅史巴托狂戰士{TaskCount}隻
15,@14,消滅史巴托斥候{TaskCount}隻
16,@14,消滅廢墟鋼鐵蜘蛛{TaskCount}隻
17,@14,消滅廢墟長齒蜘蛛{TaskCount}隻
18,@14,消滅史巴托追捕者{TaskCount}隻
19,@14,消滅史巴托襲擊者{TaskCount}隻
20,@14,@14
21,@14,@15
22,@14,@16
23,@14,@17
24,@14,@18
25,@14,@19
26,@14,消滅瑪尼亞科斯{TaskCount}次
27,@14,消滅畢拉斯{TaskCount}次
28,@14,消滅死亡檢察官{TaskCount}次
29,@14,消滅尼克魯斯{TaskCount}次
30,@14,@10
31,@14,@10
32,@14,@10
33,@14,@12
34,@14,@12
35,@14,@12
36,探索螞蟻洞窟地下1樓,消滅兵蟻幼蟲{TaskCount}隻
37,@36,消滅工蟻幼蟲{TaskCount}隻
38,@36,消滅工蟻{TaskCount}隻
39,@36,消滅兵蟻{TaskCount}隻
40,@36,@36
41,@36,@37
42,@36,@38
43,@36,消滅里柏{TaskCount}次
44,@36,消滅螞蟻洞窟監督官{TaskCount}次
45,@36,@10
46,@36,@10
47,@36,@10
48,@36,@12
49,@36,@12
50,@36,@12
51,探索螞蟻洞窟地下2樓,消滅幼蟻{TaskCount}隻
52,@51,消滅工蟻監督{TaskCount}隻
53,@51,消滅兵蟻新兵{TaskCount}隻
54,@51,@51
55,@51,@52
56,@51,@53
57,@51,消滅螞蟻洞窟親衛隊長{TaskCount}次
58,@51,消滅產卵地管理者{TaskCount}次
59,@51,@10
60,@51,@10
61,@51,@10
62,@51,@12
63,@51,@12
64,@51,@12
65,探索克魯瑪高塔2樓,消滅莫勒戴歐的部下{TaskCount}隻
66,@65,消滅艾斯庫洛{TaskCount}隻
67,@65,消滅破塔{TaskCount}隻
68,@65,消滅高級艾斯庫洛{TaskCount}隻
69,@65,消滅莫勒戴歐的親衛隊{TaskCount}隻
70,@65,消滅凝聚的破塔{TaskCount}隻
71,@65,消滅米斯提{TaskCount}次
72,@65,消滅斯泰雷歐斯{TaskCount}次
73,@65,消滅莫勒戴歐大師{TaskCount}次
74,@65,消滅賽勒弗普因{TaskCount}次
75,@65,@10
76,@65,@10
77,@65,@10
78,@65,@10
79,@65,@10
80,@65,@10
81,@65,@12
82,@65,@12
83,@65,@12
84,@65,@12
85,@65,@12
86,@65,@12
87,探索克魯瑪高塔3樓,消滅瓦里達斯警衛弓兵{TaskCount}隻
88,@87,消滅瓦里達斯斥候{TaskCount}隻
89,@87,消滅估瑟托斯基座{TaskCount}隻
90,@87,消滅庫辛基座{TaskCount}隻
91,@87,消滅梅弗爾德{TaskCount}隻
92,@87,@87
93,@87,@88
94,@87,@89
95,@87,@90
96,@87,@91
97,@87,消滅葛拉裘{TaskCount}次
98,@87,消滅尤里烏斯{TaskCount}次
99,@87,消滅瑪格那斯{TaskCount}次
100,@87,@10
101,@87,@10
