Id,Name,Desc
1,冒險家,具有無限可能的初心者。可轉職為鬥士、盜賊、法師。
2,鬥士,以近身戰為主的戰士。
3,盜賊,善於使用匕首與弓的攻擊手。
4,法師,使用魔法攻擊敵人的攻擊手。
5,聖騎士,以高防禦力與防禦技能武裝的坦克。
6,傭兵,能持續弱化敵人的攻擊手。
7,寶藏獵人,讓敵人暈厥後施展連續攻擊的攻擊手。
8,鷹眼,能施展大範圍傷害與緩速的遠距離攻擊手。
9,術士,能給予持續火焰傷害的攻擊手。
10,主教,以治癒和暈厥技能輔助我方的補師。
31,@1,@1
32,@2,@2
33,@3,@3
34,@4,@4
35,聖殿騎士,能施展大範圍攻擊的攻擊型坦克。
36,劍術詩人,中距離攻擊特別出眾的攻擊手。
37,大地行者,以快攻逼迫敵人的攻擊手。
38,銀月遊俠,能快速攻擊敵人的遠距離攻擊手。
39,咒術詩人,能讓敵人降速或冰凍的輔助型攻擊手。
40,長老,能大量恢復我方HP的補師。
61,@1,@1
62,@2,@2
63,@3,@3
64,@4,@4
65,席琳騎士,吸收敵人HP進行戰鬥的攻擊型坦克。
66,劍刃舞者,以高攻擊力讓周圍夷為平地的攻擊手。
67,深淵行者,以快速攻擊給予敵人出血傷害的攻擊手。
68,闇影遊俠,攻擊速度雖然低，但是能給予強力一擊的攻擊手。
69,狂咒術士,能善用詛咒與大範圍持續傷害的攻擊手。
70,席琳長老,能提高我方戰鬥力並讓隊員恢復的補師。
91,@1,@1
92,@2,@2
93,@3,@3
94,@4,@4
95,守護者,能施展大範圍控制魔法的坦克。
96,屠殺者,@68
97,收集者,以快速移動技能引誘敵人的攻擊手。
98,弩弓遊俠,能善用陷阱與迴避技能的遠距離攻擊手。
99,爭鬥巫師,能快速施展小範圍技能的攻擊手。
100,賢者,能增加隊伍防禦力的輔助型補師。
