Id,Title,Name
19,,恢復之泉
31,,紅隊西邊防禦塔
32,,紅隊東邊防禦塔
33,,紅隊聖物防禦塔
34,,籃隊西邊防禦塔
35,,籃隊東邊防禦塔
36,,籃隊聖物防禦塔
20,,@19
37,,@31
38,,@32
39,,@33
40,,@34
41,,@35
42,,@36
43,,클래스 변경 수정
44,,@43
45,,바람의 제단
46,,대지의 제단
101,,中央攻城基地
102,,東邊攻城基地
103,,西邊攻城基地
104,,中央外城門
105,,東邊外城門
106,,西邊外城門
107,,正門左側防禦塔
108,,正門右側防禦塔
109,,謁見室門左側防禦塔
110,,謁見室門右側防禦塔
115,,火之門左側防禦塔
116,,火之門右側防禦塔
117,,水之門左側防禦塔
118,,水之門右側防禦塔
119,,聖物房門左側防禦塔
120,,聖物房門右側防禦塔
121,,聖物左側防禦塔
122,,聖物右側防禦塔
123,,左側陷阱
124,,右側陷阱
201,任務管理者,羅伊德
202,遺物管理者,佩勒奈
203,藥水管理者,杰基
204,宴會管理員,艾瑪
205,雜貨商,潘
211,,凝聚水晶
212,,壁爐
301,,綠色拉泰爾洛柏斯特
302,,銀色拉泰爾洛柏斯特
303,,金色拉泰爾洛柏斯特
304,,曼陀羅草
305,,庭院守護者
401,계정 창고지기,니겔
402,은빛용병단,아이멜
403,@205,@205
404,,은빛 용병단원
405,,마그나딘 경비병
406,대장장이 장인,모바트
407,,구경꾼
408,,@407
409,주문서 상인,웨일리스
410,,초보 마법사
411,사서,파제인
412,,독서가
413,,@412
414,제빵사,브레만
415,,빵집 아이
416,,배고픈 아이
417,,심심한 아이
418,무기 상인,폰디악
419,,모험가
420,,@419
421,낚시 상인,테그마
422,,낚시꾼
423,,마법사
424,펫 관리사,큐비
425,,젊은 귀부인
426,,호기심 많은 아이
427,,로미
428,,줄리
429,,노인
430,,신난 아이
431,,꼬마
432,,아기 블랙베어
433,,탐험가
434,바비큐 상인,마두카
435,,리에
436,,미오
437,,용병단 간부
438,,인부
439,음유시인,아시렌
440,텔레포터,@409
441,은빛용병단장,하딘
442,@402,테오도르
443,만물상 상단주,펠리시아
444,@402,러셀
445,가이드,차우
446,@445,린시아
447,@445,세이칸
448,개인 창고지기,가투소
449,미용사,까트리나
450,놀이꾼,리나
451,홍빠오,아다
452,순간이동사,아가타
453,@452,캐서린
454,@452,그레이스
455,@452,한나
456,혈맹 관리인,휴버트
457,요새 관리인,제임스
458,공성 관리인,해리
459,아지트 관리인,쟈스민
460,혈맹 경매인,코트니
461,경매인,다리오
462,@401,딕시
463,캐릭터 창고지기,에디스
464,전장 관리인,더스틴
550,,은빛용병단원
551,,@550
552,,은빛용병단 장교
553,,은빛용병단 학자
554,,@553
555,,@553
556,,만물상단원
557,,@556
558,,@556
559,,글루디오 사절단
560,,@559
561,,@559
562,,디온 사절단
563,,@562
564,,@562
565,,기란 사절단
566,,@565
567,,@565
568,,오렌 사절단
569,,@568
570,,@568
571,,인나드릴 사절단
572,,@571
573,,@571
574,,아덴 사절단
575,,@574
576,,@574
577,,엘모어 사절단
578,,@577
579,,@577
580,,그레시아 사절단
581,,@580
582,,@580
583,,엘프 사절단
584,,@583
585,,@583
586,,다크엘프 사절단
587,,단원의 가족
588,,@587
589,,@587
590,,@587
591,,@587
1001,技能測試用,休里戈
1101,戰鬥平衡用,슈리거1Lv
1102,@1101,슈리거2Lv
1103,@1101,슈리거3Lv
