Id,Name,Desc,DialogNpcName,Dialog
1111,1. 忍耐的證明,消滅怪物{TaskCount}隻數,,
1112,2. 一天的總結,突破簡單難度的每日副本,艾爾美,"哇~ 已經消滅50隻了，真的好厲害！！<p>接下來的考驗是突破簡單難度的每日副本！
在聖域的首領可是出了名的強大。<p>只有真正的戰士才能打倒牠們！
來！快去證明你的實力吧！"
1113,3. 準備的態度,獲得{TaskCount}個C級道具,@1112,哇-我還真是第一次看到有人在這麼短的時間內消滅聖域內的首領呢。真的很厲害？<p>接下來的考驗是...嗯。雖然也稱不上是考驗...其實就是收集C級道具。<p>戰鬥中會發現裝備升級的需求!這時需要的就是C級道具，收集這類道具用在裝備強化就會有很大的幫助!快去收集C級道具吧！
1114,4. 萬人的認同,請參加{TaskCount}次以上決鬥。,@1112,"如何?用C級道具來升級有很大的幫助吧?!<p>來!既然升級裝備了，就該輪到好好發揮實力了吧？<p>怪物？哈哈！
我已經看過很多和怪物戰鬥了，這次就讓我看看和人對戰吧！<p>都成為銀光傭兵團了，還在競技場被人欺負可是會很沒面子的。最少得具備一定的實力啊？<p>嗯嗯。我來看看~好~參加1次！
參加1次競技場後再回來吧。這種程度對你來說應該很簡單吧？<p>不要這麼誇張的表情啦~
我入團的時候可是要參加100次呢！
快去！加油！"
1115,5. 證明資格,獲得{TaskCount}金幣,@1112,"噢-這麼快？已經參加1次競技場了？<p>那就立刻接著進行下個考驗吧？<p>下個考驗是獲得1萬金幣。<p>算是同時考驗你的狩獵能力與財政管理能力！
若不能管好財政，在重要的瞬間可能會因為缺錢而死亡-<p>來-來-那就快去收集1萬金幣吧！"
1116,6. 突破極限,成功強化裝備{TaskCount}次,@1112,"那我們繼續進行下個考驗吧？<p>下個考驗是強化你的裝備。<p>附帶一提，對傭兵來說裝備就跟生命一樣重要。
想在戰場上活命，就要持續不斷的強化裝備！<p>那就快去吧！去強化成功1次！"
1117,7. 認證,消滅人骨收藏家基利歐斯{TaskCount}次,@1112,哇~終於要到最終考驗了？恭喜啊！果然上頭看中的人才就是不一樣？<p>因為你的實力出眾，所以這次打算讓你參加基利歐斯討伐戰！基利歐斯是專門屠殺人類的可怕惡魔！<p>因為太過危險，在傭兵團內也只會交給實力出眾的成員。結果沒想到這次上頭卻要把這次任務交給你呢！<p>我還真是第一次遇到這種事！這表示他們非常認同你的實力吧！<p>既然最後一個考驗被這項任務代替了，希望你能成功消滅牠！雖然不簡單，不過還是祝你好運！<p>對了！這個任務應該會比你想的更難，建議你可以帶上同伴一起執行！
1121,@1111,@1111,,
1122,@1112,@1112,@1112,@1112
1123,@1113,@1113,@1112,@1113
1124,@1114,@1114,@1112,@1114
1125,@1115,@1115,@1112,@1115
1126,@1116,@1116,@1112,@1116
1127,@1117,@1117,@1112,@1117
1131,@1111,@1111,,
1132,@1112,@1112,@1112,@1112
1133,@1113,@1113,@1112,@1113
1134,@1114,@1114,@1112,@1114
1135,@1115,@1115,@1112,@1115
1136,@1116,@1116,@1112,@1116
1137,@1117,@1117,@1112,@1117
1211,@1111,@1111,,
1212,@1112,@1112,@1112,@1112
1213,@1113,@1113,@1112,@1113
1214,@1114,@1114,@1112,@1114
1215,@1115,@1115,@1112,@1115
1216,@1116,@1116,@1112,@1116
1217,@1117,@1117,@1112,@1117
1221,@1111,@1111,,
1222,@1112,@1112,@1112,@1112
1223,@1113,@1113,@1112,@1113
1224,@1114,@1114,@1112,@1114
1225,@1115,@1115,@1112,@1115
1226,@1116,@1116,@1112,@1116
1227,@1117,@1117,@1112,@1117
1231,@1111,@1111,,
1232,@1112,@1112,@1112,@1112
1233,@1113,@1113,@1112,@1113
1234,@1114,@1114,@1112,@1114
1235,@1115,@1115,@1112,@1115
1236,@1116,@1116,@1112,@1116
1237,@1117,@1117,@1112,@1117
1311,@1111,@1111,,
1312,@1112,@1112,@1112,@1112
1313,@1113,@1113,@1112,@1113
1314,@1114,@1114,@1112,@1114
1315,@1115,@1115,@1112,@1115
1316,@1116,@1116,@1112,@1116
1317,@1117,@1117,@1112,@1117
1321,@1111,@1111,,
1322,@1112,@1112,@1112,@1112
1323,@1113,@1113,@1112,@1113
1324,@1114,@1114,@1112,@1114
1325,@1115,@1115,@1112,@1115
1326,@1116,@1116,@1112,@1116
1327,@1117,@1117,@1112,@1117
1331,@1111,@1111,,
1332,@1112,@1112,@1112,@1112
1333,@1113,@1113,@1112,@1113
1334,@1114,@1114,@1112,@1114
1335,@1115,@1115,@1112,@1115
1336,@1116,@1116,@1112,@1116
1337,@1117,@1117,@1112,@1117
1411,@1111,@1111,,
1412,@1112,@1112,@1112,@1112
1413,@1113,@1113,@1112,@1113
1414,@1114,@1114,@1112,@1114
1415,@1115,@1115,@1112,@1115
1416,@1116,@1116,@1112,@1116
1417,@1117,@1117,@1112,@1117
1421,@1111,@1111,,
1422,@1112,@1112,@1112,@1112
1423,@1113,@1113,@1112,@1113
1424,@1114,@1114,@1112,@1114
1425,@1115,@1115,@1112,@1115
1426,@1116,@1116,@1112,@1116
1427,@1117,@1117,@1112,@1117
1431,@1111,@1111,,
1432,@1112,@1112,@1112,@1112
1433,@1113,@1113,@1112,@1113
1434,@1114,@1114,@1112,@1114
1435,@1115,@1115,@1112,@1115
1436,@1116,@1116,@1112,@1116
1437,@1117,@1117,@1112,@1117
