Key,Value
10001,패킷 버전이 서버와 일치하지 않습니다. 앱을 다시 실행해 주세요.
10002,업데이트를 위해 게임을 재실행해 주세요.
10003,서버 오류 (DB)
10004,서버 오류 (LUA)
10005,엑셀 테이블 에러
10006,서버 오류 (Parameter)
10007,서버 오류 (Logic)
10008,서버 오류
10009,로그인을 하지 않았습니다.
10010,이미 접속중입니다.
10011,킥아웃할 대상이 없습니다.
10012,잘못된 인증입니다
10013,잘못된 캐릭터 식별자입니다
10014,잘못된 클래스 정보입니다
10015,잘못된 성별입니다
10016,잘못된 이름입니다.
10017,잘못된 NPC 정보입니다
10018,잘못된 플레이어 식별자입니다
10019,잘못된 종족 정보입니다
10020,잘못된 스킬입니다
10021,잘못된 스킬 대상입니다
10022,잘못된 상태입니다
10023,잘못된 지역 정보입니다
10024,기기 식별자가 비어있습니다
10025,이미 사용 중인 이름입니다.
10026,스킬 시전 중입니다.
10027,스턴 상태입니다.
10028,죽지 않았습니다.
10029,MP가 부족합니다.
10030,세션이 끊겼습니다.
10031,GameToken 이 최신이 아닙니다.
10032,"프로토콜 오류
최신버전 업데이트가 필요합니다."
10033,시스템 에러
10034,GameToken 포맷 오류
10035,GameToken 이 존재하지 않습니다.
10036,점검중입니다.
10037,Account 가 비어있습니다.
10038,아직 준비 중입니다.
10039,"현재 캐릭터 생성이 제한되어 있는 서버로, 입장하실 수 없습니다. 다른 서버를 이용해 주시길 부탁 드립니다."
10040,넷마블S 보안 실패
10100,탈퇴한 유저입니다.
