Type,Name
0,附著在武器
1,物理攻擊力
2,魔法攻擊力
3,物理攻擊力增加率
4,魔法攻擊力增加率
5,一般攻擊的攻擊力
6,比照隊員的攻擊力增加率
7,攻擊速度增加率
8,增益效果
9,增加暴擊傷害機率
14,增加暴擊命中率
15,增加暴擊抵抗率
16,物理傷害
17,魔法傷害
18,無視防禦力
19,目標的HP減少
20,目標的HP減少(%)
21,物理防禦力
22,魔法防禦力
23,物理防禦力增加率
24,魔法防禦力增加率
26,迴避
27,迴避增加率
28,增加迴避率
29,命中
30,命中增加率
31,增加命中率
32,傷害量增加率
33,物理傷害量增加率
34,@IncreaseDamagePhyMul
35,對緩速目標的傷害量增加率
36,無視防禦傷害
37,傷害量減少率
38,物理傷害量減少率
39,魔法傷害量減少率
40,減少固定傷害
41,阻擋機率
42,阻擋傷害減少率
43,持續物理傷害
44,持續魔法傷害
45,以攻擊力為基礎恢復HP
46,持續傷害治癒
47,地形效果
48,威脅數值增加率
49,HP
50,依照最大HP%數增加HP
51,HP回復量
52,HP吸收率
53,HP吸收（主動吸收的技能）
54,HP吸收（本人或是分配給隊員吸收）
55,無敵
56,透明
57,增加裝備獲得量
58,最大HP
59,最大HP增加率
60,最大MP
61,最大MP增加率
62,移動速度增加率
63,MP
64,依照最大MP的比例增加MP
65,MP消耗減少率
66,減少MP消耗
67,MP回復量
68,一擊必殺(能一擊殺死敵人)
69,發射體
70,減少技能冷卻時間
71,聰明(使用技能時消耗的MP皆為1)
72,靈魂彈攻擊Bouns
73,壯壯(被擊時損傷皆為1)
74,衝擊
75,嘲弄(仇恨值升到最大)
76,固定目標
77,移動對象
78,拉近目標
79,拉近抵抗率
81,擊退抵抗率
83,靈藥
84,沒有效果
85,技能列表資訊標識符號
179,範圍增益效果(光暈圖騰)
86,經驗值
87,經驗值獲得量增加率
88,金幣
89,金幣獲得量增加率
90,免費鑽石
91,付費鑽石
92,血盟鑄幣
93,符文碎片
94,SP
95,掃蕩券
96,增加道具掉落率
97,緩速抵抗率
98,"기절, 넉다운 저항률"
99,異常狀態抵抗率
103,增加技能範圍
104,增加技能擊打數
100,增加連擊到期時間
101,貫穿
102,韌性
105,採集速度增加
106,增加採集數量
10,暴擊
11,暴擊抵抗
12,暴擊增加率
13,暴擊抵抗增加率
125,精神支配
133,增加攻擊型一般技能傷害
140,技能冷卻時間減少率
146,대상의 MP 감소
147,대상의 MP %감소
148,공격력에 기반해 MP회복
179,파티원에 따른 방어력 증가율
151,상태 이상 효과 제거
152,상대 이로운 효과 제거
153,특정 HP 이하 피해 면역 상태
136,HP 회복량 증가율
163,最終傷害量增加率
164,最終傷害量獨立減少率
165,@NormalSkillDamageMul
174,회복형 일반스킬 회복량 증가
171,"기절, 넉다운 저항률 증폭"
170,슬로우 저항률 증폭
169,크리티컬 저항률 증폭
131,몬스터에게 피해량 증가
132,몬스터에 받는 피해량 감소
176,몬스터에게 일반 스킬 대미지 증가
177,@NormalSkillMonsterDamageMul
160,"npc 등급, 종족에 따른 데미지 증가율"
