Id,EffectTypeName
112221,
112222,怒雷風暴 : 衝擊
112421,
112422,
112423,
112511,
112611,
112612,
122121,
122122,
122123,
122511,
122611,
132521,
132522,腐化：減少防禦
142621,
142622,聖恩蟹：衝擊
142623,
300051,
300071,
300121,
300122,
300123,火焰持續傷害
300124,擊倒
600961,
600971,
601001,
601151,
601621,
601622,
710321,
710721,
710731,
710732,@300124
714721,
730121,
730122,
730123,
730124,
730321,
730322,
740311,
740321,
740511,
740621,
740622,
740711,
741321,
15040211,
7202311,
7202312,
7202313,
7202314,
17202311,
17202312,
17202313,
17202314,
7204311,
7204321,
7204331,
6012521,
6014511,
7413521,
7413522,
8010441,
8050001,
8050002,
8050011,
8050012,
8050021,
8050022,
8050031,
8050032,
72040,
17202231,
17202232,
17203181,
4110041,
4120041,
4130041,
4130121,
4130232,
4130233,
4140041,
4140121,
4140232,
4140233,
30015,
4010231,
4010081,
4010082,@300124
4010161,
40110211,
2000001,
2000002,
2000003,
2000004,
2000005,
2000006,
7302121,
7313511,
7314011,
