GroupId,ItemInfoId,MinItemCount,MaxItemCount
300,500301,1,1
300,500302,1,1
300,500303,1,1
300,500304,1,1
300,440001,5,5
300,440011,5,5
300,400001,50,50
300,449999,1,1
300,480001,1,1
300,480002,1,1
300,480003,1,1
300,480004,1,1
300,480005,1,1
300,480006,1,1
300,480007,1,1
300,480008,1,1
300,480009,1,1
300,1000101,1,1
300,1000201,1,1
300,1001101,1,2
300,1001201,1,2
300,1000201,1,1
300,500100,1,1
400,500401,1,1
400,500402,1,1
400,500403,1,1
400,500404,1,1
400,440001,7,7
400,440011,7,7
400,400001,100,100
400,449999,1,1
400,480001,1,1
400,480002,1,1
400,480003,1,1
400,480004,1,1
400,480005,1,1
400,480006,1,1
400,480007,1,1
400,480008,1,1
400,480009,1,1
400,1000101,1,1
400,1000201,1,1
400,1001101,1,3
400,1001201,1,3
400,500100,1,1
500,500501,1,1
500,500502,1,1
500,500503,1,1
500,500504,1,1
500,440001,10,10
500,440011,10,10
500,400001,120,120
500,449999,1,1
500,480001,1,1
500,480002,1,1
500,480003,1,1
500,480004,1,1
500,480005,1,1
500,480006,1,1
500,480007,1,1
500,480008,1,1
500,480009,1,1
500,480010,1,1
500,480011,1,1
500,480012,1,1
500,1000101,1,1
500,1000201,1,1
500,1001101,2,3
500,1001201,2,3
500,500100,1,1
600,500601,1,1
600,500602,1,1
600,500603,1,1
600,500604,1,1
600,440001,12,12
600,440011,12,12
600,400001,150,150
600,449999,1,1
600,480004,1,1
600,480005,1,1
600,480006,1,1
600,480007,1,1
600,480008,1,1
600,480009,1,1
600,480010,1,1
600,480011,1,1
600,480012,1,1
600,1000101,1,1
600,1000201,1,1
600,1001101,3,3
600,1001201,3,3
600,500100,1,1
700,500701,1,1
700,500702,1,1
700,500703,1,1
700,500704,1,1
700,440001,15,15
700,440011,15,15
700,400001,170,170
700,449999,1,1
700,480004,1,1
700,480005,1,1
700,480006,1,1
700,480007,1,1
700,480008,1,1
700,480009,1,1
700,480010,1,1
700,480011,1,1
700,480012,1,1
700,1000102,1,1
700,1000202,1,1
700,1001102,1,2
700,1001202,1,2
700,500119,1,1
700,500120,1,1
700,500100,1,1
800,500801,1,1
800,500802,1,1
800,500803,1,1
800,500804,1,1
800,440001,15,15
800,440011,15,15
800,400001,200,200
800,449999,1,1
800,480004,1,1
800,480005,1,1
800,480006,1,1
800,480007,1,1
800,480008,1,1
800,480009,1,1
800,480010,1,1
800,480011,1,1
800,480012,1,1
800,1000102,1,1
800,1000202,1,1
800,1001102,1,3
800,1001202,1,3
800,500119,1,1
800,500120,1,1
800,500100,1,1
900,500901,1,1
900,500902,1,1
900,500903,1,1
900,500904,1,1
900,440001,15,15
900,440011,15,15
900,400001,220,220
900,449999,1,1
900,480004,1,1
900,480005,1,1
900,480006,1,1
900,480007,1,1
900,480008,1,1
900,480009,1,1
900,480010,1,1
900,480011,1,1
900,480012,1,1
900,1000102,1,1
900,1000202,1,1
900,1001102,2,3
900,1001202,2,3
900,500119,1,1
900,500120,1,1
900,500100,1,1
1000,501001,1,1
1000,501002,1,1
1000,501003,1,1
1000,501004,1,1
1000,440001,15,15
1000,440011,15,15
1000,400001,250,250
1000,449999,1,1
1000,480004,1,1
1000,480005,1,1
1000,480006,1,1
1000,480007,1,1
1000,480008,1,1
1000,480009,1,1
1000,480010,1,1
1000,480011,1,1
1000,480012,1,1
1000,1000102,1,1
1000,1000202,1,1
1000,1001102,3,3
1000,1001202,3,3
1000,500119,1,1
1000,500120,1,1
1000,500100,1,1
1100,501101,1,1
1100,501102,1,1
1100,501103,1,1
1100,501104,1,1
1100,440001,15,15
1100,440011,15,15
1100,400001,270,270
1100,449999,1,1
1100,480004,1,1
1100,480005,1,1
1100,480006,1,1
1100,480007,1,1
1100,480008,1,1
1100,480009,1,1
1100,480010,1,1
1100,480011,1,1
1100,480012,1,1
1100,1000103,1,1
1100,1000203,1,1
1100,1001103,1,2
1100,1001203,1,2
1100,500119,1,1
1100,500120,1,1
1100,500100,1,1
1200,501201,1,1
1200,501202,1,1
1200,501203,1,1
1200,501204,1,1
1200,440001,15,15
1200,440011,15,15
1200,400001,300,300
1200,449999,1,1
1200,480004,1,1
1200,480005,1,1
1200,480006,1,1
1200,480007,1,1
1200,480008,1,1
1200,480009,1,1
1200,480010,1,1
1200,480011,1,1
1200,480012,1,1
1200,1000103,1,1
1200,1000203,1,1
1200,1001103,1,3
1200,1001203,1,3
1200,500119,1,1
1200,500120,1,1
1200,500100,1,1
1300,501301,1,1
1300,501302,1,1
1300,501303,1,1
1300,501304,1,1
1300,440001,15,15
1300,440011,15,15
1300,400001,320,320
1300,449999,1,1
1300,480004,1,1
1300,480005,1,1
1300,480006,1,1
1300,480007,1,1
1300,480008,1,1
1300,480009,1,1
1300,480010,1,1
1300,480011,1,1
1300,480012,1,1
1300,1000103,1,1
1300,1000203,1,1
1300,1001103,2,3
1300,1001203,2,3
1300,500119,1,1
1300,500120,1,1
1300,500100,1,1
1400,501401,1,1
1400,501402,1,1
1400,501403,1,1
1400,501404,1,1
1400,440001,15,15
1400,440011,15,15
1400,400001,350,350
1400,449999,1,1
1400,480004,1,1
1400,480005,1,1
1400,480006,1,1
1400,480007,1,1
1400,480008,1,1
1400,480009,1,1
1400,480010,1,1
1400,480011,1,1
1400,480012,1,1
1400,1000103,1,1
1400,1000203,1,1
1400,1001103,3,3
1400,1001203,3,3
1400,500119,1,1
1400,500120,1,1
1400,500100,1,1
1500,501501,1,1
1500,501502,1,1
1500,501503,1,1
1500,501504,1,1
1500,440001,20,20
1500,440011,20,20
1500,400001,370,370
1500,449999,1,1
1500,480007,1,1
1500,480008,1,1
1500,480009,1,1
1500,480010,1,1
1500,480011,1,1
1500,480012,1,1
1500,1000104,1,1
1500,1001104,3,3
1500,500119,1,1
1500,500120,1,1
1500,500100,1,1
1600,501601,1,1
1600,501602,1,1
1600,501603,1,1
1600,501604,1,1
1600,440001,20,20
1600,440011,20,20
1600,400001,400,400
1600,449999,1,1
1600,480007,1,1
1600,480008,1,1
1600,480009,1,1
1600,480010,1,1
1600,480011,1,1
1600,480012,1,1
1600,1000104,1,1
1600,1001104,3,3
1600,500119,1,1
1600,500120,1,1
1600,500100,1,1
1700,501701,1,1
1700,501702,1,1
1700,501703,1,1
1700,501704,1,1
1700,440001,20,20
1700,440011,20,20
1700,400001,420,420
1700,449999,1,1
1700,480007,1,1
1700,480008,1,1
1700,480009,1,1
1700,480010,1,1
1700,480011,1,1
1700,480012,1,1
1700,1000104,1,1
1700,1001104,3,3
1700,500119,1,1
1700,500120,1,1
1700,500100,1,1
1800,501801,1,1
1800,501802,1,1
1800,501803,1,1
1800,501804,1,1
1800,440001,25,25
1800,440011,25,25
1800,400001,430,430
1800,449999,1,1
1800,480007,1,1
1800,480008,1,1
1800,480009,1,1
1800,480010,1,1
1800,480011,1,1
1800,480012,1,1
1800,1000105,1,1
1800,1001105,3,3
1800,500119,1,1
1800,500120,1,1
1800,500100,1,1
1900,501901,1,1
1900,501902,1,1
1900,501903,1,1
1900,501904,1,1
1900,440001,25,25
1900,440011,25,25
1900,400001,440,440
1900,449999,1,1
1900,480007,1,1
1900,480008,1,1
1900,480009,1,1
1900,480010,1,1
1900,480011,1,1
1900,480012,1,1
1900,1000105,1,1
1900,1001105,3,3
1900,500119,1,1
1900,500120,1,1
1900,500100,1,1
2000,502001,1,1
2000,502002,1,1
2000,502003,1,1
2000,502004,1,1
2000,440001,25,25
2000,440011,25,25
2000,400001,450,450
2000,449999,1,1
2000,480007,1,1
