Id,GipText
1,En total hay <FontBlue>6 grados de equipamiento</>.
2,Puedes abrir <FontBlue>1 caja de invocación de equipamiento normal 3 veces al día de manera gratuita.</>
3,Toca la <FontBlue>función de misión automática</> para <FontBlue>cazar monstruos de manera automática</>.
4,Toca el mapa del mundo para <FontBlue>moverte</> al <FontBlue>sitio que desees</>.
5,Toca un <FontBlue>PNJ o un monstruo</> en el mapa del mundo para moverte a ese sitio.
6,Puedes ajustar la <FontBlue>frecuencia de uso de pociones</> en <FontBlue>Configuración > Batalla</>.
7,Puedes <FontBlue>personalizar las habilidades para que se ajusten a tus preferencias</> en función del <FontBlue>arma que tengas</>.
8,"Si aprendes una <FontBlue>habilidad poco común</>, los <FontBlue>espacios de habilidad</> aumentan <FontBlue>hasta 5</>."
9,"Cuando <FontBlue>combinas</> equipamiento, se <FontBlue>heredan</> todos los <FontBlue>tipos y clases</>."
10,La misión de <FontBlue>transferencia</> de clase se desbloqueará cuando llegues al <FontBlue>nivel 31</>.
11,<FontBlue>Aumenta tus parámetros de manera drástica</> mediante la <FontBlue>Impronta de runas</>.
12,Puedes <FontBlue>grabar runas</> según el <FontBlue>orden de la página de runas</>.
13,"Si mejoras las <FontBlue>runas cercanas</> al <FontBlue>mismo nivel</>, puedes aumentar el <FontBlue>nivel de las runas corazón</>."
14,Puedes conseguir parámetros adicionales según el <FontBlue>nivel total de tu personaje</>.
15,Los <FontBlue>Cristales de alma</> solo se pueden equipar en los <FontBlue>espacios del mismo color</>.
16,El <FontBlue>espacio de equipo</> se puede expandir según el <FontBlue>grado del objeto</>.
17,Usa el <FontBlue>códice de monstruo</> para mejorar varios <FontBlue>niveles de habilidad de personaje</>.
18,Puedes entrar a <FontBlue>1 mazmorra diaria</> <FontBlue>gratis cada día</>.
19,Subir tu <FontBlue>grado de honor</> en la <FontBlue>arena</> puede otorgarte <FontBlue>parámetros adicionales</>.
20,Recibe <FontBlue>puntos de honor diarios</> y <FontBlue>premios de rango</> en la <FontBlue>arena</>.
21,Caza el <FontBlue>ratel robusto</> que aparece en el <FontBlue>hoyo de extracción</> para ser <FontBlue>bendecido</> y obtener <FontBlue>un aumento en la velocidad de extracción</>.
22,Caza una <FontBlue>mandrágora</> en la mazmorra de extracción para conseguir <FontBlue>esencias de elixir</>.
23,<FontBlue>Usa elixires</> de hierbas y esencias para subir tus <FontBlue>parámetros</> <FontBlue>de manera permanente</>.
24,<FontBlue>Sube pisos</> en la Torre de la insolencia para conseguir más <FontBlue>fragmentos de runas</>.
25,Recibe una <FontBlue>recompensa especial</> cada <FontBlue>5 pisos</> en la <FontBlue>Torre de la insolencia</>.
26,Puedes <FontBlue>entrar</> en la Torre de la insolencia <FontBlue>gratis 3 veces al día</>.
27,"Durante el <FontBlue>tiempo adicional</> de una mazmorra de élite, ganas <FontBlue>EXP y posibilidad de obtención de objetos aumentada</>."
28,Las mazmorras de élite son <FontBlue>zonas que reciben penalizaciones por MJ</>.
29,Conquista fortalezas en asedios a la fortaleza para obtener recompensas.
31,Caza a los jefes de campo para conseguir recompensas especiales.
35,Solo <FontBlue>clanes de nivel 4</> o superior pueden participar en el <FontBlue>Asedio a la fortaleza</>.
41,Puedes conseguir <FontBlue>[Forgotten Scrolls]</> y <FontBlue>[High-grade Equipment]</> como recompensas de las <FontBlue>cacerías de jefe de campo</>.
42,El clan <FontBlue>ganador del Asedio a la fortaleza</> obtendrá <FontBlue>potenciadores ventajosos para cazar en la región</>.
44,@29
45,@35
51,Se <FontBlue>debe formar un equipo</> para entrar a <FontBlue>templo guardián</>.
52,Completa el templo guardián de <FontBlue>mayor nivel</> para <FontBlue>obtener equipamiento mejor</>.
53,<FontBlue>Protege el artefacto sagrado</> de los enemigos en camino.
54,<FontBlue>Ataca al dragón</> en la mazmorra para <FontBlue>conseguir adenas</>.
55,Derrota al <FontBlue>cofre del tesoro de adenas</> para recibir <FontBlue>adenas adicionales</>.
56,<FontBlue>Derrota más</> monstruos para conseguir <FontBlue>experiencia adicional</>.
57,Consigue potenciadores en las mazmorras para hacerte más fuerte.
58,"Puedes entrar en cualquier <FontBlue>sala del clan</>, no solo la tuya."
59,<FontBlue>Refuerza el cristal de unidad</> para aplicar <FontBlue>potenciadores</> a los miembros de tu clan.
60,El <FontBlue>Valor caótico</> no incrementa dentro de la Arena de escaramuza.
61,"Para participar en MJ en la Arena de escaramuza, ajusta tus <FontBlue>opciones del modo MJ</>."
62,Derrota a un jugador con el <FontBlue>potenciador de santuario</> de Arena de escaramuza para robarle el potenciador.
1003,¡Únete a un clan y conquista fortalezas y castillos para conseguir beneficios especiales!
1009,Disfruta de <FontBlue>historias alucinantes</> y de <FontBlue>misiones dinámicas</> en el <FontBlue>envolvente mundo</> de Lineage 2: Revolution.
1011,Y disfruta de <FontBlue>batallas en tiempo real</> en el enorme <FontBlue>mundo abierto</> de Lineage 2: Revolution.
1014,Puedes atacar a otros jugadores donde se permita el JcJ.
1015,Forma <FontBlue>equipos</> para retar a <FontBlue>enemigos poderosos</>
1019,Te esperan <FontBlue>mazmorras increíbles</>.
1023,Únete a un <FontBlue>clan</> para aprovechar sus <FontBlue>múltiples funciones</> y beneficios</>.
1024,Forja <FontBlue>alianzas</> con otros clanes para aumentar aún más tu poder.
1025,Conquista castillos en <FontBlue>Asedios al castillo de gran escala</> para <FontBlue>aumentar la fuerza de tu clan</> aún más.
1026,Conquista territorios en <FontBlue>Asedios a la fortaleza</> para obtener grandes <FontBlue>recompensas</> y conseguir <FontBlue>honor</>.
72,Lucha solo o en equipo en el <FontBlue>Asedio abierto</>.
73,"En el Asedio abierto, <FontBlue>se pueden seleccionar todos los personajes y clases</> y todos los personajes luchan con los <FontBlue>mismos parámetros.</>."
74,¡Explora el <FontBlue>amplio mundo abierto</> con tu <FontBlue>montura</>!
75,¡Obtén <FontBlue>materiales de fortalecimiento</> para tu <FontBlue>montura</> en el <FontBlue>círculo de invocación</>!
76,"¡Protege tu grado de mejora con el <FontBlue>sistema de protección de mejora</>!
Alcanzar los grados de mejora +7/+10/+20 evitará que caigas más abajo de esos grados."
77,"Usa la <FontBlue>configuración del conjunto de batalla</> para <FontBlue>cambiar fácilmente</>
entre habilidades y equipamiento según la situación."
78,<FontBlue>La mejora de atributos</> te otorga todavía más <FontBlue>poderes especiales</>.
79,¡Participa en la gran variedad de <FontBlue>contenidos</> que ofrece la <FontBlue>sala del clan</>!
80,Existe una pequeña posibilidad de obtener <FontBlue>equipamiento poco común</> al <FontBlue>combinar</> equipamientos.
81,Una <FontBlue>caja de equipamiento de grado superior</> tiene una pequeña posibilidad de otorgar <FontBlue>equipamiento poco común</>.
