Id,Name,Desc,Desc2
1001,20 000 adenas,Consigue 20 000 adenas.,
1002,42 000 adenas,Consigue 40 000 adenas + 2000 adenas de bonificación.,
1003,88 000 adenas,Consigue 80 000 adenas + 8000 adenas de bonificación.,
1004,184 000 adenas,Consigue 160 000 adenas + 24 000 adenas de bonificación.,
1005,384 000 adenas,Consigue 320 000 adenas + 64 000 adenas de bonificación.,
1006,800 000 adenas,Consigue 640 000 adenas + 160 000 adenas de bonificación.,
3001,1 caja de eq. esp.,"¡Consigue equipamiento (S - SR)!
¡Puedes conseguir un equipamiento poco común!",
3002,Perg. bendecido: Arma,"Un Pergamino bendecido: Arma.
Se usa para mejorar un arma entre 1 y 3 niveles.",
3003,Perg. bendecido: Arm.,"Un Pergamino bendecido: Armadura.
Se usa para mejorar una armadura entre 1 y 3 niveles.",
3004,Perg. bendecido: Acc.,"Un Pergamino bendecido: Accesorio.
Se usa para mejorar un accesorio entre 1 y 3 niveles.",
3005,Protección de Maphr,Evita que se pierdan niveles de mejora si se falla el proceso de mejora.,
3006,P. sup. de límite SR,Usar para superar el límite de una pieza de equipamiento de grado SR.,
3007,P. de atributo S,Usar para mejorar un atributo de una pieza de equipamiento.,
3008,P. de atributo R,@3007,
3009,P. de atributo SR,@3007,
3011,1 caja de acc. esp.,¡Consigue Accesorio (S - SR)!,
4001,20 pociones de PV,Se utiliza para restaurar una pequeña cantidad de PV.,
4002,-10% en 200 poc. PV,@4001,
4005,20 pociones de PM,Se utiliza para restaurar una pequeña cantidad de PM.,
4006,-10% en 200 poc. PM,@4005,
4009,500 refuerzos de alma,Bendice el arma con una luz espiritual que aumenta el daño.,
4010,-10% 5000 ref. de alma,@4009,
4013,1 megáfono,Objeto utilizado para hablar en el chat Mundo.,
4014,10 megáfonos,@4013,
4018,@4013,@4013,
4019,@4014,@4013,
4100,Crucifijo de penitencia,"Úsalo para reducir el valor caótico en 30.
Puedes usar 3 cruces en un mismo día.",
4101,50 Pergaminos de escape,Se utiliza para teletransportarse.,
4105,Fuegos artificiales de cielo nocturno,"Fuegos artificiales que pueden iluminar el cielo nocturno, incluso de día.",
4106,Fuegos artificiales de luz plateada,Fuegos artificiales que brillan como las estrellas en el cielo.,
4107,Fuegos artificiales de prosperidad,Fuegos artificiales que simbolizan un año de prosperidad.,
4108,Fuegos artificiales de amor,Fuegos artificiales especiales que garantizan que tu proposición tenga éxito.,
5002,Caja de equip. de grado superior,"¡Consigue equipamiento (A - SR)!
¡Puedes conseguir un equipamiento poco común!",
5003,10 de equip. de grado superior (bonificación +1),"¡Consigue equipamiento (A - SR)!
¡Una pieza de equipamiento de grado S o superior garantizada!
¡Puedes conseguir un equipamiento poco común!",
5014,@5002,"¡Consigue equipamiento (A - SR)!
¡Puedes conseguir un equipamiento poco común y equipamiento negociable!",
5015,@5003,"¡Consigue equipamiento (A - SR)!
¡Una pieza de equipamiento de grado S o superior garantizada!
¡Puedes conseguir un equipamiento poco común y equipamiento negociable!",
5101,1 caja de fortalecimiento de arma,"¡Armas y barnices de armas de grado A - SR disponibles!
¡Aumento de obtención de equipamiento poco común!
¡Solo se pueden conseguir armas al obtener equipamiento poco común!",
5102,10 cajas de fortalecimiento de arma (bonificación +1),@5101,
5103,@5101,"¡Pueden salir barnices de arma y armadura (grado A - grado SR)!
Pergamino de alquimia - Pergamino bendecido: ¡Pueden salir armas/armaduras/accesorios!",
