Id,Name,RepresentRewardName,RepresentRewardDescription,Description
200,Ruinas élficas 1,,,"Los elfos enseñaron magia a los humanos aquí, quienes sentaron sus bases para luego gobernar el continente."
201,Ruinas élficas 2,,,"Cuando los elfos reinaban, solo los humanos más talentosos accededían a esta planta. La energía mágica es más fuerte."
202,Hormiguero 1,,,Una cueva llena de hormigas gigantes que sobrevivieron en el Erial que se creó tras la explosión de magia negra.
203,Hormiguero 2,,,Las hormigas crearon un laberinto enrevesado para proteger así sus amados bienes. Solo las hormigas se orientan aquí.
204,Torre de Cruma 2,,,Fortaleza móvil científica de los antiguos gigantes en la que buscaban nuevas formas de vida. Protegía el laboratorio.
205,Torre de Cruma 3,,,Fiel a los orígenes de la torre. Hay laboratorios de investigación. Esta llena de energía mágica de gigantes.
206,Torre de marfil 1,,,"Se creó cuando el meteorito Nebulita cayó. Había un laboratorio y una biblioteca, pero se acabaron cerrando."
207,Torre de marfil 2,,,"Aquí había un laboratorio de alquimia, pero ahora está infestado de hongos que parecen piedras del suelo."
208,Torre de marfil 3,,,"Donde está Nebulita, el meteorito. Aquí los monstruos, fortalecidos por la Nebulita, están descontrolados."
209,Laboratorio de Torre de marfil,,,Este lugar es al mismo tiempo el laboratorio de un hechicero de la Torre de marfil obsesionado por la nebulita y el lugar donde fue encerrado. Muchos sujetos vagan por aquí.
210,Espesura del bosque de los secretos,,,"Las hadas solían habitar en este lugar. Cuando se marcharon para huir de las batallas, los monstruos ocuparon el área."
211,Sotobosque del bosque de los secretos,,,"El Bosque de los secretos es tan frondoso que evita que pase la luz solar, y ha sido corrompido por los monstruos."
212,Lugar de matanza del bosque de los secretos,,,Es la última morada de las hadas que lucharon contra la Caza de hadas. En él siempre hay una lúgubre niebla color rojo sangre.
4000,Jardín Escama iridiscente (prueba),,,
9000,Mazmorra de experiencia I,Piedra de aumento,Se utiliza para participar en el sorteo de 1 piedra de aumento.,Hay muchas piedras de invocación del mal colocadas por la Herm. oscura que están sin descubrir. Entra al mundo exterior y derrota a los monstruos para eliminarlos.
9001,Mazmorra de experiencia II,@9000,Se utiliza para participar en el sorteo de 2 piedras de aumento.,@9000
9002,Mazmorra de experiencia III,@9000,Se utiliza para participar en el sorteo de 3 piedras de aumento.,@9000
9003,Mazmorra de experiencia IV,@9000,Se utiliza para participar en el sorteo de 5 piedras de aumento.,@9000
9100,Mazmorra de exp. V,@9000,@9003,@9000
9004,Mazmorra de adenas I,@9000,@9000,"Shunaiman, emperador de Elmoreden, almacenaba aquí el oro para construir la T. de la insolencia. El sitio fue olvidado al morir Shunaiman y ahora la ocupa Kresous, el dragón de oro."
9005,Mazmorra de adenas II,@9000,@9001,@9004
9006,Mazmorra de adenas III,@9000,@9002,@9004
9009,Templo guardián I,@9000,@9000,El templo élfico que alberga el cristal de agua bendecido por Eva. Hardin ordenó a los M. de la luz plateada guardar el templo para proteger el cristal de agua de la Herm. oscura.
9010,Templo guardián II,@9000,@9001,@9009
9011,Templo guardián III,@9000,@9002,@9009
9012,Templo guardián IV,@9000,@9003,@9009
9300,Templo guardián V,@9000,@9003,@9009
9013,Círculo de invocación I,@9000,@9000,Protege a Feldheim mientras elimina la magia del artefacto y completa la mazmorra para obtener la piedra de invocación.
9014,Círculo de invocación II,@9000,@9001,@9013
9015,Círculo de invocación III,@9000,@9002,@9013
9016,Círculo de invocación IV,@9000,@9003,@9013
9017,Mazmorra de piedra de purificación I,@9000,@9000,Destruye la puerta dimensional que invoca monstruos y obtén recompensas.
9018,Mazmorra de piedra de purificación II,@9000,@9001,@9017
9019,Mazmorra de piedra de purificación III,@9000,@9002,@9017
9020,Mazmorra de piedra de purificación IV,@9000,@9003,@9017
11100,Santuario antiguo I,Caja selec. piedra aum.,Usar para obtener 1 caja sel. p. de aum.,
11101,Santuario antiguo II,@11100,Usar para obtener 2 cajas sel. p. de aum.,
11102,Santuario antiguo III,@11100,Usar para obtener 3 cajas sel. p. de aum.,
11103,Santuario antiguo IV,@11100,Usar para obtener 4 cajas sel. p. de aum.,
