Id,Title,Desc
5,No elegir será tu perdición,Participa en el sorteo gratuito {TaskCount} vez/veces.
6,Rival de la Torre de la insolencia,Autocompletar la Torre de la insolencia.
7,¡Forja amistades!,Saluda a amigos y consigue {TaskCount} puntos.
8,¡Al Santuario de los recuerdos sellado!,Completa la mazmorra diaria de hoy {TaskCount} vez/veces.
10,¡Colabora con el clan!,Haz {TaskCount} donación/donaciones de clan.
11,¡Un talento natural!,Participa en la arena {TaskCount} vez/veces.
12,¡Nociones básicas de los clanes!,Conéctate al clan.
14,¡Completa la misión diaria!,Completa la misión diaria {TaskCount} vez/veces.
15,¡Completa la misión semanal!,Completa la misión semanal {TaskCount} vez/veces.
17,¡Explora la mazmorra de élite!,Completa la mazmorra de élite {TaskCount} vez/veces.
20,¡Recoge hierbas mágicas!,Haz {TaskCount} extracción/extracciones en la mazmorra de extracción.
22,Maestro de los sorteos,Participa en el sorteo de grado superior {TaskCount} vez/veces.
35,¡Explora el templo guardián!,Completa el templo guardián {TaskCount} vez/veces.
36,¡Explora la mazmorra de adenas!,Completa la mazmorra de adenas {TaskCount} vez/veces.
37,¡Explora la mazmorra de experiencia!,Completa la mazmorra de experiencia {TaskCount} vez/veces.
38,¡Explora el círculo de invocación!,Completa el círculo de invocación {TaskCount} vez/veces.
