Id,Name,ControlText
1202,Ruinas élficas 2,
1203,@1202,
1204,@1202,
1205,@1202,
1206,Hormiguero 2,
1218,@1206,
1207,Flecha guía de planta 1 de Torre de marfil,
1208,Flecha guía de planta 3 de Torre de marfil,
1209,Obstáculo de la Torre de marfil 1,
1210,Obstáculo de la Torre de marfil 3,
1211,Flecha guía de planta superior de Bosque de los secretos,
1212,Flecha guía 1 de planta inferior de Bosque de los secretos,
1214,Artefacto de bloqueo de lugar de matanza del Bosque de los secretos,
1215,@1214,
1216,Santuario de Gran Kain: Laboratorio de Torre de marfil,Absorbiendo la energía de Gran Kain...
1217,Santuario de Gran Kain: Lugar de matanza del bosque de los secretos,@1216
1219,Flecha del segundo piso de la Torre de Cruma,
1220,Flecha del tercer piso de la Torre de Cruma,
1221,Barco fantasma de Zaken,
1222,@1221,
211010101,Artefacto de bloqueo de camino de la Torre de Cruma exclusivo de evento,
211010201,Artefacto de salida de la Torre de Cruma exclusivo de evento,Sistema de control en uso
82601,Artefacto de entrada de la Torre de Cruma exclusivo de evento (misiones),@211010201
82701,Artefacto de entrada de la Torre de Cruma exclusivo de evento,@211010201
211010301,Primer archivo de investigación del gigante,Comprobando los archivos de investigación del gigante...
211010401,Segundo archivo de investigación del gigante,@211010301
211010501,Tercer archivo de investigación del gigante,@211010301
211010601,Cuarto archivo de investigación del gigante,@211010301
211010701,Caja del gigante,Recuperando caja del gigante...
211010801,Caja de monstruo del gigante vacía,No ves ninguna caja.
211010901,Hardin caído,Despertando a Hardin...
211011001,Piso central,
211011101,Dispositivo de eliminación de barrera 1: activación,Trasteando con el dispositivo de poder...
211011201,Dispositivo de eliminación de barrera 1: desactivación,
211011301,Dispositivo de eliminación de barrera 2: activación,@211011101
211011401,Dispositivo de eliminación de barrera 2: desactivación,
211011501,Quinto archivo de investigación del gigante,@211010301
211011601,Sexto archivo de investigación del gigante,@211010301
211011701,Séptimo archivo de investigación del gigante,@211010301
211011801,Octavo archivo de investigación del gigante,@211010301
1958,Muro del santuario,
1959,@1958,
1960,@1958,
1961,@1958,
1962,@1958,
1963,@1958,
1964,@1958,
1965,@1958,
1970,@1958,
1971,@1958,
1982,@1958,
2014,@1958,
2015,@1958,
2016,@1958,
2017,@1958,
2021,@1958,
2022,@1958,
2023,@1958,
2027,@1958,
2029,@1958,
2038,Hierba roja,Extrayendo hierba roja...
2039,Hierba azul,Extrayendo hierba azul...
2040,Hierba morada,Extrayendo hierba morada...
2041,Hierba amarilla,Extrayendo hierba amarilla...
2042,Hierba sin nombre,Extray. hierba sin nombre...
2043,Hierba roja grande,Extrayendo hierba roja grande...
2044,Hierba azul grande,Extrayendo hierba azul grande...
2045,Hierba morada grande,Extrayendo hierba morada grande...
2046,Hierba amarilla grande,Extrayendo hierba amarilla grande...
2047,Hierba sin nombre,Extray. hierba grande...
2048,Aumento de ATQ,Pequeño aumento de ATQ
2049,Aumento de vel. de ATQ,Pequeño aumento de vel. de ATQ
2050,Aumento de DEF,Pequeño aumento de DEF
2051,Aumento de velocidad,Pequeño aumento de velocidad
2052,@2048,@2048
2054,@2049,@2049
2055,@2050,@2050
2057,@2051,@2051
2058,Aumento PV máx.,Pequeño aumento de PV máximos
2059,Aumento PM máx.,Pequeño aumento de PM máximos
2060,Cristal de Aegis,
2061,@2060,
2062,@2060,
2063,Muro invisible,
2064,@2063,
2065,@2063,
2066,@2063,
2067,Puente,
2068,@2067,
2069,Pared de la caja fuerte de Kresous,
2070,@2063,
2071,Aumento de daño de habilidad,Leve aumento de daño de habilidad
2072,Aura de daño cuerpo a cuerpo,Obtener aura de daño cuerpo a cuerpo
2073,Barrera de cristal de agua,Inmunidad al daño de cristal de agua
2074,Equipo de furia,Aumento del ATQ y la DEF del equipo
2075,@2048,@2048
2076,@2049,@2049
2077,@2048,@2048
2078,@2049,@2049
2080,@2051,@2051
3001,Recuperación de PV,Recuperación de PV
3002,@2051,Aumento de velocidad
3101,Estatua de Freyja,Tallando estatua de Freyja
3102,@3001,@3001
3103,@3001,@3001
3104,@2051,@3002
3105,@2051,@3002
3106,Freyja Frieze,
3107,@3106,
3501,Santuario de Arena de escaramuza,Absorbiendo energía del santuario...
7001,Flecha de dirección de tutorial: Frente a Puerta del castillo,
7002,Flecha de dirección de tutorial: Dentro de tu castillo,
7003,Flecha de dirección de tutorial: Punto de inicio,
7010,Artefacto de bloqueo de camino: Primero,
7011,Artefacto de bloqueo de camino: 1.er Escolta/Batalla,
7012,Artefacto de bloqueo de camino: 2.º escolta/Batalla,
7013,Artefacto de bloqueo de camino: Puente,
7014,@7013,
7015,@7013,
7016,@7013,
7017,Artefacto de bloqueo de camino: Marlow,
7018,@7017,
7019,Artefacto de bloqueo de camino: Batalla de la puerta,
7020,@7019,
7021,Artefacto de bloqueo de camino: Torre de control,
7022,@7021,
30020101,Bloqueo de mazmorra de clan: Ruinas élficas,
30020301,Bloqueo de mazmorra de clan: Hormiguero,
30020302,@30020301,
30020501,Mazmorra de clan: Pilar de Corazón de Cruma,
30020502,Bloqueo de mazmorra de clan: Corazón de Cruma,
10101,Fragmento de dolmen,Recogiendo fragmento...
10102,@10101,@10101
10103,@10101,@10101
10104,@10101,@10101
10105,@10101,@10101
10106,@10101,@10101
10107,@10101,@10101
10108,@10101,@10101
10109,@10101,@10101
10110,@10101,@10101
10111,@10101,@10101
10112,@10101,@10101
10113,@10101,@10101
10114,@10101,@10101
10115,@10101,@10101
10116,@10101,@10101
10117,@10101,@10101
10118,@10101,@10101
10119,@10101,@10101
10120,@10101,@10101
10121,@10101,@10101
10122,@10101,@10101
10123,@10101,@10101
10124,@10101,@10101
10125,@10101,@10101
10126,@10101,@10101
10127,@10101,@10101
10128,@10101,@10101
10129,@10101,@10101
10130,@10101,@10101
10131,@10101,@10101
