Id,Name,EffectTypeName,Desc
1001,Derribo común,Derribo,
1002,@1001,@1001,Último golpe de un ataque básico
1003,@1001,@1001,
1004,Invencibilidad común,Invencible,No se ha recibido daño.
1005,Potenciador de protección de resurrección,@1004,"No se ha recibido daño. Al atacar a un enemigo, desaparecerá el potenciador de invencibilidad."
1011,Aturdimiento común,Aturdir,Aturdir
10111,Impacto de ráfaga: Derribo,@1001,
10122,Impulso de potencia: Lento,Lento,Velocidad -{1%}%
11211,Bofetada,Aumento de ganancia de Aggro,Ganancia de Aggro +50%
112124,Represalia,Objetivo bloqueado (PJ),Obligado a atacar
112125,@112124,Reducción de ATQ,ATQ -{1}
112126,@112124,Objetivo bloqueado (PNJ),
11213,Majestad,"Majestad: Amplificación del nivel de amenaza, amplificación de DEFF y DEFM, reducción de evasión","DEF +{2%}%, Aggro de todos los ataques +{1%}%, reflejo de daño: {1%}%"
11221,Juicio,Reducción de la defensa,
11222,Tormenta de truenos,Aturdir,@1011
112231,Barrido general,"Golpe múltiple: Amplificación de golpe simultánea, aumento de vel. de ATQ","Enemigos golpeados con un ataque +{1}, Vel. de ATQ +{2%}%"
11231,Nube de arena,Cegar,Tasa de precisión -{1%}%
11232,Paso atrás: Aturdir,@11222,@1011
112331,Apuro,Apuro: Amplificación de velocidad de ATQ,Vel. ATQ +{1%}%
112332,@112331,Apuro: Amplificación de evasión,Evasión +{1%}%
11242,Lluvia de flechas,Reducción de ATQF,Reducción de ATQ
11243,Tirador,"Tirador: Rango de ATQ, ATQ, aumento de PRE, inmovilidad","ATQ.: {2%}%. PRE. +{3}. 
Aumenta el alcance del ataque. Reduce la Velocidad."
11244,Ojo de halcón,"Ojo de halcón: Aumento de crít., reducción de DEF",Tasa de crít. +{1} y daño +{2%}%
11251,Caldero fundido,Daños con el tiempo,Daños con el tiempo
112531,Maná estimulante,Maná estimulante: Amplificación de PM máximos,Uso de PM +{1%}% y daño de habilidad +{2%}%
11261,Castigo divino: Aturdir,@1001,
11262,Restauración,HoT,Curar con el tiempo
12211,Tribunal,Objetivo bloqueado,Ganancia de Aggro +30%
12212,Gracia de Eva,Aumenta la vel. de ATQ,Reduce la regeneración de PV un 50%.
122131,Actitud de Aegis,Actitud de Aegis: Inmunidad al daño temporal,Inmunidad al daño
122132,@122131,Actitud de Aegis: Aumento de velocidad,Velocidad +{1%}%
12221,Cañón sónico,Cañón sónico: Reducción de velocidad,Velocidad -{1%}%
122231,Ritmo del combate,"Ritmo del combate: Aumento del ATQ, DEF",ATQ de miembros del equipo +{1} y DEF +{3}
122241,Canción del cazador,Canción del cazador: Tasa de crít. de equipo,Tasa de crít. de los miembros del equipo +{1%}%
12231,Triple astilla,Reducción de vel.,"DEF -{1%}%, velocidad de ATQ -{3%}% y velocidad -{4%}%."
12232,Huracán de cuchillas,@1011,@1011
12233,Paseo por las llanuras,"Paseo por las llanuras: Velocidad de ATQ, amplificación de velocidad y tasa de absorción de PV",Velocidad de ATQ: {1%}%. Velocidad +{2%}%. Tasa de succión de PV: {3%}%
12241,Disparo letal,Aumento de tasa de crít.,
12242,Doble tiro desviado,Doble tiro desviado: DEF ATQ,DEFF -{1%}%
122431,Imaginación,Imaginación: Gran aumento de tasa de crít.,Tasa de crít. +{1}
122441,Doble paso rápido,"Doble paso rápido: Gran aumento de velocidad, leve aumento de vel. de ATQ","Velocidad +{1%}%, Vel. de ATQ +{2%}%"
12251,Lanza de hielo: Congelar,@11222,
12252,Ventisca,@10122,@10122
122521,@12252,@1011,@1011
122614,Pesadilla,@10122,Velocidad -10%
122615,Fuego sagrado,Aumento de daño recibido,Daño recibido +{1%}%
12263,Curación superior,Curación,
122631,Refresco mental,Refresco mental: Reducción del enfriamiento del equipo,Enfriamiento de habilidad de los miembros del equipo -{1#} seg.
12264,Seguir defensa,"Potenciador de defensa del equipo, DEFF y DEFM",DEF de miembros del equipo +{1%}%
13211,Chupavidas,Aumento de DEF,DEF -{1%}%
132125,Hidra encadenada,@11222,@1011
132126,@132125,Immune a Tirar y Provocar,Efecto de focalización de Aggro
13213,Defensa final,"Defensa final: Gran aumento de DEFF y DEFM, inmovilidad",DEF: {1%}% + {3}. Reduce la velocidad de los enemigos.
132132,@13213,Defensa final: Ralentiza al enemigo,Reducción de velocidad
13222,Tormenta huracanada,@10122,@10122
132221,@13222,Aumento de velocidad,Velocidad +{1%} %
132231,Baile del guerrero,Baile del guerrero: Aumento de ATQF del equipo,ATQF de los miembros del equipo +{1}
