Id,Name,Desc
1,Conquista Ruinas élficas 1.,Derrota a {TaskCount} licántropo(s).
2,@1,@1
3,@1,@1
4,@1,Derrota a {TaskCount} desmodus.
5,@1,@4
6,@1,@4
7,@1,Derrota a Ala terrorífica {TaskCount} vez/veces.
8,@1,Derrota a Ryukaon {TaskCount} vez/veces.
9,@1,Derrota a Arachne {TaskCount} vez/veces.
10,@1,Consigue {TaskCount} corazón(es) de monstruo.
11,@1,@10
12,@1,Derrota a {TaskCount} monst. de mazmorra.
13,@1,@12
14,Conquista Ruinas élficas 2.,Derrota a {TaskCount} enloquecido(s) de los Spartoi.
15,@14,Derrota a {TaskCount} patrullero(s) de los Spartoi.
16,@14,Derrota a {TaskCount} pellizcadora(s) ermitaña(s).
17,@14,Derrota a {TaskCount} araña(s) con colmillos ermitaña(s).
18,@14,Derrota a {TaskCount} cazador(es) de los Spartoi.
19,@14,Derrota a {TaskCount} atacante(s) de los Spartoi.
20,@14,@14
21,@14,@15
22,@14,@16
23,@14,@17
24,@14,@18
25,@14,@19
26,@14,Derrota a Huesudo {TaskCount} vez/veces.
27,@14,Derrota a Felix {TaskCount} vez/veces.
28,@14,Derrota al observador mortal {TaskCount} vez/veces.
29,@14,Derrota a Necross {TaskCount} vez/veces.
30,@14,@10
31,@14,@10
32,@14,@10
33,@14,@12
34,@14,@12
35,@14,@12
36,Conquista Hormiguero 1.,Derrota a {TaskCount} larva(s) de soldado hormiga.
37,@36,Derrota a {TaskCount} larva(s) de hormiga obrera.
38,@36,Derrota a {TaskCount} hormiga(s) obrera(s).
39,@36,Derrota a {TaskCount} hormiga(s) soldado.
40,@36,@36
41,@36,@37
42,@36,@38
43,@36,Derrota a Reaver {TaskCount} vez/veces.
44,@36,Derrota al capataz {TaskCount} vez/veces.
45,@36,@10
46,@36,@10
47,@36,@10
48,@36,@12
49,@36,@12
50,@36,@12
51,Conquista Hormiguero 2.,Derrota a {TaskCount} larva(s) de hormiga.
52,@51,Derrota a {TaskCount} supervisor(es) de hormiga obrera.
53,@51,Derrota a {TaskCount} hormiga(s) soldado recluta(s).
54,@51,@51
55,@51,@52
56,@51,@53
57,@51,Derrota al guarda real del hormiguero {TaskCount} vez/veces.
58,@51,Derrota al protector de tierra engendradora {TaskCount} vez/veces.
59,@51,@10
60,@51,@10
61,@51,@10
62,@51,@12
63,@51,@12
64,@51,@12
65,Conquista la Torre de Cruma 2.,Derrota a {TaskCount} secuaz/secuaces de Mordeo.
66,@65,Derrota a {TaskCount} excuro(s).
67,@65,Derrota a {TaskCount} porta(s).
