Id,Name
1,Masacre
2,Caza
3,Valentía
4,Aniquila
5,Maniobra defensiva
6,Paciencia
7,Protección
8,Muro de hierro
9,Tenacidad
10,Meditación
11,Vitalidad
12,Firme
13,Veloz
14,Tranquilo
15,Brillo
16,Perforar
17,Aegis
101,Fortaleza de Carretera de Gludin
102,Fortaleza de Casa Windawood
103,Tierras eternas
104,Fortaleza de Dominios de Giran
105,Fortaleza de Isla del Diablo
106,Territorio conquistado de Torre de marfil
107,Fortaleza de Meseta Northwind
108,Fortaleza conquistada de Torre de marfil
109,Fortaleza de Valle del dragón
110,Fortaleza de Tierras eternas
111,Fortaleza de Llanuras de Gludio
112,Fortaleza de Erial
113,Fortaleza de Llanuras de Dion
114,Fortaleza de Cima de disonancia
115,Fortaleza de Pantano de Cruma
116,Fortaleza de Sepulcros agonizantes
117,Fortaleza de Orillas de niebla sepulcral
118,Fortaleza de Necrópolis encantada
201,Protector de pociones de la sala del clan
202,@201
203,@201
204,Poción de atributos
205,@204
206,@204
301,Héroe de campo de batalla
