Name,TaskName,QuestNpcName,QuestNpcDialog,QuestNpcName2,QuestNpcDialog2
El fin de la tiranía,Espera a Lucien,,,,
El fin de la tiranía,Sigue a Lucien,,,,
El fin de la tiranía,Vence a los soldados fieles,,,,
El fin de la tiranía,Destruye el puesto de guardia,,,,
El fin de la tiranía,Entra en la plaza,,,,
El fin de la tiranía,Vence a los refuerzos fieles,,,,
El fin de la tiranía,Acércate a la torre de control,,,,
El fin de la tiranía,"Derrota a Marlow, el anciano",,,,
El fin de la tiranía,"Derrota a Marlow, el anciano",,,,
El fin de la tiranía,Torre de control destruida,,,,
El fin de la tiranía,Ve al puesto de guardia,,,,
Empieza el viaje,Encuentra al capitán mercenario,Capitana del puerto Psyche,"Este es un buen lugar para los aventureros para ganar experiencia.
<p>Deberías realizar algún trabajo para familiarizarte con la zona.
<p>Douglas, el capitán mercenario, está buscando ayuda. Deberías buscarlo.",,
Prueba de habilidad,Caza del lobo negro,Capitán Douglas,"Pareces alguien capaz de vivir aventuras. ¡Eso es bueno!
<P>Así que, estás buscando trabajo, ¿no? Bueno, si te quieres manchar las manos, el puesto es tuyo.
<p>Hay varios lobos por aquí cerca que están dando problemas. Deshazte de ellos por mí.",,
Un trabajo en condiciones,Caza del oso rojo,Capitán Douglas,"¡Te has librado de los lobos muy rápido! Puede que seas útil.
<p>Veamos cómo te las apañas con un trabajo de verdad. ¿Has visto algún oso rojo cerca de los lobos? Parece que los osos de por aquí le han perdido el miedo a la gente.
<p>Necesito a alguien que disperse a esos osos rojos antes de que empiecen a atacar a la gente. ¿Crees que puedes hacerlo?",Capitán Douglas,¡Tenemos un problema! ¡Un grupo de asalto orco está atacando el puerto!
Un trabajo en condiciones,Encuentra al capitán mercenario,,,,
Un trabajo en condiciones,Emboscada de los orcos,,,,
Un trabajo en condiciones,Emboscada de los orcos,,,,
¡Emergencia!,Encuentra al capitán de la guardia,Capitán Douglas,"Yo protegeré a los ciudadanos con mis hombres. ¡Tienes que ir al puerto!
<p>Cuando te encuentres al capitán de la guardia, dile que vas de mi parte. ¡Hazlo y estaré en deuda contigo!",,
Emboscada de los orcos,Derrota a los luchadores orcos,Capitán Harold,"¡Los orcos se están apilando cerca del ferri! ¡Han salido de la nada! ¿Cómo no los hemos detectado?
<p>¡Tenemos que defender el ferri a toda costa! ¡Lucha con nosotros!",,
Emboscada de los orcos,Derrota a los escoltas orcos,,,,
Emboscada de los orcos,Encuentra al capitán de tropa orco,,,,
Emboscada de los orcos,Encuentra al capitán de tropa orco,Capitán Harold,"¡Maldita sea! ¡El capitán de tropa no está!
<P>¡Ha debido ir a la puerta del puerto! ¡Démonos prisa!",,
Emboscada de los orcos,Dirígete a la puerta del puerto,,,,
Emboscada de los orcos,Derrota a los orcos que se escapan del puerto,,,,
Emboscada de los orcos,Detén al capitán de tropa y sus escoltas,,,,
Prepárate para combatir,Aprende a equiparte automáticamente,Capitán Harold,"Gracias. Te debemos una. No me imaginaba que luchases tan bien con una armadura tan vieja.
<P>Yo te puedo ayudar con eso. Deja que te enseñe una forma rápida de manejar tu equipamiento llamada <YellowBold>Equipamiento automático</>.",,
Los arqueólogos desaparecidos,Habla con Codellia,Capitán Harold,"Siento seguir pidiéndote favores, pero... necesito que me ayudes con una pequeña tarea.
<p>Parece que unos pocos arqueólogos han desaparecido por aquí cerca.
<p>Lo intentaría solucionar yo, pero no debería moverme de aquí en caso de que los orcos vuelvan a saquear el puerto...
<p>¿Puedes llegar al fondo de la cuestión por mí?",Codellia,"¿Quién? ¡Ah! Debes ser la persona que ha enviado el capitán de la guardia.
<p>Gracias por venir."
Busca pistas,Busca equipamiento de excavación,Codellia,"Supongo que ya te habrán informado, pero muchos de mis compañeros han desparecido.
<p>He intentado buscarlos, pero no he encontrado ningún rastro de que haya salido del área del dolmen. Deben de estar por aquí cerca...
<p>Sospecho que algunos monstruos de los alrededores andan detrás de todo esto... 
<p>Puede que encuentres pistas si matas a algunos.",Codellia,"¿Dices que has encontrado este equipamiento entre los murciélagos? ¡Por aquí no debería haber murciélagos!
<p>Mmm, me pregunto qué es lo que habrá echado a los murciélagos de su hábitat natural."
Los secuestradores misteriosos,Consigue la llave del orco secuestrador,Codellia,"No me fío de los orcos que han llegado. Creo que andan tramando algo...
<p>¡Encuentra su campamento, derriba a unos pocos y puede que suelten algo de información!",Codellia,"¡Así que fueron los orcos! ¿¡También han encerrado a mis compañeros!? ¡Oh, tienes la llave!"
El rescate del arqueólogo,Libera al 1.er arqueólogo cautivo,Codellia,"¡Genial, has encontrado la llave! ¡Ahora rescata a mis compañeros!
<p>¡Date prisa antes de que sea demasiado tarde!",Ferron el herrero,¡Gracias por liberarme! Mi trabajo me trajo hasta aquí. ¡No esperaba estar a punto de morir por culpa de esos sucios orcos!
El rescate del arqueólogo,Libera al 2.º arqueólogo cautivo,,,,
El rescate del arqueólogo,Libera al 3.er arqueólogo cautivo,,,,
El rescate del arqueólogo,Sigue a Ferron el herrero,,,,
El rescate del arqueólogo,Habla con Ferron el herrero,,,,
La venganza del herrero,Aprende a subir de nivel el equipamiento,Ferron el herrero,"¡Pensaba que todo había terminado para mí! ¡Ja, ja!
<P>Debe haber alguna forma de devolvértelo...
<P>¡Ya sé! Puedo enseñarte a mejorar tu equipamiento.",,
La venganza del herrero,Aprende a subir de nivel el equipamiento,,,,
Invocaciones de Codellia,Habla con Codellia,Ferron el herrero,"Me vuelvo a mi ciudad. Te invitaría a venir conmigo, pero me parece que esa mujer de ahí quiere hablar contigo.",,
El sudario ha caído,Acércate al hechicero siniestro,Codellia,"¡Gracias! La mayoría de mis compañeros han vuelto.
<p>¡Mientras estabas rescatándolos, he visto a más orcos!
<p>¡Creo que están planeando raptar a más gente!
<p>Voy a por guardas. ¡Pero, hasta entonces, necesitaré tu ayuda!",,
El sudario ha caído,Un hechicero siniestro ha llegado,,,,
El sudario ha caído,Acércate al hechicero siniestro,,,,
El sudario ha caído,Derrota a los monstruos invocados,Hechicero siniestro,"¡Un intruso! ¡Tu insignificante vida no merece mi tiempo!
<p>¡Si no te apartas, morirás entre terribles sufrimientos!",,
El sudario ha caído,Derrota a los monstruos invocados,,,,
El sudario ha caído,Derrota a los monstruos invocados,,,,
El sudario ha caído,Enfréntate al hechicero siniestro,,,,
Retirada siniestra,Avisa a Codellia,Hechicero siniestro,"Veo que te he infravalorado. No nos hemos visto antes. ¿Por qué interrumpes nuestros esfuerzos?
<p>Me retiro por ahora. Pero, te lo advierto, tu ridículo valor condenará tu destino.",Codellia,"Los guardias están terminando de limpiar la zona.
<p>¡Has salvado a mis compañeros y a la excavación! ¡Gracias!"
Hacia Feldheim,"Ve a ver a Feldheim, el arqueólogo jefe",Codellia,¡Casi me olvido! El arqueólogo superior al que rescataste quiere darte las gracias personalmente. ¿Por qué no vas a verlo?,,
La obstrucción,Acaba con los hombres lobo,Feldheim,"¿Tú eres quien ha salvado a mis arqueólogos? ¡Gracias! Puede que hayas oído hablar de nuestra excavación en las Ruinas élficas.
<p>Puede que sea un poco descarado, pero ¿puedes ayudarme una vez más? Haré que merezca la pena.
<p>Te aseguro que serás una ayuda primordial para la excavación. 
<p>No te preocupes, no será una tarea difícil para alguien como tú. Solo necesito que eches a los hombres lobo del lugar.",,
El poder del Refuerzo de alma,Aprende a usar el Refuerzo de alma,Feldheim,"¡Gracias! Ahora los arqueólogos pueden trabajar en paz gracias a ti. Y ahora como recompensa que merezca la pena...
<p>¡Ah, ya sé! ¿Has oído hablar del <YellowBold>Refuerzo de alma</>? ¡Es un objeto que permite canalizar el poder de los elementales!",,
El poder del Refuerzo de alma,Aprende a usar el Refuerzo de alma,,,,
El poder del Refuerzo de alma,Aprende a usar el Refuerzo de alma,Feldheim,"¿Qué te parece? ¿Y si lo probamos?
<p>Abre ese barril de carne. ¡Atraerá a los hombres lobo contra los que podrás usar el <YellowBold>Refuerzos de alma</>!",,
El poder del Refuerzo de alma,Abre el Barril de carne,,,,
El poder del Refuerzo de alma,Prueba el Refuerzo de alma,,,,
La obstrucción II,Derrota a los murciélagos vampiro,Feldheim,"¿Me puedes hacer otro favor? Usa el Refuerzo de alma mientras estás en ello.
<p>Niah, mi asistente, está cavando un poco al norte de aquí, pero los murciélagos vampiros la están acosando.
<p>Ocúpate de esa plaga. Y mejor que no sé de cuenta...",Niah,"Eh, ¿qué le estás haciendo a esos murciélagos vampiro?
<p>¿Qué? ¿Feldheim te pidió que los mataras? ¡En lugar de matar a esas cosas, debería reducir la carga de trabajo!
<p>Oh, no lo sabes... Feldheim es mi padre. Se preocupa más por mí que por la excavación."
Los fragmentos de dolmen,Reúne los fragmentos de dolmen,Niah,"Bueno, creo que se está mejor sin todos esos murciélagos atacándome. Pero, claro... eso significa que hay más trabajo que hacer. ¡Esto es lo que mi padre quería!
<p>Ahora, reúne los fragmentos de dolmen que hay por aquí. Usa este Anillo élfico para identificarlos.
<p>Gracias, avísame cuando hayas acabado.",Hada purificadora,"Bienvenido, amigo leal. Te estaba esperando. Soy un hada purificadora que vigila la barrera."
Los fragmentos de dolmen,Adéntrate en la Luz del dolmen,Niah,¡Interesante! ¡Ha ocurrido algo en el centro de las ruinas al unir los fragmentos de dolmen! ¡Emite luz! ¿Cómo es posible?,,
Los fragmentos de dolmen,Libera la Barrera,,,,
Los fragmentos de dolmen,Adéntrate en la Luz del dolmen,,,,
Los fragmentos de dolmen,Adéntrate en la Luz del dolmen,,,,
Monstruo dentro de la barrera,Derrota a los guardias reales de Gorsaur,Hada purificadora,"Los elfos que una vez vivieron aquí levantaron un barrera en la isla para la que usaron cuatro estacas del Árbol madre.
<p>De ahí le vienen los apodos: la ""Isla del aventurero"" y la ""Isla del comienzo"". Siempre estaba protegida de los monstruos peligrosos.
<p>Últimamente, la barrera está bajo la influencia de la oscuridad. Si cae, la Isla Parlante dejará de estar a salvo de esos monstruos.
<p>Afortunadamente, podemos expulsar la oscuridad con un dispositivo purificador. Pero hace falta tu ayuda para usarlo.",,
Monstruo dentro de la barrera,Habla con el hada purificadora,,,,
El comienzo de la purificación,Protege al hada purificadora,Hada purificadora,"¡Hay un problema! Parece que los monstruos se han colado por las grietas de la debilitada barrera.<p>Tenemos que darnos prisa. Para purificar la barrera, tenemos que ir a la ubicación central. ¡Rápido!",,
El comienzo de la purificación,Habla con el hada purificadora,,,,
Hacia la parada de la purificación,Derrota a los secuaces de Gorsaur,Hada purificadora,"Los monstruos se están volviendo más fuertes a medida que nos acercamos al centro. ¡Ah! Puedo sentir el enorme poder de uno de ellos.<p>Tenemos que ocuparnos de los otros antes de que llegue. Ayuda, por favor.",,
Hacia la parada de la purificación,Habla con el hada purificadora,,,,
Un intruso dentro de la barrera,Derrota a Gorsaur,Hada purificadora,¡Ah! ¿Cómo es posible...? ¡Gorsaur! ¡Gorsaur está aquí!<p>¡Tenemos que acabar con Gorsaur!,Hada purificadora,¿¡Un monstruo como Gorsaur dentro de la barrera!? Esto no debería haber ocurrido.<p>Algo grave está pasando. Debemos activar rápidamente el dispositivo de purificación.
Un intruso dentro de la barrera,Habla con el hada purificadora,,,,
Un intruso dentro de la barrera,Habla con el hada purificadora,,,,
La primera purificación,Activa la piedra de teletransporte,Hada purificadora,"Listo, pero no hay tiempo de descansar. Las otras tres barreras deben de estar también en peligro.<p>Tenemos que activar el resto de dispositivos de purificación. ¡Ayúdame a hacerlo!<p>Toma, usa esta piedra de teletransporte para irte. Te buscaré cuando esté todo listo.",,
La primera purificación,Activa la piedra de teletransporte,,,,
Santuario de los recuerdos sellados,Aprende a entrar a la mazmorra diaria,Niah,"¿Qué ha pasado aquí? ¿Tú tampoco lo sabes?<p>Espera, mientras no estabas, he encontrado algo. Sé cómo atravesar la barrera.<p>Parece que, además de una simple entrada, había puntos interesantes. ¿Verdad? ¿Te interesa?<p>Por cierto, no era mi intención rescatarte, no te equivoques.",,
Santuario de los recuerdos sellados,Aprende a entrar a la mazmorra diaria,,,,
Dulce por dentro,Habla con Aman el pescador,Niah,"Uff, ¡cuántas cosas han pasado hoy! Debería volver a la ciudad.<p>Pero, primero, ¿te puedo pedir un pequeño favor? ¿Puedes pescar algo en esa zona de pesca de ahí?
<p>Creo que será mejor que cocine pescado para mi padre. Puede que siempre me esté dando un montón de trabajo, pero tiene buen corazón.
<p>¡Por cierto, puedes comprarle pescados a los pescadores de ahí cualquier día del año!",Aman el pescador,"¿Vas de pesca? ¿Eh? ¿Que es un favor para Niah? Ah, otro idiota que cae en su trampa. No te sientas mal, eso es lo que mejor se le da."
El anzuelo perfecto,Consigue carne de murciélago vampiro,Aman el pescador,"Lo siento, no hay pescado ahora mismo. Lo he vendido todo.
<p>Hace falta carnada para pescar y ya no me queda.
<p>¿Me puedes traer un poco de carne de murciélago vampiro? Si lo haces, pescaré para ti.",Aman el pescador,"Oh, eso es mucho. ¡Empecemos!
<p>Eh, ¿por qué no pruebas a pescar tú mismo? Puede que haya un concurso de pesca por aquí, echa un vistazo alrededor."
Gama exquisita de pescados,Lleva el murciélago cocinado a Pesca,Aman el pescador,"Ah, ¿necesitas más pescado? Pues ve a pedírselo a otros pescadores.
<p>Hay una pescadora que se llama Pesca. Se las apaña muy bien con el anzuelo, el sedal y la plomada. Ve a hablar con ella.
<p>¡Oh! Cocinar la carne de murciélago ayudará.
<p>Carne de murciélago... su gusto es muy exótico.",,
"Reúnete con Pan, el mercader general",¿Quién se ha llevado todo el pescado?,Pesca la pescadora,"¿Pescado? Ah, el mercader general lo ha comprado todo. Pensándolo bien, ¡debería haberle cobrado más!
<p>En fin, el mercader se ha ido por ahí. Entre tú y yo, ese mercader parece interesado en comprar todo el pescado de aquí.
<p> El tipo será un cliente fijo una vez hayan montado adecuadamente esta zona de pesca.",,
"Reúnete con Pan, el mercader general",Recoge hierba gatera,Vendedor ambulante Pan,"Pareces una persona sospechosa. ¿Cómo? Es normal cansarse si vas con una armadura en un área como esta. ¿Qué quieres?<p>Ah, ¿pescado? ¿Quieres comprarlo? Pero a mí también me hacen falta. El pescado de por aquí es el mejor.<p>¿Sabes qué? Si quieres un poco, tráeme algo de hierba gatera.<p>Si me la traes, no me hará falta el pescado.",,
"Reúnete con Pan, el mercader general",Recoge hierba gatera,,,,
Niah urgente,Encuentra a Niah,Vendedor ambulante Pan,"Me gusta la hierba gatera, pero el olor de sus raíces es demasiado para mí. Toma, coge el pescado. ¡Los comerciantes gato cumplen con su palabra!",Suministrador Terre,Soy Terre. Niah se fue por ahí... Dijo que tenía asuntos urgentes.<p>Puede que la encuentres si te das prisa.
Niah urgente,Encuentra el Cofre de Feldheim,Niah,"¡Tenemos un problema! He oído como un grito y he venido corriendo. ¡Todo el mundo, incluido mi padre, ha desaparecido!
<p>Tengo que buscar pistas para ver si los han secuestrado. ¡Ayúdame!",,
Niah urgente,Encuentra el Cofre de Feldheim,,,,
Niah urgente,Encuentra la Capa de Feldheim,,,,
Niah urgente,Encuentra la Bolsa de Feldheim,,,,
Niah urgente,Encuentra un testigo,Niah,"La bolsa de mi padre. ¡Él nunca saldría sin ella! La reliquia tampoco está...
<p>¿Eh? ¿Calmarme? Tienes razón. Solo hay una salida. ¡Puede que haya algún testigo!",,
Niah urgente,Encuentra un testigo,,,,
Carro robado,Investiga el carro,Helia,"¡A... ayuda! Unos pícaros me han tendido una emboscada y se han apoderado de mi carro.
<p>¡Aún andan cerca de mi carro! ¡Ahí abajo!",Helia,Gra... Gracias. ¡He recuperado mi carro!
Carro robado,Encárgate del hechicero siniestro,Hechicero siniestro,"Ya te lo he advertido, pero parece que no aprendes. ¡Esto se acaba aquí!",,
Carro robado,Encárgate del hechicero siniestro,,,,
