Index,Name
1,Aturdir
2,Quemar
3,Prueba de refuerzo de alma
4,@2
5,Veneno
6,@5
7,Sobrecalentamiento
8,@5
9,Efecto de subida de nivel
10,Prueba de afirmación
11,Prueba de moneda
12,Prueba de PV
13,Prueba de escudo de maná
14,Sin prueba
15,Prueba de maldición
16,Prueba de sangrado
17,Prueba de Quemar
18,Prueba de Aturdir
19,Prueba de Provocar
20,Escudo absoluto
21,Potenciador de invisibilidad
22,Potenciador de durabilidad
23,Potenciador inteligente
24,Velocidad de tanque
25,Velocidad de extracción de tanque
26,Cantidad de extracción de tanque
27,Centinela del jardín
28,Efecto de inicio de refuerzo de alma
29,Efecto de uso de poción de PV
30,Efecto de uso de poción de PM
31,Efecto de transferencia de clase
32,@31
33,Potenciador de santuario de campo 1
34,Potenciador de santuario de campo 2
35,Potenciador de santuario de campo 3
36,Potenciador de santuario de campo 4
37,Potenciador de santuario de campo 5
38,Escudo de Varkaron
39,Varkaron enloquecido
40,Varkaron enloquecido (arma)
41,"Potenciador favor del señor 1 (PV, PM)"
42,"Potenciador favor del señor 2 (exp., corazón)"
43,"Potenciador favor del señor 3 (adenas, objeto)"
44,Cámara del potenciador favor del señor
45,Aumento de PM máximos
46,Aumento de PV máximos
47,Aumento de DEF
48,Aumento de velocidad
49,Aumento de velocidad de ATQ
50,Aumento de ATQ
51,Reina hormiga enloquecida
52,Bomba de relojería hormiga 1
53,Bomba de relojería hormiga 2
54,Bomba de relojería hormiga 3
55,Bomba de relojería hormiga 4
56,Bomba de relojería hormiga 5
57,Bomba de relojería hormiga 6
58,Corazón de Cruma: Veneno
59,Corazón de Cruma: Silencio
60,Corazón de Cruma: Control mental
61,Barrera de la Reina hormiga
62,Cristal de unidad: Básico
63,Cristal de unidad: Escalafón 1
64,Cristal de unidad: Escalafón 2
65,Cristal de unidad: Escalafón 3
66,Efecto de montar/desmontar
67,Efecto de habilidad de Marsha
68,Efecto de uso de la poción de la sala del clan
69,Poción de la sala del clan: Aumento de moral
70,Poción de la sala del clan: Tormenta de hielo
71,Poción de la sala del clan: Aumento de regeneración de PV
72,Poción de la sala del clan: Antimagia
73,Unión
74,Aura de daño cuerpo a cuerpo (temporizador)
75,Barrera de cristal de agua
76,Equipo de furia
77,Avasallar
78,Aumento del daño de habilidad
79,@74
80,@75
81,@76
82,@77
83,Herida profunda
84,Marlox_Demon’s Fatigue
85,Altar del héroe del viento
86,Altar del héroe de la tierra
87,Anemia
88,Escalafón 1 de Vampirizar
89,Escalafón 2 de Vampirizar
90,Escalafón 3 de Vampirizar
91,Escalafón 4 de Vampirizar
92,Escalafón 5 de Vampirizar
93,Cambio vampírico
94,Ramog_Ignition Debuff
95,Ramog_Explosion Standby Self Debuff
96,Efecto de fuegos artificiales 1
97,Efecto de fuegos artificiales 2
98,Efecto de fuegos artificiales 3
99,Efecto de fuegos artificiales 4
100,Potente succión de PV
101,Efecto de capa: Barrera de inmunidad frente a ataques en JcE
102,Efecto de capa: Barrera contra habilidad poco común en JcJ
103,Zaken enloquecido
104,Zaken Shift
105,Recompensa de campo
106,Recompensa de contribución contra jefe
107,Daño final a jefe
