Id,Name
1,Renovación del tutorial oficial
2,Cinemática de entrada en Isla Parlante
3,Función de misión automática I
4,Función de misión automática II
6,Función de misión automática III
11,Autoequipo
12,Refuerzo de alma
13,Mazmorra diaria
14,Logro
15,Caja de equipamiento de grado superior
16,Subir de nivel el equipamiento
17,Subir habilidad de nivel
18,Arena
19,Combinar
20,Clan
21,Mazmorra infinita
22,Impronta de runas
23,Crist. de alma
24,Mazmorra de élite
25,Aumentar
26,Mejorar
27,Códice de monstruo
28,Habilidad poco común
29,Mazmorra de extracción
30,Elixir
31,Invocar montura
32,Círculo de invocación
101,Amigo
102,Equipo
104,P. de intercambio
112,Misiones diarias
113,Misiones semanales
114,Donar a clan
115,Unirte al clan
116,Logro del clan
117,Mazmorra clan
118,Progreso de la misión
119,Fabricar
201,Transferencia de clase
202,Mazmorra de adenas
203,Templo guardián
205,Mazmorra de experiencia
207,Capa
301,Protección de Maphr
