Id,Title,Desc
10031,Dar ahora,
10032,Isla Parlante Oriental,Completa la historia de Isla Parlante Oriental.
10033,Isla Parlante Occidental,Completar la historia de Isla Parlante Occidental.
10034,Carretera de Gludin,Completa la historia de la Carretera de Gludin.
10035,Llanuras de Gludio,Completa la historia de las Llanuras de Gludio.
10036,Casa Windawood,Completa la historia de la Casa Windawood.
10037,Erial,Completa la historia del Erial.
10038,Llanuras de Dion,Completa la historia de las Llanuras de Dion.
10039,Pantano de Cruma,Completa la historia del Pantano de Cruma.
10040,Cima de disonancia,Completa la historia de la Cima de disonancia.
10041,Sepulcros agonizantes,Completa la historia de los Sepulcros agonizantes.
11041,@10031,
11042,Dominios de Giran,Completa la historia de los Dominios de Giran.
11043,Orillas de niebla sepulcral,Completa la historia de las Orillas de niebla sepulcral.
11044,Isla del Diablo,Completa la historia de la Isla del Diablo.
11045,Necrópolis encantada,Completa la historia de la Necrópolis encantada.
13001,@10031,Ahora
13002,Regalo de nivel 10,Alcanza el nivel 10.
13003,Regalo de nivel 20,Alcanza el nivel 20.
13004,Regalo de nivel 30,Alcanza el nivel 30.
13005,Regalo de nivel 45,Alcanza el nivel 45.
13006,Regalo de nivel 70,Alcanza el nivel 70.
14001,@10031,@13001
14002,Regalo de nivel 80,Alcanza el nivel 80.
14003,Regalo de nivel 90,Alcanza el nivel 90.
14004,Regalo de nivel 100,Alcanza el nivel 100.
14005,Regalo de nivel 110,Alcanza el nivel 110.
14006,Regalo de nivel 120,Alcanza el nivel 120.
15001,@10031,@13001
15002,Regalo de nv. 125,Alcanza el nivel 125.
15003,Regalo de nv. 130,Alcanza el nivel 130.
15004,Regalo de nv. 135,Alcanza el nivel 135.
15005,Regalo de nv. 140,Alcanza el nivel 140.
15006,Regalo de nv. 145,Alcanza el nivel 145.
15007,Regalo de nv. 150,Alcanza el nivel 150.
15008,Regalo de nv. 155,Alcanza el nivel 155.
15009,Regalo de nv. 160,Alcanza el nivel 160.
15010,Regalo de nv. 165,Alcanza el nivel 165.
15011,Regalo de nv. 170,Alcanza el nivel 170.
15012,Regalo de nv. 175,Alcanza el nivel 175.
15013,Regalo de nv. 180,Alcanza el nivel 180.
10011,@10031,@13001
10012,1.er inicio de sesión,Inicio de sesión de día 1
10013,2.º inicio de sesión,Inicio de sesión de día 2
10014,3.º inicio de sesión,Inicio de sesión de día 3
10015,4.º inicio de sesión,Inicio de sesión de día 4
10016,5.º inicio de sesión,Inicio de sesión de día 5
10017,6.º inicio de sesión,Inicio de sesión de día 6
10018,7.º inicio de sesión,Inicio de sesión de día 7
10021,@10031,
10022,Obtener arma de grado SR,Consigue un arma de grado SR.
10023,Obtener casco de grado SR,Consigue un casco de grado SR.
10024,Obtener armadura de grado SR,Consigue una pieza de armadura de grado SR.
10025,Obtener guantes de grado SR,Consigue unos guantes de grado SR.
10026,Obtener botas de grado SR,Consigue unas botas de grado SR.
10027,Obtener anillo de grado SR,Consigue un anillo de grado SR.
10028,Obtener pendiente de grado SR,Consigue pendientes de grado SR.
10029,Obtener collar de grado SR,Consigue un collar de grado SR.
1201,@10031,@13001
1202,Regalo de nvl. 190,Alcanza el nivel 190.
1203,Regalo de nvl. 200,Alcanza el nivel 200.
1204,Regalo de nvl. 210,Alcanza el nivel 210.
1205,Regalo de nvl. 220,Alcanza el nivel 220.
1206,Regalo de nvl. 230,Alcanza el nivel 230.
1207,Regalo de nvl. 240,Alcanza el nivel 240.
1208,Regalo de nvl. 250,Alcanza el nivel 250.
1209,Regalo de nvl. 260,Alcanza el nivel 260.
12041,@10031,
12042,Meseta Northwind,Termina la historia de la meseta Northwind.
12043,Tierras eternas,Termina la historia del las Tierras eternas.
12044,Territorio conquistado de Torre de marfil,Termina la historia del Territorio conquistado de Torre de marfil.
