Id,SpotName,SpotTitle,Desc
1,Fortaleza de Carretera de Gludin,,
2,Fortaleza de Llanuras de Gludio,,
3,Fortaleza de Casa Windawood,,
4,Fortaleza de Erial,,
5,Fortaleza de Llanuras de Dion,,
6,Fortaleza de Pantano de Cruma,,
7,Fortaleza de Cima de disonancia,,
8,Fortaleza de Sepulcros agonizantes,,
9,Fortaleza de Dominios de Giran,,
10,Fortaleza de Orillas de niebla sepulcral,,
11,Fortaleza de Isla del Diablo,,
12,Fortaleza de Necrópolis encantada,,
13,Fortaleza de Valle del dragón,,
14,Fortaleza de Meseta Northwind,,
15,Fortaleza de Tierras eternas,,
16,Fortaleza conquistada de Torre de marfil,,
17,Fortaleza de Ruinas de dólmenes,,
18,Fortaleza de Tierras devastadas,,
19,Fortaleza de Obelisco de victoria,,
20,Fortaleza de Campamento fortificado,,
21,Fortaleza de Bosque susurrante,,
22,Fortaleza de Bosque encantado,,
23,Fortaleza de Puesto de exploración occidental,,
24,Fortaleza de Ruinas élficas,,
101,Puerto de la Isla Parlante,Puerto de la Isla Parlante,
102,Tierras devastadas,Tierras devastadas,
197,Ciudad de la Isla Parlante,Ciudad de la Isla Parlante,
201,P. exploración occ.,P. exploración occ.,
202,Bosque encantado,Bosque encantado,
301,Llanuras del molino de viento,Llanuras del molino de viento,
302,Cementerio silencioso,Cementerio silencioso,
303,Cam. saqueador,Cam. saqueador,
397,Ciudad de Gludin,Ciudad de Gludin,
398,@1,Fortaleza de Carretera de Gludin,
401,Granja devastada,Granja devastada,
402,Puesto de mando de exterm. de monstruos,Puesto de mando de exterm. de monstruos,
403,Moradas hombres lag. maille,Moradas hombres lag. maille,
404,Campamento orcos turek,Campamento orcos turek,
497,Castillo de la ciudad de Gludio,Castillo de la ciudad de Gludio,
498,@2,Fortaleza de Llanuras de Gludio,
499,Castillo de Gludio,Castillo de Gludio,
501,Ruinas de Windawood,Ruinas de Windawood,
502,Campo de batalla,Campo de batalla,
503,Santuario élfico caído,Santuario élfico caído,
504,Estación de orcos turek,Estación de orcos turek,
598,@3,Fortaleza de Casa Windawood,
601,Dustbowl,Dustbowl,
602,Eriales,Eriales,
603,Cordillera de piedra roja,Cresta de piedra roja,
697,Lugar de acampada de Staris,Lugar de acampada de Staris,
698,@4,Fortaleza de Erial,
701,Área de tala,Área de tala,
702,Área agrícola,Área agrícola,
703,Afueras del castillo de Dion,Afueras del castillo de Dion,
704,Llanuras,Llanuras,
797,Ciudad de Dion,Ciudad de Dion,
798,@5,Fortaleza de Llanuras de Dion,
799,Castillo de Dion,Castillo de Dion,
801,Terreno inquietante,Terreno inquietante,
802,Entrada a la Tierra pantanosa de Cruma,Entrada a la Tierra pantanosa de Cruma,
803,Tierra pantanosa de Cruma,Tierra pantanosa de Cruma,
897,Campamento de arqueólogos,Campamento de arqueólogos,
898,@6,Fortaleza de Pantano de Cruma,
901,Bosque tranquilo,Bosque tranquilo,
902,Entrada al campamento de Tanor,Entrada al campamento de Tanor,
903,Interior del campamento de Tanor,Interior del campamento de Tanor,
904,Escondite de Ol Mahum,Escondite de Ol Mahum,
998,@7,Fortaleza de Cima de disonancia,
1001,Granja de mandrágoras,Granja de mandrágoras,
1002,Tierras de ejecución,Tierras de ejecución,
1003,Entrada a la Fortaleza de la agonía,Entrada a la Fortaleza de la agonía,
1004,Interior de la Fortaleza de la agonía,Interior de la Fortaleza de la agonía,
1098,@8,Fortaleza de Sepulcros agonizantes,
1101,Entrada a los Dominios de Giran,Entrada a los Dominios de Giran,
1102,Jardín de flores de Gorgon,Jardín de flores de Gorgon,
