Id,Name,TypeDesc,LimitDesc,UsingDesc,ReplaceString1,ReplaceString2,Desc
1021,악마의 영혼석: 자켄,Consumibles,,"Obtén de los monstruos del sotobosque del Bosque de los secretos. Une 100 para obtener ""Pergamino demoníaco: Zaken"".
El ""Pergamino demoníaco: Zaken"" es un Pergamino de misión secundaria que puede usarse al alcanzar el nivel 230.",,,
1022,악마의 스크롤: 자켄,@1021,,"Pergamino de misión secundaria usado para obtener distintivos de batalla: Zaken.
Usa un distintivo de batalla: Zaken para entrar en el barco pirata de Zaken.","Ubicación de objetivo: Dominios de Giran
nv. Restricciones: 230.",,
1023,결전의 징표: 자켄,@1021,,"자켄을 처치하기로 맹세한 자의 징표입니다.
자켄의 해적선에 입장 할 수 있습니다.",,,
10001,Brote primaveral,Poción,,"Este brote contiene la energía de la primavera inminente.
Úsalo para comprar objetos en el Menú de eventos.",,,Aumenta la DEF en 2000 durante 10 min.
10002,Cofre de brotes,@1021,,"Esta caja mantiene los brotes protegidos.
Abre esta caja para obtener 30 brotes.",,,Los objetos obtenidos una vez usados no se pueden vender.
10003,Billete de bonificación por compleción,Evento,,"Usa este billete para compleciones adicionales una vez alcanzado el límite de compleción diario de la Escuela de Aymel.
Usa en el Menú de eventos.",,,
10004,Felicitaciones,@10001,,"¡Qué gran miembro del clan!
Úsalo para comprar objetos en el Menú de eventos.",,,Aumenta el ATQ en 1500 durante 10 min.
10005,Cofre de sellos de felicitaciones,@1021,,"Esta caja mantiene los sellos de felicitaciones protegidos.
Abre esta caja para obtener 30 sellos de felicitaciones.",,,@10002
10006,Sandía,@10001,,"Una refrescante sandía perfecta para saciar la sed.
Se envía a tu buzón al entrar en la arena.",,,Aumenta los PV en 3000 durante 10 min.
10007,Uvas,@10001,,"Un racimo de jugosas y deliciosas uvas.
Se envía a tu buzón al autocompletar la Torre de la insolencia.",,,Aumenta el daño crítico un 3% durante 10 minutos.
10008,Melón oriental,@10001,,"Un sabroso melón oriental lleno de vitamina C, estupendo para recuperar la energía.
Se envía a tu buzón al entrar en un círculo de invocación .",,,@10001
10009,Frambuesas,@10001,,"Las frambuesas estivales son nutritivas y están de muerte. ¡Pruébalas!
Se envían a tu buzón al completar una mazmorra diaria.",,,@10004
10010,Caja de frutas veraniegas,@1021,,"Una caja llena de frutas estivales.
Esta caja puede contener una sandía, uvas, un melón oriental o frambuesas.
Se consigue al extraer hierbas en la mazmorra de extracción.",,,
10033,Aguja de pino,@1021,,"피톤치드가 풍부하게 담겼으며, 솔향이 그윽한 솔잎입니다. 송편의 필수 재료입니다.",,,
10034,천연 벌꿀,@1021,,미네랄과 비타민 등 영양이 풍부한 천연 벌꿀입니다. 꿀송편의 달콤함을 책임집니다,,,
10035,유기농 쌀가루,@1021,,메뚜기와 함께 자라난 유기농 쌀을 방앗간에서 곱게 갈아 만든 쌀가루입니다. 송편의 필수 재료입니다.,,,
10036,참깨,@1021,,꼬소함을 자랑하는 참깨입니다. 꿀송편에 들어가 달콤함과 고소함의 밸런스를 맞추어줍니다.,,,
10037,가을밤,@1021,,잘 익은 가을 밤입니다. 맛도 영양도 일품입니다. 밤송편에 들어가는 주 재료 입니다. ,,,
510107,Fuegos artificiales nocturnos,@1021,,Fuegos artificiales que pueden iluminar el cielo nocturno.,Úsalos para ver fuegos artificiales bonitos.,,
510108,Fuegos artificiales de la luz plateada,@1021,,Fuegos artificiales que brillan como las estrellas del cielo.,@510107,,
510109,Fuegos artificiales de prosperidad,@1021,,Fuegos artificiales que simbolizan el anhelo de prosperidad.,@510107,,
510110,Fuegos artificiales del amor,@1021,,Fuegos artificiales que garantizan una proposición exitosa.,@510107,,
510111,혈맹 이름 변경권,@1021,,혈맹 이름을 변경할 수 있습니다.,,,
510112,할로윈 캔디 폭죽,@1021,,달콤한 캔디가 쏟아지는 할로윈 폭죽입니다.,@510107,,
510113,해피 할로윈 폭죽,@1021,,행복한 할로윈을 기원하는 폭죽입니다.,@510107,,
110010,Espada samurái,Espada y escudo,,Esta arma aumenta tanto el ATQ como la DEF.,,,
110011,@110010,@110010,,@110010,,,
110012,@110010,@110010,,@110010,,,
110013,@110010,@110010,,@110010,,,
110014,@110010,@110010,,@110010,,,
110015,@110010,@110010,,@110010,,,
110016,@110010,@110010,,@110010,,,
110020,Espada revolución,@110010,,@110010,,,
110021,@110020,@110010,,@110010,,,
