Id,Title,Name
19,,Manantial de recuperación
31,,Torre del oeste del equipo rojo
32,,Torre del este del equipo rojo
33,,Torre del Artefacto sagrado del equipo rojo
34,,Torre del oeste del equipo azul
35,,Torre del este del equipo azul
36,,Torre del Artefacto sagrado del equipo azul
20,,@19
37,,@31
38,,@32
39,,@33
40,,@34
41,,@35
42,,@36
43,,Revisión de cambio de clase
44,,@43
45,,Altar de viento
46,,Altar de tierra
101,,Campamento de asedio central
102,,Campamento de asedio este
103,,Campamento de asedio oeste
104,,Puesto de guardia central
105,,Puesto de guardia este
106,,Puesto de guardia oeste
107,,Torre defensiva izquierda de la puerta principal
108,,Torre defensiva derecha de la puerta principal
109,,Torre defensiva izquierda de la Cámara de las audiencias
110,,Torre defensiva derecha de la Cámara de las audiencias
115,,Torre defensiva izquierda de la puerta de fuego
116,,Torre defensiva derecha de la puerta de fuego
117,,Torre defensiva izquierda de la puerta de agua
118,,Torre defensiva derecha de la puerta de agua
119,,Torre izquierda de la cámara del Artefacto sagrado
120,,Torre derecha de la cámara del Artefacto sagrado
121,,Torre izquierda del Artefacto sagrado
122,,Torre derecha del Artefacto sagrado
123,,Trampa izquierda
124,,Trampa derecha
201,Protector de misiones,Lloyd
202,Protector de reliquias,Feldheim
203,Protector de pociones,Jackie
204,Protector de festines,Emma
205,Mercader general,Pan
211,,Cristal de unidad
212,,Chimenea
301,,Ratel robusto verde
302,,Ratel robusto plateado
303,,Ratel robusto dorado
304,,Mandrágora
305,,Centinela del jardín
401,계정 창고지기,Nigel
402,Mercenarios de la luz plateada,Aymel
403,@205,@205
404,,Mercenario de la luz plateada
405,,마그나딘 경비병
406,Maestro herrero,Mobart
407,,Espectador
408,,@407
409,Mercader de pergaminos,Sin rastro
410,,Mago novato
411,Bibliotecario,Farjane
412,,Lector
413,,@412
414,Panadero,Bremen
415,,Hijo del panadero
416,,Niño hambriento
417,,Niño aburrido
418,Mercader de armas,Pondiac
419,,Aventurero
420,,@419
421,Mercader pescador,Tegma
422,,Pescador
423,,Hechicero
424,Cuidador de mascotas,Cuvi
425,,Joven noble
426,,Niño curioso
427,,Romi
428,,Julie
429,,Viejo
430,,Niño agitado
431,,Niño
432,,Osezno negro
433,,Explorador
434,Mercader de barbacoa,Maduka
435,,Leah
436,,Mio
437,,Oficial mercenario
438,,Obrero
439,Trovador,Asiren
440,Teleportador,@409
441,Líder de los mercenarios de la luz plateada,Hardin
442,@402,Theodore
443,Líder de la caravana de mercaderes,Felicia
444,@402,Russel
445,Guía,Chau
446,@445,Lyncia
447,@445,Seikan
448,Protector del depósito personal,Gattuso
449,미용사,Katrina
450,Alma de la fiesta,Lena
451,Sobre rojo,Ada
452,Teleportador,Agatha
453,@452,Catherine
454,@452,Grace
455,@452,Hanna
456,Protector del clan,Hubert
457,Protector de la fortaleza,James
458,Protector de Asedio al castillo,Harry
459,Protector de la sala del clan,Jasmine
460,Subastador de clan,Courtney
461,Subastador,Dario
462,@401,Dixie
463,캐릭터 창고지기,Edith
464,Protector del campo de batalla,Dustin
550,,Mercenario de la luz plateada
551,,@550
552,,Oficial de los mercenarios de la luz plateada
553,,Erudito de los mercenarios de la luz plateada
554,,@553
555,,@553
556,,Miembro de la caravana
557,,@556
558,,@556
559,,Enviado de Gludio
560,,@559
561,,@559
562,,Enviado de Dion
563,,@562
564,,@562
565,,Enviado de Giran
566,,@565
567,,@565
568,,Enviado de Oren
569,,@568
570,,@568
571,,Enviado de Innadril
572,,@571
573,,@571
574,,Enviado de Aden
575,,@574
576,,@574
577,,Enviado de Elmor
578,,@577
579,,@577
580,,Enviado de Gracia
581,,@580
582,,@580
583,,Enviado élfico
584,,@583
585,,@583
586,,Enviada de los elfos oscuros
587,,Miembro de la familia
588,,@587
589,,@587
590,,@587
591,,@587
1001,Para probar una habilidad,Carrasposo
1101,Para equilibrar la batalla,Carrasposo nvl. 1
1102,@1101,Carrasposo nvl. 2
1103,@1101,Carrasposo nvl. 3
1104,@1101,Carrasposo nvl. 4
1105,@1101,Carrasposo nvl. 5
1106,@1101,Carrasposo nvl. 6
1107,@1101,Carrasposo nvl. 7
1108,@1101,Carrasposo nvl. 8
1109,@1101,Carrasposo nvl. 9
1110,@1101,Carrasposo nvl. 10
1111,@1101,Carrasposo nvl. 11
1112,@1101,Carrasposo nvl. 12
1113,@1101,Carrasposo nvl. 13
1114,@1101,Carrasposo nvl. 14
1115,@1101,Carrasposo nvl. 15
1116,@1101,Carrasposo nvl. 16
1117,@1101,Carrasposo nvl. 17
1118,@1101,Carrasposo nvl. 18
1119,@1101,Carrasposo nvl. 19
1120,@1101,Carrasposo nvl. 20
1121,@1101,Carrasposo nvl. 21
1122,@1101,Carrasposo nvl. 22
1123,@1101,Carrasposo nvl. 23
1124,@1101,Carrasposo nvl. 24
1125,@1101,Carrasposo nvl. 25
1126,@1101,Carrasposo nvl. 26
1127,@1101,Carrasposo nvl. 27
1128,@1101,Carrasposo nvl. 28
1129,@1101,Carrasposo nvl. 29
1130,@1101,Carrasposo nvl. 30
1131,@1101,Carrasposo nvl. 31
1132,@1101,Carrasposo nvl. 32
1133,@1101,Carrasposo nvl. 33
1134,@1101,Carrasposo nvl. 34
1135,@1101,Carrasposo nvl. 35
1136,@1101,Carrasposo nvl. 36
1137,@1101,Carrasposo nvl. 37
1138,@1101,Carrasposo nvl. 38
1139,@1101,Carrasposo nvl. 39
1140,@1101,Carrasposo nvl. 40
1141,@1101,Carrasposo nvl. 41
1142,@1101,Carrasposo nvl. 42
1143,@1101,Carrasposo nvl. 43
1144,@1101,Carrasposo nvl. 44
1145,@1101,Carrasposo nvl. 45
1146,@1101,Carrasposo nvl. 46
1147,@1101,Carrasposo nvl. 47
1148,@1101,Carrasposo nvl. 48
1149,@1101,Carrasposo nvl. 49
1150,@1101,Carrasposo nvl. 50
1151,@1101,Carrasposo nvl. 51
1152,@1101,Carrasposo nvl. 52
1153,@1101,Carrasposo nvl. 53
1154,@1101,Carrasposo nvl. 54
1155,@1101,Carrasposo nvl. 55
1156,@1101,Carrasposo nvl. 56
1157,@1101,Carrasposo nvl. 57
1158,@1101,Carrasposo nvl. 58
1159,@1101,Carrasposo nvl. 59
1160,@1101,Carrasposo nvl. 60
1161,@1101,Carrasposo nvl. 61
1162,@1101,Carrasposo nvl. 62
1163,@1101,Carrasposo nvl. 63
1164,@1101,Carrasposo nvl. 64
1165,@1101,Carrasposo nvl. 65
1166,@1101,Carrasposo nvl. 66
1167,@1101,Carrasposo nvl. 67
1168,@1101,Carrasposo nvl. 68
1169,@1101,Carrasposo nvl. 69
1170,@1101,Carrasposo nvl. 70
1171,@1101,Carrasposo nvl. 71
1172,@1101,Carrasposo nvl. 72
1173,@1101,Carrasposo nvl. 73
1174,@1101,Carrasposo nvl. 74
1175,@1101,Carrasposo nvl. 75
1176,@1101,Carrasposo nvl. 76
1177,@1101,Carrasposo nvl. 77
1178,@1101,Carrasposo nvl. 78
1179,@1101,Carrasposo nvl. 79
1180,@1101,Carrasposo nvl. 80
1181,@1101,Carrasposo nvl. 81
1182,@1101,Carrasposo nvl. 82
1183,@1101,Carrasposo nvl. 83
1184,@1101,Carrasposo nvl. 84
1185,@1101,Carrasposo nvl. 85
1186,@1101,Carrasposo nvl. 86
1187,@1101,Carrasposo nvl. 87
1188,@1101,Carrasposo nvl. 88
1189,@1101,Carrasposo nvl. 89
1190,@1101,Carrasposo nvl. 90
1191,@1101,Carrasposo nvl. 91
1192,@1101,Carrasposo nvl. 92
1193,@1101,Carrasposo nvl. 93
1194,@1101,Carrasposo nvl. 94
1195,@1101,Carrasposo nvl. 95
1196,@1101,Carrasposo nvl. 96
1197,@1101,Carrasposo nvl. 97
1198,@1101,Carrasposo nvl. 98
1199,@1101,Carrasposo nvl. 99
1200,@1101,Carrasposo nvl. 100
1201,@1101,@1101
1202,@1101,@1102
1203,@1101,@1103
1204,@1101,@1104
1205,@1101,@1105
1206,@1101,@1106
1207,@1101,@1107
1208,@1101,@1108
1209,@1101,@1109
1210,@1101,@1110
1211,@1101,@1111
1212,@1101,@1112
1213,@1101,@1113
1214,@1101,@1114
1215,@1101,@1115
1216,@1101,@1116
