Key,Value
ACCOUNT_CONFINE,Este cuenta ha sido bloqueada.
ACHIEVEMENT,Logro
ACHIEVEMENT_CLEAR_ASSETS,¡Logro de recurso completado!
ACHIEVEMENT_CLEAR_BATTLE,¡Logro de batalla completado!
ACHIEVEMENT_CLEAR_DAILY,¡Logro diario completado!
ACHIEVEMENT_CLEAR_GROWTH,¡Logro de fortaleza completado!
ACHIEVEMENT_CLEAR_ITEM,¡Logro de equipamiento completado!
ACHIEVEMENT_CLEAR_MONTHLY,¡Logro mensual completado!
ACHIEVEMENT_CLEAR_SOCIAL,¡Logro social completado!
ACHIEVEMENT_CLEAR_WEEKLY,¡Logro semanal completado!
ACHIEVEMENT_LEVELREWARD_ERROR,Ya has recogido la recompensa para este escalafón de logro.
ACHIEVEMENT_POINT,Puntos por logro
ADENA_LOOTED,[Adena] adenas obtenidas.
SIEGE_FESTIVAL_TICKET_LOOTED,Has adquirido [Value] billete(s) de festival de asedio.
ADENA_NOT_ENOUGH,No tienes suficientes adenas.
AHIEVEMENT_HEROIC_WAY,Senda del héroe
APP_VERSION_UNDER_MIN,Tu versión de la aplicación no es la última versión.
APP_VERSION_UNDER_LATEST,"Hay una nueva versión disponible.
¿Te gustaría actualizarla?"
ARMOR_TYPE_HEAVY,Armad. pesada
ARMOR_TYPE_LIGHT,Armadura ligera
ARMOR_TYPE_ROBE,Túnica
ASSETS_ACQUIRE_FROM_GUILD_GREETING,Has saludado a [MemberCount] miembro(s) del clan y has obtenido <FontYellow>[AssetCount] moneda(s) de clan</>.
ASSETS_ACQUIRE_FROM_RECEIVE_GUILD_GREET,Has devuelto [MemberCount] saludo(s) de miembros del clan y has obtenido <FontYellow>[AssetCount] adena(s)</>.
ATTENDANCE_NO_MORE_REWARD,No hay recompensas que recoger.
ATTENDANCE_REWARD_SENT_TO_MAILBOX,Se han enviado las recompensas del día [Param1] a tu buzón.
AUCTION_COST,Coste
AUCTION_ESTIMATED_TIME,Aparecerá a las [Time]
AUCTION_GROUP_ACCESSORY,Accesorio
AUCTION_GROUP_ARMOR,Armadura
AUCTION_GROUP_ELIXIR,Materiales de poción/elixir
AUCTION_GROUP_ENCHANT,Materiales de mejora
AUCTION_GROUP_EquipmentCraft,Materiales de fabricación
AUCTION_GROUP_ETC,Otros
AUCTION_GROUP_MONSTERCORE,Corazón de monstruo
AUCTION_GROUP_SKILLBOOK,Págs./Pergaminos olvidados
AUCTION_GROUP_SOULSTONE,Crist. de alma
AUCTION_GROUP_USEITEM,Consumibles
AUCTION_GROUP_WEAPON,Arma
AUCTION_GROUP_PET,Montura
AUCTION_HOUSE,P. intercambio
AUCTION_HOUSE_CATEGORY,Categoría
AUCTION_HOUSE_EQ_ITEM_SELL,¿Poner en venta [Name] por [Cost] diamantes?
AUCTION_HOUSE_FAVORITE_SELLCANCEL,Cancelar venta
AUCTION_HOUSE_FAVORITE_SELLCOMPLETE,Vendido
AUCTION_HOUSE_FAVORITE_SELLFAILED,Vencido
AUCTION_HOUSE_FAVORITE_SELLING,Aparición en curso
AUCTION_HOUSE_FAVORITE_WAITING,Esperando aparecer
AUCTION_HOUSE_GRADE,Grado
AUCTION_HOUSE_GRADE_C,C
AUCTION_HOUSE_GRADE_A,A
AUCTION_HOUSE_GRADE_B,B
AUCTION_HOUSE_GRADE_R,R
AUCTION_HOUSE_GRADE_S,S
AUCTION_HOUSE_GRADE_SR,SR
AUCTION_HOUSE_ITEM_BUY,¿Comprar [Name] por [Cost] diamantes?
AUCTION_HOUSE_ITEM_FAVORITE,¿Marcar este objeto como favorito?
AUCTION_HOUSE_ITEM_FAVORITE_CANCEL,¿Desmarcar este objeto como favorito?
AUCTION_HOUSE_ITEM_SELL,@AUCTION_HOUSE_EQ_ITEM_SELL
AUCTION_HOUSE_LOG_GAIN,Obtener
AUCTION_HOUSE_LOG_SPEND,Gastar
AUCTION_HOUSE_LOG_STATE_BUY_COMPLETED,Compra completada
AUCTION_HOUSE_LOG_STATE_CANCEL_SELL,Cancelar venta
