Id,NpcName,Message
101,Aymel,"Selam! eğitimin nasıl gidiyor?<p>Tek başına eğitim sıkıcıdır ve büyük ihtimalle nereden başlayacağını bilemiyorsundur. Aden'de maceracılar Klan adı verilen gruplar kurarak birlik olurlar.<p>diğer maceracılarla birlikte yolculuk etmek, klanına bağış yapmak ve klan dükkanından alışveriş yapmak... kulağa nasıl geliyor?"
102,@101,B-derecesine ulaştın! Eminim daha yeni başladığının farkındasındır.<p>Şu et kafalı Russel şimdiden A-derecesine ulaştı bile!
103,Russel,Sen fazla gevşemiş görünüyorsun. Hadi bakalım antrenmana dön de benim seviyeme ulaşmaya çalış! Hahaha!
104,@101,A-derecesine ulaştın! Şimdi o et kafa ile eşsin! Sakın durma!
105,@101,S-derecesine ulaştın! O et kafayla rekabetin gereken tüm motivasyonu sağladı gibi!
106,@103,Ne? S-derecesine mi ulaştın? Ben hâlâ A-derecesindeyim...<p>Hiç böbürlenme! Sana yetişeceğim! göreceksin!
107,@101,R-derecesine ulaştın!<p>Hemen gaza gelme yalnız. Daha SR-derecesi var önünde!
108,Theodore,Anca R-derecesisin yani çalışmaya devam.
109,@101,Derece SR'ye ulaştın! Etkafa Russel'a tozunu yutturdun!<p>Şimdi sıra Derecesi UR olan Theodore'a yetişmekte! Biraz daha gerekiyor!
110,@101,"Artık Derece UR'sin!<p>Kendini fazla zorlamadığına emin misin? Peki o zaman, Theodore işini bitirdi ve çıktı. Etkafa ise çok geride kaldı. Acele etmene gerek yok."
111,@101,UR-derecesine ulaştın! Theodore'dan sonraki en hızlı sensin!<p>Etkafa ve diğerleirnin neredeyse pes etmek üzere olduklarını düşünürsek oldukça etkileyici!<p>Şimdi diğererinin bitirmelerini beklemelisin. Neden en baştan başlamayı denemiyorsun?
112,@101,Hey! Uzun zamandır görüşememiştik! Son gördüğümden beri bayağı güçlenmişsin.<p>Ama bu yeterli değil. Theodore senden çok daha güçlü.<p>Ama endişelenme! Senin için bir eğitim kılavuzu daha hazırladım. Bu seferki biraz daha zor ama! Geride kalmamaya çalış!<p>Ama endişelenmene de gerek yok. eminim harika bir iş çıkaracaksın!
113,@101,"Harika, gayet iyi gidiyorsun. Derece B'ye hızla ulaştın!<p>Russel! Sen ne durumdasın Russel?"
