Key,Value
ACCOUNT_CONFINE,Bu hesap engellendi.
ACHIEVEMENT,Başarım
ACHIEVEMENT_CLEAR_ASSETS,Kaynak başarımı tamamlandı!
ACHIEVEMENT_CLEAR_BATTLE,Savaş başarımı tamamlandı!
ACHIEVEMENT_CLEAR_DAILY,Günlük başarım tamamlandı!
ACHIEVEMENT_CLEAR_GROWTH,Kuvvetlendirme başarımı tamamlandı!
ACHIEVEMENT_CLEAR_ITEM,Ekipman başarımı tamamlandı!
ACHIEVEMENT_CLEAR_MONTHLY,Aylık başarım tamamlanamadı!
ACHIEVEMENT_CLEAR_SOCIAL,Sosyal başarım tamamlandı!
ACHIEVEMENT_CLEAR_WEEKLY,Haftalık başarım tamamlandı!
ACHIEVEMENT_LEVELREWARD_ERROR,Bu başarım kategorisi için ödülü zaten aldın.
ACHIEVEMENT_POINT,Başarım Puanı
ADENA_LOOTED,[Adena] Adena topladın.
SIEGE_FESTIVAL_TICKET_LOOTED,[Value] Kuşatma Festivali Bileti kazandın.
ADENA_NOT_ENOUGH,Yetersiz Adena.
AHIEVEMENT_HEROIC_WAY,Kahramanın Yolu
APP_VERSION_UNDER_MIN,Uygulamanın versiyonu güncel değil.
APP_VERSION_UNDER_LATEST,"Yeni bir versiyon çıktı.
Güncellemek ister misin?"
ARMOR_TYPE_HEAVY,Ağır Zırh
ARMOR_TYPE_LIGHT,Hafif Zırh
ARMOR_TYPE_ROBE,Cübbe
ASSETS_ACQUIRE_FROM_GUILD_GREETING,[MemberCount] klan üyesine selam verdin ve <FontYellow>[AssetCount] Klan Parası</> kazandın.
ASSETS_ACQUIRE_FROM_RECEIVE_GUILD_GREET,[MemberCount] klan üyesinden selam alındı ve <FontYellow>[AssetCount] Adena</> alındı.
ATTENDANCE_NO_MORE_REWARD,Alınacak bir ödül yok.
ATTENDANCE_REWARD_SENT_TO_MAILBOX,[Param1] Gün ödülleri posta kutuna gönderildi.
AUCTION_COST,Maliyet
AUCTION_ESTIMATED_TIME,[Time] içinde listelenecek
AUCTION_GROUP_ACCESSORY,Aksesuar
AUCTION_GROUP_ARMOR,Zırh
AUCTION_GROUP_ELIXIR,İksir/Yenileyici Malzemeleri
AUCTION_GROUP_ENCHANT,Güçlendirme Malzemeleri
AUCTION_GROUP_EquipmentCraft,Üretim Malzemeleri
AUCTION_GROUP_ETC,Diğer
AUCTION_GROUP_MONSTERCORE,Canavar Özü
