Id,Name,Desc,Desc2
1001,20.000 Adena,20.000 Adena kazan.,
1002,42.000 Adena,40.000 + 2.000 bonus Adena kazan.,
1003,88.000 Adena,80.000 + 8.000 bonus Adena kazan.,
1004,184.000 Adena,160.000 + 24.000 bonus Adena kazan.,
1005,384.000 Adena,320.000 + 64.000 bonus Adena kazan.,
1006,800.000 Adena,640.000 + 160.000 bonus Adena kazan.,
3001,1 Özel Ekipman Sandığı,"(S - SR) ekipman kazan!
Nadir Ekipman alınabilir!",
3002,Kutsal Parşömen: Silah,"Kutsal Parşömen: Silah
Bir silahı 1 - 3 seviye güçlendirir.",
3003,Kutsal Parşömen: Zırh,"Kutsal Parşömen: Zırh
Bir zırhı 1 - 3 seviye güçlendirir.",
3004,Kutsal Parşömen: Aksesuar,"Kutsal Parşömen: Aksesuar
Bir aksesuarı 1 - 3 seviye güçlendirir.",
3005,Maphr’in Koruması,Güçlendirme başarısız olduğunda güçlendirme seviyesi kaybetmeden korur.,
3006,Derece SR Limit Kırma Taşı,Derece SR bir ekipmanın limitini kırmak için kullanılır.,
3007,Derece S Ek Özellik Taşı,Bir ekipman parçasının ek-özelliğini güçlendirmede kullan.,
3008,Derece R Ek Özellik Taşı,@3007,
3009,Derece SR Ek Özellik Taşı,@3007,
3011,1 Özel Aksesuar Sandığı,Bir (A - SR) aksesuar al!,
4001,20 Can Yenileyici,Küçük miktarda Can yenilemek için kullan.,
4002,%10 indirim! 200 Can Yenileyici,@4001,
4005,20 Mana Yenileyici,Küçük miktarda Mana yenilemek için kullan.,
4006,%10 indirim! 200 Mana Yenileyici,@4005,
4009,500 Güç Şerbeti,Silahı kutsayarak ruhani bir ışıkla hasarını artırır.,
4010,%10 indirim! 5.000 Güç Şerbeti,@4009,
4013,1 Megafon,Dünya sohbetine mesaj göndermek için kullanılan bir eşya.,
4014,10 Megafon,@4013,
4018,@4013,@4013,
4019,@4014,@4013,
4100,Pişmanlık Simgesi,"Kaotik Değeri 30 düşürmek için kullan.
Pişmanlık Simgesi her gün sadece 3 kez kullanılabilir.",
4101,50 Kaçış Parşömeni,Işınlanmayı kullan.,
4105,Gecenin Havai Fişekleri,Geceleri ve hatta gündüz bile gökyüzünü aydınlatabilen havai fişekler.,
4106,Ay Işığı Havai Fişekleri,Gök yüzünde yıldızlar gibi parlayan havai fişekler.,
4107,Zenginlik Havai Fişekleri,Zenginlik özlemini simgeleyen havai fişekler.,
4108,Aşk Havai Fişekleri,Tekliflerin kabul edilmesini sağlayan özel havai fişekler.,
5002,1 Yüksek Dereceli Ekipman,"(A - SR) ekipman kazan!
Nadir Ekipman alınabilir!",
5003,10 Yüksek Dereceli Ekipman (+1 bonus),"(A - SR) ekipman kazan!
En az 1x Derece S veya üzeri ekipman garanti!
Nadir Ekipman alınabilir!",
5014,@5002,"(A - SR) ekipman kazan!
Nadir Ekipman ve Takas Edilebilen Ekipman alınabilir!",
5015,@5003,"(A - SR) ekipman kazan!
En az 1x Derece S veya üzeri ekipman garanti!
Nadir Ekipman ve Takas Edilebilen Ekipman alınabilir!",
5101,1 Silah Güçlendirme Sandığı,"(A - SR) silahlar ve Silah Seviye Seti alınabilir!
Nadir Ekipman Düşürme Oranı arttı!
Nadir Ekipman alınırken yalnızca Silah elde edilebilir.",
5102,10 Silah Güçlendirme Sandığı (+1 bonus),@5101,
5103,@5101,"(Derece A - Derece SR) Silahlar ve Silah Seviye Setleri mümkün!
Simya Parşömeni - Kutsal Parşömen: Silah/Zırh/Aksesuar mümkün!",
5104,@5102,"(Derece A - Derece SR) Silahlar ve Silah Seviye Setleri mümkün!
Simya Parşömeni - Kutsal Parşömen: Silah/Zırh/Aksesuar mümkün!
Derece S Kırmızı Silah garantisi için 7 kez satın al!",
5201,1 Zırh Güçlendirme Sandığı,"(A-SR) Zırh ve Zırh Seviye Seti!
Nadir Ekipman Düşürme Oranı arttı!
Nadir ekipman olarak yalnızca Zırh alınabilir",
5202,10 Zırh Güçlendirme Sandığı (+1 bonus),@5201,
