Id,SpotName,SpotTitle,Desc
1,Gludin Yolu Şatosu,,
2,Gludio Ovası Şatosu,,
3,Windawood Köşkü Şatosu,,
4,Çorak Diyar Şatosu,,
5,Dion Ovası Şatosu,,
6,Cruma Bataklığı Şatosu,,
7,Uyumsuzluk Zirvesi Şatosu,,
8,Uluyan Oyuk Şatosu,,
9,Giran Bölgesi Şatosu,,
10,Ölümcül Sis Kıyıları Şatosu,,
11,Şeytan Adası Şatosu,,
12,Lanetli Mezarşehir Şatosu,,
13,Ejderha Vadisi Şatosu,,
14,Kuzey Yeli Platosu Şatosu,,
15,Ebedi Topraklar Şatosu,,
16,Fethedilmiş Fildişi Kulesi Şatosu,,
17,Dolmen Harabeleri Şatosu,,
18,Parçalanmış Topraklar Şatosu,,
19,Zafer Dikilitaşı Şatosu,,
20,Korunaklı Kamp Şatosu,,
21,Fısıldayan Orman Şatosu,,
22,Lanetli Orman Şatosu,,
23,Batı İzci Karakolu Şatosu,,
24,Elf Harabeleri Şatosu,,
101,Konuşkan Ada Limanı,Konuşkan Ada Limanı,
102,Parçalanmış Topraklar,Parçalanmış Topraklar,
197,Konuşkan Ada Kasabası,Konuşkan Ada Kasabası,
201,Batı İzci Karakolu,Batı İzci Karakolu,
202,Lanetli Orman,Lanetli Orman,
301,Değirmen Ovası,Değirmen Ovası,
302,Sessiz Mezarlık,Sessiz Mezarlık,
303,Yağmacı Kampı,Yağmacı Kampı,
397,Gludin Kasabası,Gludin Kasabası,
398,@1,Gludin Yolu Şatosu,
401,Harap Tarlalar,Harap Tarlalar,
402,Canavar Yok Edici Komutanlığı,Canavar Yok Edici Komutanlığı,
403,Maille Kertenkeleadam Evleri,Maille Kertenkeleadam Evleri,
404,Turek Ork Kamp Alanı,Turek Ork Kamp Alanı,
497,Gludio Kasabasının Kalesi,Gludio Kasabasının Kalesi,
498,@2,Gludio Ovası Şatosu,
499,Gludio Kalesi,Gludio Kalesi,
501,Windawood Harabeleri,Windawood Harabeleri,
502,Savaş Alanı,Savaş Alanı,
503,Yitik Elf Tapınağı,Yitik Elf Tapınağı,
504,Turek Ork Karakolu,Turek Ork Karakolu,
598,@3,Windawood Köşkü Şatosu,
601,Tozçanağı,Tozçanağı,
602,Çorak Diyar,Çorak Diyar,
603,Kızıl Kaya Sıradağları,Kırmızı Kaya Tepesi,
697,Staris’in Kamp Alanı,Staris’in Kamp Alanı,
698,@4,Çorak Diyar Şatosu,
701,Ağaç Kesim Bölgesi,Ağaç Kesim Bölgesi,
702,Tarım Bölgesi,Tarım Bölgesi,
703,Dion Kalesi Etekleri,Dion Kalesi Etekleri,
704,Ova,Ova,
797,Dion Kasabası,Dion Kasabası,
798,@5,Dion Ovası Şatosu,
799,Dion Kalesi,Dion Kalesi,
801,Ürkütücü Topraklar,Ürkütücü Topraklar,
802,Cruma Bataklığı Girişi,Cruma Bataklığı Girişi,
803,Cruma Bataklığı,Cruma Bataklığı,
897,Arkeolog Kampı,Arkeolog Kampı,
898,@6,Cruma Bataklığı Şatosu,
901,Huzur Ormanı,Huzur Ormanı,
902,Tanor Kampının Girişi,Tanor Kampının Girişi,
903,Tanor Kampının İçi,Tanor Kampının İçi,
904,Ol Mahum’un Sığınağı,Ol Mahum’un Sığınağı,
998,@7,Uyumsuzluk Zirvesi Şatosu,
1001,Mandragora’nın Tarlası,Mandragora’nın Tarlası,
1002,İnfaz Alanı,İnfaz Alanı,
1003,Agoni Kalesinin Girişi,Agoni Kalesinin Girişi,
1004,Agoni Kalesinin İçi,Agoni Kalesinin İçi,
1098,@8,Uluyan Oyuk Şatosu,
1101,Giran Bölgesinin Girişi,Giran Bölgesinin Girişi,
1102,Gorgon Çiçek Bahçesi,Gorgon Çiçek Bahçesi,
1103,Şakıyan Orman,Şakıyan Orman,
1104,Langk Kertenkeleadam Kampı,Langk Kertenkeleadam Kampı,
1197,Giran Kasabası,Giran Kasabası,
1198,@9,Giran Bölgesi Şatosu,
1199,Giran Kalesi,Giran Kalesi,
1201,Ticaret Yolu,Ticaret Yolu,
1202,Puslu Orman,Puslu Orman,
1203,Giran Limanı,Giran Limanı,
1297,@897,@897,
1298,@10,Ölümcül Sis Kıyıları Şatosu,
1301,Şeytan Adası Geçici Limanı,Şeytan Adası Geçici Limanı,
1302,Lanetli Altın Madeni,Lanetli Altın Madeni,
1303,Zaken’in Hayalet Gemi Limanı,Zaken’in Hayalet Gemi Limanı,
1398,@11,Şeytan Adası Şatosu,
1401,Breka Hisarı,Breka Hisarı,
1403,Yitik Boğaz’ın Yolu,Yitik Boğaz’ın Yolu,
1404,Ejder Mezarı,Ejder Mezarı,
1405,Ölüadam Geçidi,Ölüadam Geçidi,
1402,Yitik Boğaz’ın Girişi,Yitik Boğaz’ın Girişi,
1406,Ölüm Eşiği,Ölüm Eşiği,
1498,@12,Lanetli Mezarşehir Şatosu,
1501,Avcı Vadisi,Avcı Vadisi,
1503,Timak Karakolu,Timak Karakolu,
1502,Avcıların Kamp Alanı,Avcıların Kamp Alanı,
1597,Oren Kasabası,Oren Kasabası,
1598,@14,Kuzey Yeli Platosu Şatosu,
1599,Oren Kalesi,Oren Kalesi,
1601,Kırık Mühür,Kırık Mühür,
1602,Mantar Denizi,Mantar Denizi,
1603,Cadı Ormanı,Cadı Ormanı,
1697,Cihaz Kullanılmayan Bölge,Cihaz Kullanılmayan Bölge,
1698,@15,Ebedi Topraklar Şatosu,
1701,Kanunsuzlar Ormanı,Kanunsuzlar Ormanı,
1702,Kötülük Ormanı,Kötülük Ormanı,
1703,Fildişi Kulesi Krateri,Fildişi Kulesi Krateri,
1798,@16,Fethedilmiş Fildişi Kulesi Şatosu,
1801,Ejderha Vadisi Girişi,Ejderha Vadisi Girişi,
1802,Ejderha Diyarı,Ejderha Diyarı,
1803,Şeytani Yarık,Şeytani Yarık,
1898,@13,Ejderha Vadisi Şatosu,
10000,Zayıf Dev'in Laboratuvarı,Zayıf Dev'in Laboratuvarı,
10001,@10000,@10000,
10002,@10000,@10000,
10003,Einhasad’ın Yeri,Tanrı'nın Hediyesi,
10004,Gran Kain’in Yeri,@10003,
20001,Elf Harabeleri Dehliz 1,Elf Harabeleri Dehliz 1,
20101,Elf Harabeleri Dehliz 2,Elf Harabeleri Dehliz 2,
20201,Karınca Yuvası Dehliz 1,Karınca Yuvası Dehliz 1,
20301,Karınca Yuvası Dehliz 2,Karınca Yuvası Dehliz 2,
20401,Cruma Kulesi Kat 2,Cruma Kulesi Kat 2,
20501,Cruma Kulesi Kat 3,Cruma Kulesi Kat 3,
20601,Fildişi Kulesi Dehliz 1,Fildişi Kulesi Dehliz 1,
20701,Fildişi Kulesi Dehliz 2,Fildişi Kulesi Dehliz 2,
20801,Fildişi Kulesi Dehliz 3,Fildişi Kulesi Dehliz 3,
30000,,Batı Konuşkan Ada Yolu,Doğu Konuşkan Ada -> Batı Konuşkan Ada
30001,,Gludio Gemi İskelesi,Doğu Konuşkan Ada -> Gludin Yolu
30002,,Doğu Konuşkan Ada Yolu,Batı Konuşkan Ada -> Doğu Konuşkan Ada
30007,,Gludio İskelesi,Gludin Yolu -> Doğu Konuşkan Ada
30008,,Gludio Ovası Yolu,Gludin Yolu -> Gludio Ovası
30009,,Gludin Yolu,Gludio Ovası -> Gludin Yolu
30010,,Windawood Köşkü Yolu,Gludio Ovası -> Windawood Köşkü
30011,,Gludio Ovası Yolu,Windawood Köşkü -> Gludio Ovası
30012,,Çorak Diyar Yolu,Windawood Köşkü -> Çorak Diyar
