Id,Name,TypeDesc,LimitDesc,UsingDesc,ReplaceString1,ReplaceString2,Desc
1021,악마의 영혼석: 자켄,Tek Kullanımlıklar,,"Sırların Ormanı Yeşillik Alanı'ndaki canavarlardan düşer. ""Şeytani Parşömen: Zaken""i almak için 100 kez bağla.
""Şeytani Parşömen: Zaken"", Svy. 230'a ulaştığında kullanabileceğin bir Yan Görev Parşömeni'dir.",,,
1022,악마의 스크롤: 자켄,@1021,,"Yan Görev Parşömeni, Savaş Nişanı: Zaken'i almak için kullanılır.
Savaş Nişanı: Zaken’i kullanarak Zaken Korsanlarının Gemisi’ne gir.","Hedef Konum: Giran Bölgesi
Svy. Sınırı: 230.",,
1023,결전의 징표: 자켄,@1021,,"자켄을 처치하기로 맹세한 자의 징표입니다.
자켄의 해적선에 입장 할 수 있습니다.",,,
10001,Bahar Filizi,Yenileyici,,"Bu filiz yaklaşan yazın enerjisini taşır.
Etkinlik menüsünden eşya satın almak için kullan.",,,10 dakika boyunca Svn. 2.000 artar.
10002,Filiz Sandığı,@1021,,"Bu sandıkta filizle güvenli bir şekilde saklanır.
30 filiz elde etmek için bu sandığı aç.",,,Elde edilen eşyalar kullanılırsa takas yapılamazlar.
10003,Bonus Tamamlama Bileti,Etkinlik,,"Aymel'in Okulu'nda günlük tamamlama sınırına ulaştığında daha fazla tamamlama için kullan.
Etkinlik menüsünden kullan.",,,
10004,Tebrikler,@10001,,"Ne harika klan üyesi!
Etkinlik menüsünden eşya satın almak için kullan.",,,10 dakika boyunca Sldr. 1.500 artar.
10005,Aferin Damgası Sandığı,@1021,,"Bu sandıkta Aferin Damgaları bulunur.
30 Aferin Damgası için bu sandığı aç.",,,@10002
10006,Karpuz,@10001,,"Taptaze bir karpuz, susuzluğunu gidermek için birebir.
Arena'ya girdiğinde posta kutuna gönderilir.",,,10 dakika boyunca Can 3.000 artar.
10007,Üzümler,@10001,,"Bir salkım tatlı, lezzetli üzüm.
Kibir Kulesi'nde Oto-Temizleme kullandığında posta kutuna gönderilir.",,,10 dakika boyunca Kritik Hasarını %3 artırır.
10008,Kavun,@10001,,"Vitamin C ile dolu yorgunluğunu alacak lezzetli bir kavun.
Binek Zindanı'na girdiğinde posta kutuna gönderilir.",,,@10001
10009,Ahududu,@10001,,"Ahududular besleyici ve lezzetlidir. Kendin dene ve gör!
Günlük Zindan tamamladığında posta kutuna gönderilir.",,,@10004
10010,Yaz Meyveleri Sandığı,@1021,,"Yazlık meyvelerle dolu bir sandık.
Bu sandığı açarak karpuz, üzüm, kavun veya ahududu alabilirsin.
Botanik Zindanı'nda bitki toplayarak bu meyve sandığından alabilirsin.",,,
10033,Çam İğnesi,@1021,,"피톤치드가 풍부하게 담겼으며, 솔향이 그윽한 솔잎입니다. 송편의 필수 재료입니다.",,,
10034,천연 벌꿀,@1021,,미네랄과 비타민 등 영양이 풍부한 천연 벌꿀입니다. 꿀송편의 달콤함을 책임집니다,,,
10035,유기농 쌀가루,@1021,,메뚜기와 함께 자라난 유기농 쌀을 방앗간에서 곱게 갈아 만든 쌀가루입니다. 송편의 필수 재료입니다.,,,
10036,참깨,@1021,,꼬소함을 자랑하는 참깨입니다. 꿀송편에 들어가 달콤함과 고소함의 밸런스를 맞추어줍니다.,,,
10037,가을밤,@1021,,잘 익은 가을 밤입니다. 맛도 영양도 일품입니다. 밤송편에 들어가는 주 재료 입니다. ,,,
510107,Gecenin Havai Fişekleri,@1021,,Geceleri gökyüzünü aydınlatan havai fişekler.,Güzel havai fişekleri görmek için kullan.,,
510108,Ay Işığı Havai Fişekleri,@1021,,Gök yüzünde yıldızlar gibi parlayan havai fişekler.,@510107,,
510109,Zenginlik Havai Fişekleri,@1021,,Zenginlik özlemini simgeleyen havai fişekler.,@510107,,
510110,Aşk Havai Fişekleri,@1021,,Tekliflerin kabul edilmesini sağlayan özel havai fişekler.,@510107,,
510111,혈맹 이름 변경권,@1021,,혈맹 이름을 변경할 수 있습니다.,,,
510112,할로윈 캔디 폭죽,@1021,,달콤한 캔디가 쏟아지는 할로윈 폭죽입니다.,@510107,,
510113,해피 할로윈 폭죽,@1021,,행복한 할로윈을 기원하는 폭죽입니다.,@510107,,
110010,Uzun Samuray Kılıcı,Kılıç Kalkan,,Bu silah hem Sldr. hem Svn. arttırır.,,,
110011,@110010,@110010,,@110010,,,
110012,@110010,@110010,,@110010,,,
110013,@110010,@110010,,@110010,,,
110014,@110010,@110010,,@110010,,,
110015,@110010,@110010,,@110010,,,
110016,@110010,@110010,,@110010,,,
110020,Devrim Kılıcı,@110010,,@110010,,,
110021,@110020,@110010,,@110010,,,
110022,@110020,@110010,,@110010,,,
110023,@110020,@110010,,@110010,,,
110024,@110020,@110010,,@110010,,,
110025,@110020,@110010,,@110010,,,
110026,@110020,@110010,,@110010,,,
110030,Hanedanlık Kılıcı,@110010,,@110010,,,
110031,@110030,@110010,,@110010,,,
110032,@110030,@110010,,@110010,,,
110033,@110030,@110010,,@110010,,,
110034,@110030,@110010,,@110010,,,
110035,@110030,@110010,,@110010,,,
110036,@110030,@110010,,@110010,,,
110043,Dunamiss Kılıcı,@110010,,@110010,,,
110044,@110043,@110010,,@110010,,,
110045,@110043,@110010,,@110010,,,
110046,@110043,@110010,,@110010,,,
110053,Fırtına Getiren,@110010,,@110010,,,
110054,Fırtına Getiren,@110010,,@110010,,,
110055,Fırtına Getiren,@110010,,@110010,,,
120010,Kargı,Mızrak,,Bu silahın geniş bir saldırı alanı vardır.,,,
120011,@120010,@120010,,@120010,,,
120012,@120010,@120010,,@120010,,,
120013,@120010,@120010,,@120010,,,
120014,@120010,@120010,,@120010,,,
120015,@120010,@120010,,@120010,,,
120016,@120010,@120010,,@120010,,,
120020,Akrep,@120010,,@120010,,,
120021,@120020,@120010,,@120010,,,
120022,@120020,@120010,,@120010,,,
120023,@120020,@120010,,@120010,,,
120024,@120020,@120010,,@120010,,,
120025,@120020,@120010,,@120010,,,
120026,@120020,@120010,,@120010,,,
120030,Büyük Balta,@120010,,@120010,,,
120031,@120030,@120010,,@120010,,,
120032,@120030,@120010,,@120010,,,
120033,@120030,@120010,,@120010,,,
120034,@120030,@120010,,@120010,,,
120035,@120030,@120010,,@120010,,,
120036,@120030,@120010,,@120010,,,
120043,Exidium,@120010,,@120010,,,
120044,@120043,@120010,,@120010,,,
120045,@120043,@120010,,@120010,,,
120046,@120043,@120010,,@120010,,,
120053,Ork Kılıç Mızrağı,@120010,,@120010,,,
120054,Ork Kılıç Mızrağı,@120010,,@120010,,,
120055,Ork Kılıç Mızrağı,@120010,,@120010,,,
130010,Çift Uzun Samuray Kılıcı,Çift Kılıç,,Bu silah pek çok kombo saldırı yapabilir.,,,
130011,@130010,@130010,,@130010,,,
130012,@130010,@130010,,@130010,,,
130013,@130010,@130010,,@130010,,,
130014,@130010,@130010,,@130010,,,
130015,@130010,@130010,,@130010,,,
130016,@130010,@130010,,@130010,,,
130020,Çift Devrim Kılıcı,@130010,,@130010,,,
130021,@130020,@130010,,@130010,,,
130022,@130020,@130010,,@130010,,,
130023,@130020,@130010,,@130010,,,
130024,@130020,@130010,,@130010,,,
130025,@130020,@130010,,@130010,,,
130026,@130020,@130010,,@130010,,,
130030,Çift Hanedanlık Kılıcı,@130010,,@130010,,,
130031,@130030,@130010,,@130010,,,
130032,@130030,@130010,,@130010,,,
130033,@130030,@130010,,@130010,,,
130034,@130030,@130010,,@130010,,,
130035,@130030,@130010,,@130010,,,
130036,@130030,@130010,,@130010,,,
130043,Çift Dunamiss Kılıcı,@130010,,@130010,,,
130044,@130043,@130010,,@130010,,,
130045,@130043,@130010,,@130010,,,
130046,@130043,@130010,,@130010,,,
130053,Çift Fırtına Getiren,@130010,,@130010,,,
130054,Çift Fırtına Getiren,@130010,,@130010,,,
130055,Çift Fırtına Getiren,@130010,,@130010,,,
140010,Kıyamet Hançeri,Hançer,,Bu silah hızlı saldırılar içindir.,,,
140011,@140010,@140010,,@140010,,,
140012,@140010,@140010,,@140010,,,
140013,@140010,@140010,,@140010,,,
140014,@140010,@140010,,@140010,,,
140015,@140010,@140010,,@140010,,,
140016,@140010,@140010,,@140010,,,
